,Mean,Median,5perc,95perc
OutputAnalyseCNRM1R1,0.2386923693743858,0.2178976687193641,-0.1178728667839498,0.6633120920584191
OutputAnalyseCNRM1R2,-0.0503918686590347,-0.0620706212756034,-0.3224170305256748,0.2627176380535845
OutputAnalyseCNRM1R3,0.246345289028512,0.2271397289344132,-0.0562240205437321,0.6108311713970975
OutputAnalyseCNRM1R4,0.2261022188748521,0.212056150901349,-0.0818950565509121,0.580249916680916
OutputAnalyseCNRM1R5,0.529491551585716,0.4728911284539417,-0.0254028177386633,1.2686019497999104
OutputAnalyseCNRM1R6,0.1907897519456662,0.1735543067374461,-0.1259675994884299,0.5726982285995778
OutputAnalyseCNRM1R7,0.1507647736051012,0.1307558427127582,-0.1669647873307307,0.532140463059516
OutputAnalyseCNRM1R8,0.2053870872957,0.1724173849769452,-0.1475500080684719,0.6705152520769478
OutputAnalyseCNRM1R9,0.2123530692907319,0.2053535885940829,-0.0810578983137176,0.5279538302592787
OutputAnalyseCNRM1R10,0.1934232820962391,0.1796629749770243,-0.097962270229597,0.5315490213975442
OutputAnalyseCNRM1R11,0.0979421088292917,0.0827087031192872,-0.2322008314011284,0.4784878387235957
OutputAnalyseCNRM1R12,0.3334966920441446,0.3022409087810276,-0.0859106138572937,0.8594524667247133
OutputAnalyseCNRM1R13,0.1820714951635807,0.156207781824165,-0.1750645197820018,0.6251933455564465
OutputAnalyseCNRM1R14,0.2204456989064022,0.1944270915018257,-0.1723508816268062,0.7005632605360552
OutputAnalyseCNRM1R15,0.1634908826254119,0.1388199057716396,-0.1753759133151896,0.5835495865409156
OutputAnalyseCNRM1R16,0.4428908832354153,0.4083179539755872,0.0027370032606379,0.9974473685891984
OutputAnalyseCNRM1R17,0.1470736080544447,0.1335422164055387,-0.1398322284833385,0.4779664496280058
OutputAnalyseCNRM1R18,0.4195186362282619,0.3747947180462063,-0.0597734926682854,1.0455762674343403
OutputAnalyseCNRM1R19,0.5065315577425388,0.4566736722446598,-0.003759502805678,1.186076211513975
OutputAnalyseCNRM1R20,0.3052483265324244,0.2781460540371572,-0.1101160683367114,0.8140353996037394
OutputAnalyseCNRM1R21,-0.0037642907727522,-0.0171482208281715,-0.2759983047600868,0.3141549270839369
OutputAnalyseCNRM1R22,0.0793603536636077,0.0611657632864738,-0.2291191426608095,0.4477316602342464
OutputAnalyseCNRM1R23,0.1814018808557656,0.1656354410620499,-0.1031179414747363,0.5191578177256606
OutputAnalyseCNRM1R24,0.3625430402980591,0.327409181734921,-0.0334458179794476,0.8735210296396191
OutputAnalyseCNRM1R25,0.0821606453872735,0.0584462839889955,-0.2589680851414398,0.5047415147899994
OutputAnalyseCNRM1R26,0.2522203802957311,0.2340471712876936,-0.0738488978901712,0.6425517826582222
OutputAnalyseCNRM1R27,0.1742673458648294,0.1568986479043524,-0.1701004078582501,0.574451377736117
OutputAnalyseCNRM1R28,0.1951883339327865,0.1681284632370054,-0.1806595096453005,0.6629293976479436
OutputAnalyseCNRM1R29,0.0206615497811327,0.0024543632763166,-0.3124736177662257,0.4144480781150672
OutputAnalyseCNRM1R30,0.1688195986831205,0.1467440544876227,-0.1775011623747724,0.5904807740277888
OutputAnalyseHadGEM3R1,-0.1183448669593479,-0.1339949429810962,-0.3271362524969838,0.1430092509305666
OutputAnalyseHadGEM3R2,0.2165196826212023,0.1831498457652502,-0.1486565369390992,0.6936619076501511
OutputAnalyseHadGEM3R3,0.7386243258941677,0.6933208757981872,0.2183295214492423,1.4140379444051705
OutputAnalyseHadGEM3R4,0.7261343350671003,0.6730213082818818,0.2039448101563685,1.420832425886512
OutputAnalyseNorESM2MMR1,0.0619115973571191,-0.0527077772543026,-0.7428670916967858,1.2300871492044594
OutputAnalyseNorESM2MMR2,1.3683474620304474,1.2064716171095,0.1855258220625819,3.0677969598909867
OutputAnalyseNorESM2MMR3,1.0299922177662375,0.8589180508907002,-0.0839334214518606,2.7079857355954813
OutputAnalyseNorESM2LMR1,1.0680361536358864,0.887786118600024,-0.1265302146470363,2.8338580096736377
OutputAnalyseNorESM2LMR2,1.7463081257379542,1.5560253830121629,0.3509873825449046,3.755309470160006
OutputAnalyseNorESM2LMR3,2.7244783798892263,2.279183828574276,0.6587731254333591,6.212721531884715
