Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1850,-0.12090698,0.422001,-3.0128562,-2.2411022,2.722052,0.73313165,7.5462847,6.635908,3.000761,0.46795416,-3.3501196,-6.021269
1851,-1.2322904,-8.366005,1.8858483,-2.1812756,0.8874399,3.7195785,6.097771,-8.3417225,0.4147134,-0.69519925,-7.730625,-9.317164
1852,-1.4276632,-5.115014,-6.0288033,2.287742,8.2238,0.52959794,0.6801353,12.88223,16.187023,12.628583,-9.526582,1.4963031
1853,8.75587,4.375092,-2.2431686,8.200553,1.9829428,-7.0570965,5.2488313,9.744291,-0.43732306,-2.6831276,-6.9863305,-3.212541
1854,-16.45536,-15.085924,-13.408669,-20.520742,-10.462839,-23.902645,-13.851958,-7.0286064,-11.030311,-9.986905,-5.105113,-6.8805194
1855,-1.9714059,-7.8822613,-6.013578,-8.290166,12.577819,16.081598,9.590002,6.469921,8.172512,4.318209,-2.6528554,-0.033876758
1856,10.138509,10.108209,2.300191,1.6576599,6.93861,13.903015,0.6892363,2.8433025,13.312262,4.128205,2.155779,7.8606067
1857,11.903271,10.586283,7.424555,9.640889,8.218369,10.34214,5.5127597,5.854087,6.589913,-2.0512035,4.3170547,-3.5395553
1858,-0.12583442,2.491768,6.2182302,17.170057,-4.894242,7.642666,1.321937,5.1939206,19.631647,15.244878,2.032286,6.8082056
1859,1.9702972,2.9902084,9.274143,-5.2016573,1.4038554,9.446495,8.259074,-1.2008606,6.3376746,9.556848,5.4603496,1.9378662
1860,0.43712524,2.873052,6.3136597,12.244559,5.0384016,2.2316606,6.9954925,7.59162,9.77748,7.399552,0.6153046,-0.95831573
1861,13.177259,6.5422797,0.07405075,10.793158,9.632662,-1.5124913,3.4741387,10.040868,12.755134,10.238941,4.427804,10.530642
1862,-1.652847,4.542009,5.7973623,3.2619135,4.932277,2.1569028,9.184463,1.5356851,5.7543945,7.6002307,3.1230886,2.5986013
1863,-0.897471,-0.5194511,-13.5533085,15.093069,-7.9438515,-9.813483,-2.9194875,-0.04788923,0.9171259,-4.13449,2.293229,0.46482667
1864,-0.6631714,-8.0804615,-7.2476335,-12.680337,-3.492483,-21.18195,-7.5777373,1.9088973,-7.913289,-5.5897655,-7.801019,-8.183211
1865,-6.151104,4.6360703,-10.536002,4.282771,5.36137,-7.7771816,-15.506518,-21.998333,-10.609454,-11.812583,-7.005446,-13.045771
1866,-11.39365,-8.598429,-18.495514,-20.026222,-12.45413,-17.987144,-17.996912,-5.990761,-16.0916,-10.342363,-12.74498,-20.831608
