Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1850,-5.948032,18.20036,-0.9109735,1.1463195,-1.1617781,-2.8167539,-12.796466,-24.548853,0.7983029,-10.251798,-2.8521214,-25.771736
1851,-2.6112955,8.776513,-14.269589,-4.9275274,0.015389387,13.357555,-7.7540355,-3.1023915,-7.9361115,-0.20127264,8.9222765,17.24547
1852,13.973611,7.6855073,2.358004,-6.899241,-6.622515,8.282181,2.9765258,2.8392615,2.724152,-0.64201087,-1.350908,-5.6447115
1853,-1.8652833,-8.875548,-11.598067,15.962236,-1.2002697,-13.02354,-11.233962,-16.560669,-1.6991637,-14.7421055,-10.91038,0.2053961
1854,-17.745111,-7.3733497,-9.255979,-15.510673,16.26859,2.9421859,-2.8574204,11.184899,11.997499,12.253377,12.573235,12.139041
1855,-1.0996938,5.1104636,14.302756,3.7989495,-1.2979792,8.931057,13.447526,11.639382,8.0648155,4.094602,6.4257207,15.12057
1856,13.069794,8.967338,-2.8932543,13.242035,-5.7515893,-11.307733,-8.74097,-17.478172,-31.258026,-11.911359,-5.448704,0.0049541807
1857,0.4110182,-2.7450466,-7.777695,-16.218618,-10.336747,-19.010187,-6.1060085,-15.572916,-6.0828943,-5.338749,-8.802042,-1.7240815
1858,-10.50805,6.1282835,7.2387743,-1.5970993,-2.5187142,1.6991374,10.133512,6.4293256,13.46867,8.854152,6.4786034,16.410713
1859,6.295765,19.405752,16.09078,10.802863,8.631596,21.713776,11.4031,15.997526,5.359984,17.653744,4.196858,9.627242
1860,9.518004,20.02837,20.461544,6.733995,-3.455203,3.1258636,20.170053,16.55059,17.412611,17.147018,12.431395,14.035889
1861,0.74798435,13.266305,1.1123614,-1.8500608,1.0681993,11.409594,12.947644,-0.20200782,6.3506904,12.079411,-10.534463,3.654862
1862,14.668307,7.360239,-11.45421,6.614098,-7.7188926,12.617953,-0.22203137,-4.3532863,6.0445447,9.474503,9.278928,5.4609904
1863,8.433542,10.028526,10.546136,3.9167671,-32.550232,-11.471842,-13.864648,-26.8888,-22.860626,-14.878314,0.2109768,-7.9930015
1864,4.5415235,4.8925333,-15.186799,-3.2763476,-17.010607,-4.0549107,-3.7956069,-0.6700745,4.850104,-2.3058066,-6.5953155,6.4893756
1865,-10.702339,14.540005,3.6363566,1.114093,18.956238,-1.2997452,15.527014,20.261745,8.132001,10.3796215,7.9322634,13.139458
1866,1.4091618,22.747887,-8.852779,9.240393,20.211235,2.865246,5.4147844,-7.9546056,-2.0147517,2.0645242,3.4778168,-2.583938
1867,-8.362264,7.6247907,-12.419817,-4.582738,2.7694452,-14.150066,-6.2407074,-2.2112794,-2.4182248,-15.255535,-0.5429094,2.3510928
1868,7.284713,-4.68663,-14.437144,-9.586523,-25.196213,-14.2590275,-21.008379,-15.829072,-15.537823,-9.485711,-2.8996747,-10.673688
1869,-19.293198,-13.360462,-9.498965,6.6328106,-9.348654,0.7927571,-3.2469773,6.7378774,5.208182,8.466697,2.7276201,14.290833
1870,2.49392,14.486877,8.302844,24.932318,-4.9166164,-7.1009355,-5.857992,-10.552648,-1.8752973,-2.1865356,12.252249,2.5386262
1871,-1.4037346,-13.533126,13.187285,-12.263756,-9.721304,-3.0626953,-10.255154,-19.841017,-22.5316,-16.601393,-14.7556505,-21.835327
1872,-16.43551,-3.2174995,-16.558609,-5.672898,-12.233836,-18.947924,-10.102067,0.29400322,5.490722,13.4245615,7.272254,12.848656
1873,-9.990439,14.563315,25.139381,1.429775,2.9652872,4.5085607,3.6795242,20.63938,20.28813,13.9821005,22.19789,-2.4276004
1874,10.851335,6.499632,13.296096,14.943807,11.442754,7.6150703,7.9924455,9.760517,12.56258,12.155984,4.821202,-12.503124
1875,3.8809392,7.550521,-11.671164,-4.276065,-9.596523,-6.83676,-3.0028093,4.983209,7.191411,6.42321,-6.810946,-2.5631409
1876,30.036753,13.832273,-1.8168348,8.667937,-0.3221527,-1.4536253,-11.363957,-3.6313922,8.073895,6.1504393,17.47616,3.5225487
1877,-1.4767044,4.064996,-8.605787,-6.679892,2.7897484,13.379348,-4.296344,-10.193642,-23.713331,-16.936623,0.62297004,-0.23779927
1878,-9.48054,2.1350682,-17.496845,-5.680521,5.7950573,-1.4807545,-2.4956584,-0.18299018,5.2779093,-7.199095,-3.304289,7.08102
1879,1.110757,-10.473973,15.299404,-7.9142056,-5.238931,-4.1420794,-10.677209,-11.507799,-7.7512617,-9.153658,-10.513966,-0.59206873
1880,-19.334131,-4.5624857,-23.188017,7.1785836,-1.1998467,-15.71244,-8.560516,2.7818205,-17.907455,-8.197725,5.951416,-4.453534
1881,1.2347462,-6.5431013,-18.774866,0.538519,10.86115,-8.06113,13.173425,0.9204209,2.6221035,17.346039,-7.5168686,-1.3733978
1882,2.6122735,17.59726,-7.897854,7.570154,-7.8424044,10.928385,12.927974,11.461625,8.1113,1.0976524,2.539046,-0.74446195
1883,10.9340925,10.221519,-6.4352584,3.1353588,-1.4231828,6.356456,-12.213628,-17.626822,-12.767621,-3.0757751,-20.257504,-1.9661179
1884,15.9740505,6.8053846,13.206644,-1.9488198,-6.199107,-6.851881,-1.1709082,1.376456,1.9306427,-9.600394,-6.912612,-4.9042597
1885,11.225676,-0.83734566,-0.5872132,-2.2884119,-12.666127,8.580156,-0.07707002,6.3097863,-2.2297437,-13.571979,4.76299,4.4860325
1886,-0.66157836,-1.9581674,-14.136415,12.171627,-4.054996,1.0885093,9.105954,4.5093207,2.1928458,-2.7144334,-3.5920694,-0.9241067
1887,11.008546,1.4045689,9.380265,4.276111,12.874981,-2.7722797,3.447757,2.5019896,-12.636519,-4.112163,10.519007,3.6268933
1888,7.0972457,10.778,17.053719,-4.2299776,-11.704681,-9.24903,-8.260331,-6.305893,-12.461475,-2.8195894,0.9767513,11.289225
1889,-6.4389467,3.4721937,-8.082097,-3.236151,-2.7868867,-8.88123,0.24406856,4.9401283,-3.2495031,-9.321272,5.2504125,14.815425
1890,2.9433072,0.4835164,-3.7390363,1.3538865,-1.0035816,14.954617,-3.189677,-0.2586726,0.7645288,3.1330233,-6.0476313,0.11467731
1891,-1.2622443,7.167788,6.006149,-12.420731,-15.768723,-24.59746,-16.618486,-21.601507,-11.816136,-9.345267,-0.89710057,-9.019594
1892,-6.697307,-26.512161,-6.0353975,-1.9262958,-6.46305,5.6764483,3.2784216,7.8824286,16.570074,9.275482,2.8260067,-5.152392
1893,10.056379,16.303774,9.539142,-8.477651,27.287352,2.5103436,8.0458975,0.99416274,-0.27229932,-0.6120167,0.30075443,-4.019303
1894,-6.4327173,-7.540863,1.4855202,-17.873957,-5.0054436,-14.4711685,-13.13813,-22.632341,-12.7792425,-19.772308,-12.73053,-19.460144
1895,0.8885847,-13.294867,-13.992891,-5.0980167,-6.0536003,-0.5116657,5.6444135,17.333418,-1.198363,4.9968977,-0.79502463,4.7908187
1896,-2.4003952,11.3130665,2.137046,1.5420483,5.89319,9.769392,13.915764,12.230093,5.946491,12.991587,1.6056046,20.50525
1897,0.4804285,1.4720622,11.129906,0.8198953,1.5174094,-12.31062,-8.904746,-10.373727,-9.65169,-4.5158496,3.5372586,-7.931686
1898,7.862836,-6.8296084,-9.069399,-10.352338,-6.5941753,4.3408937,7.2257323,7.399225,10.003376,-5.93828,4.3940406,16.382744
1899,11.386149,14.590963,-8.404188,-14.229232,-9.539844,-9.908135,-6.2629433,-0.4236215,-11.320783,-2.4226074,-1.3714052,0.25918195
1900,-10.412833,-17.097258,5.652015,8.963521,-0.5856724,-0.9693033,4.5792255,6.393619,10.885134,13.817662,1.85731,5.1651683
1901,22.277039,7.1702275,5.7084227,-9.834633,3.1640904,2.4725406,3.7038982,-5.1089463,8.336461,-6.31903,5.233605,15.929868
1902,-11.20156,-9.314933,-7.989308,-32.943527,13.96459,5.568821,16.782063,-4.3746324,12.347951,5.871317,6.6233134,-4.197155
1903,-2.000841,-4.6812086,6.3646216,-9.523109,-9.9412565,1.2944239,-14.425252,-30.530483,0.3320026,-25.15362,-8.08423,-2.5541766
1904,-1.5879388,-25.954325,-18.862648,-9.195992,-3.8447723,-7.25615,-5.218281,-2.564464,-9.129462,-4.966821,-11.080097,-13.1923
1905,5.1383333,5.9632096,9.528127,-7.8961864,4.9165173,0.45964673,-1.5745764,-11.41077,-5.8457494,-6.066373,-17.043547,1.2864916
1906,-8.7701235,-10.765631,-4.5197325,-1.5731893,4.1589513,-4.190556,15.598426,-1.481623,12.196876,3.9516883,-0.75730985,0.058740027
1907,3.2826464,-10.513005,15.371833,6.691026,-16.918396,-6.3070745,18.690508,3.089984,15.691949,3.8437092,12.7527895,-0.26003078
1908,-8.586809,19.435297,9.4894085,-9.3761835,4.213939,3.4834347,-15.165453,-4.719667,-12.751279,-16.951443,-7.3024683,-3.738541
1909,-10.030483,-5.7722144,1.4277774,-33.924187,-11.998656,8.08605,9.27529,-6.082727,-8.183062,-8.504019,-13.410216,-19.362253
1910,-5.426565,-1.5198678,-11.720562,4.7556977,13.303465,2.1527724,-2.322902,-7.2039914,-0.45569623,-5.6348095,6.912324,-6.1434855
1911,-4.121414,16.096415,2.5362391,0.1597699,-2.128299,-4.1162844,12.173234,4.0742435,13.305246,4.341613,-4.8087816,12.326933
1912,2.915721,-0.42317015,16.676888,-18.641155,-23.635399,-18.57034,-17.616539,-32.725662,-34.308224,-17.697416,0.31510246,-23.36392
1913,-20.8576,-16.412024,-7.649526,-1.922484,-9.369803,-4.6713204,-14.200326,-8.95245,-6.782708,-8.906294,2.321366,2.8961227
1914,-1.8584609,8.228706,2.0903177,4.20646,3.9825664,12.706456,-1.474087,6.9761796,16.47529,13.025815,-4.3217688,8.2646675
1915,-1.6659511,13.799475,-1.5881999,22.805016,2.6370509,4.7616177,-9.567549,-20.815575,-19.264957,-16.336739,-5.177731,2.0904107
1916,3.3407848,-4.612089,-24.185665,3.2871358,-3.2800872,0.7153723,5.020096,-1.3942972,7.2335377,3.072329,0.3663454,7.9853396
1917,3.3668878,9.294232,18.839739,18.408688,2.237753,3.2081406,-1.7032884,7.615793,0.48707289,-5.8207736,2.4808342,-4.842585
1918,5.5616174,-4.01739,-4.5270753,1.0905294,23.437765,-5.6275115,-11.918146,-0.69918317,-4.892812,-13.666196,-1.068457,-2.1826956
1919,-17.093426,0.17207159,1.8433254,-29.127275,-6.4224434,-7.950834,-16.624046,-5.3127065,-2.6942282,-3.8450382,-0.3043222,-0.7921521
1920,3.988021,1.7734779,-5.0938225,9.023816,0.507321,1.345569,5.0051293,-6.7731833,4.841388,7.5213504,0.9369868,0.15519598
1921,-18.856268,-2.2826228,-2.1723034,-10.727275,-17.648468,18.245693,-7.890872,9.555204,-7.022395,-11.190792,-2.7639835,-2.6588795
1922,-7.902198,1.9756866,11.517083,-4.2001767,9.935235,-1.7782856,4.446237,6.079634,0.11483161,2.023238,-7.3594503,4.8420944
1923,3.2927315,-4.0450373,0.95381904,7.79574,-12.515967,-15.844527,-7.8459725,0.8695778,-11.360731,-12.343628,-11.78602,-5.9215293
1924,-11.808751,-0.45732337,-9.101108,-11.439726,-7.704934,10.310196,11.050745,11.90757,4.0144672,6.77573,11.5164,5.2626996
1925,-8.1614485,12.881133,4.787208,3.1960003,5.2248735,4.9319534,10.973347,-6.855852,1.0303636,-1.8534235,8.813231,-12.006143
1926,2.9800887,-3.1665406,13.057447,0.1275433,-5.131916,-3.4727457,2.3214204,-7.359237,-2.8656406,-8.103508,-8.164169,-32.636246
1927,-1.8412566,-7.543031,1.7575456,-12.117177,2.1078966,-6.8225284,-15.169729,-14.21102,-3.0152636,-7.5833735,-2.4856317,-7.0083623
1928,-2.7370646,-2.4089355,-9.082749,-4.242106,1.5114876,3.2188144,-1.1974204,-15.686633,-7.776683,-17.448994,6.7692533,9.525408
1929,3.0681863,-0.05859813,-17.4381,-13.133528,-16.339329,-6.2288003,4.527484,-9.411978,11.196,-5.6154013,-2.3499405,5.39824
1930,-0.12676322,4.629337,1.8253016,-16.891565,-6.048948,-3.6541996,10.129663,5.6325254,2.8105848,7.8043547,-0.5384,4.79297
1931,-6.7895575,-5.2092285,7.158001,12.530971,4.1196136,-16.101143,-10.492907,-6.5907693,-10.806182,-10.14276,-0.7031973,-10.115032
1932,-5.6950107,-4.7885475,-9.487283,-9.184903,-14.620317,11.076927,0.8303282,11.703809,13.262756,6.346637,1.8544405,15.506393
1933,0.93129873,13.352773,6.390322,2.4329576,4.015982,18.255033,6.3418527,11.752711,11.110294,15.220332,15.344863,8.421005
1934,-0.25104916,15.063687,15.304745,0.96370214,4.5777063,-17.444258,-13.25829,3.8266263,-6.8814883,-9.094376,3.2498882,4.8058786
1935,-3.756862,-3.6015878,-4.0647993,-24.254824,-7.9764905,-8.895906,-14.535149,-22.835325,-16.655273,-20.68766,-8.511802,-1.3318034
1936,-15.421053,-14.078493,-4.2233415,-13.740635,-4.5883803,15.249478,13.904218,-1.8025942,6.5279136,-2.7444274,-2.9947817,14.729726
1937,5.1169763,-0.49228975,-0.7434192,-3.4853005,8.8562,12.263495,5.1445317,-1.9151475,10.670141,-0.76586926,2.2955396,0.40440375
1938,-9.324812,4.951895,-9.490954,6.8895836,-16.160406,-8.058461,4.7421465,4.500782,3.397455,3.2787597,-1.924829,-0.811515
1939,7.5359545,5.7032657,7.1266265,1.6297184,4.840803,10.808305,-3.3773997,5.043755,-2.6484697,-12.362683,12.31497,-19.593891
1940,-4.3014655,-9.100798,-12.509269,13.762511,-8.542022,-15.637723,-20.024437,-19.86314,-14.146912,-13.249805,-3.0333164,0.8411448
1941,9.09828,-8.479263,-2.2153604,-9.944827,-1.7670697,6.4396224,-11.37251,7.519929,12.472516,7.7602453,1.9356092,20.825457
1942,7.7542706,13.89814,4.274865,13.632219,15.934432,4.579719,7.453651,10.302325,-4.0143228,0.53587884,7.258316,-11.517768
1943,10.608695,4.8930755,-7.6054683,17.563864,8.777525,-5.705341,-3.0058026,-1.2479779,0.11628426,-17.793398,-5.0719657,2.0319636
1944,3.7504241,-1.3637388,5.607957,-0.92345953,-11.39844,17.040892,5.0671334,-2.3040388,7.758307,10.179895,-13.061355,3.6491246
1945,15.93371,-1.2883849,-14.088017,12.349393,3.3603554,1.6248659,-3.9144838,-12.376788,1.2518924,4.432654,3.3253179,-17.298311
