Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1850,-13.839433,-8.64302,-10.476343,-15.106246,-6.5421224,2.0830102,10.245842,12.894319,13.1364355,4.0865483,10.695117,7.630973
1851,12.095725,19.150791,3.6513314,26.256117,20.669058,4.8402925,10.723038,11.255011,16.31328,8.647122,20.61676,-0.7247848
1852,14.384404,12.818711,10.135439,0.4054009,7.3072777,11.640085,0.13414375,-1.4832048,-7.670211,1.9026252,-12.433704,-8.725107
1853,-4.1209583,-22.130806,-6.2086143,-11.440182,-14.403965,-9.455441,-3.5273438,0.97659135,-7.047085,6.274797,-7.485798,5.7369866
1854,1.1750546,8.090762,1.5641778,-3.9251115,-5.6197095,1.5615497,-6.521924,-9.482861,-6.270005,-6.6566806,-2.6158438,2.5180678
1855,10.807396,10.252963,-7.627827,-1.0299894,-7.428471,-5.827325,-5.0140944,-2.9531593,1.5218083,6.6785154,-1.8395479,-2.1222334
1856,-0.016788598,2.285128,-22.27664,15.026299,3.6440384,4.6820774,18.32946,13.681019,17.734957,16.77243,13.679913,-1.0780764
1857,-1.9128691,17.862526,2.2383037,6.223409,14.121247,1.5598159,20.890348,7.970555,3.4642797,7.045226,18.219606,13.905203
1858,-4.414113,9.059566,2.6132882,-17.854557,1.2938157,-10.556448,-15.558587,-28.177227,-23.824427,-21.042025,-15.192484,-10.7644825
1859,-20.766466,-9.758078,-3.8704946,-5.062318,1.3293713,-3.692501,-2.5357285,9.0801115,1.7995652,-1.1670748,3.6549482,4.268094
1860,3.5883152,-0.4103451,10.9322815,8.0243025,18.528614,18.090073,8.596737,20.777178,19.830927,19.35719,19.89028,-0.9559068
1861,10.854344,11.503855,3.6373346,-10.700808,-16.337172,5.388628,-7.116176,2.5908718,1.1906013,-5.6810284,9.014757,-7.3801703
1862,-3.103973,-15.565508,-0.4468073,-15.142758,-13.186949,-10.275561,-0.9085999,-5.957306,-0.72994184,12.744862,-2.5614154,10.823458
1863,-1.9320924,4.1116962,6.1056576,-18.352037,2.966959,11.039735,15.61429,16.714783,7.048624,14.88601,16.154556,-8.482911
1864,10.542336,21.763254,-3.5733063,-8.609717,3.4535623,1.0062788,12.863241,-7.3313212,0.8534556,10.174042,-0.39304522,-6.8539834
1865,6.0200596,-3.2362618,4.021759,-12.441607,0.035656754,-14.347548,-1.122979,-9.490369,-1.6344793,-9.452909,-3.030053,11.067439
1866,11.47984,-6.2580233,-1.6987089,-9.319425,-14.594949,-13.05235,-13.46996,-11.609372,-19.073322,-17.933393,-19.504316,-17.940338
1867,-8.368933,-8.029252,-8.737157,-15.763468,-10.630504,-28.730843,-25.94566,-18.222916,-22.23966,-18.45967,-9.24042,-16.065643
1868,-17.446016,-32.55874,-19.750702,-10.165674,0.8173712,1.5290397,-2.9564137,13.586749,3.897818,14.551981,11.673444,6.0756326
1869,13.141545,13.2711315,2.842771,6.204012,3.760356,7.285912,18.653719,13.550459,26.788553,7.0697374,25.002394,9.557109
1870,4.7808976,9.259723,25.800486,27.093618,-1.8711373,9.546008,9.308494,9.036313,9.965985,18.699705,12.815977,12.903556
1871,9.368237,14.53496,1.6676891,16.262774,-2.0346928,-6.8173633,-12.073805,-25.140545,-21.361162,-7.8630285,-6.574353,-8.340737
1872,-27.42992,-29.931902,-4.5908427,-10.857125,-13.95952,-17.252209,-9.648361,-1.115299,8.09204,10.726271,-5.64492,-1.1252296
1873,11.614034,16.357935,-5.1679673,16.29244,-17.192537,-2.4397821,-9.643428,-9.039038,-12.921554,3.1209888,2.5723774,-1.6139079
1874,-2.6274574,1.6393788,-6.75091,6.2720923,6.580928,6.717637,9.432726,15.231896,19.271757,9.8164625,11.357021,7.073708
1875,24.187904,-2.7565315,-15.882696,12.590624,-17.708092,-19.110914,-3.096343,8.797717,-3.1173725,-3.003512,9.417435,-12.384837
1876,-7.345293,-14.446497,-12.167355,-2.8472376,-3.9496138,-7.0731087,-10.279838,-27.904427,-24.357557,-18.45246,-10.573915,-20.53519
1877,-25.848066,-24.794657,-23.789923,-5.59631,-13.876726,-6.429844,11.353617,-0.6197525,2.7009048,1.8108274,8.897137,4.439917
1878,-16.925138,12.672815,5.862829,12.6701145,20.042772,15.268204,5.0590334,9.206084,14.8820095,27.15183,24.349714,25.350567
1879,6.155362,14.197172,14.11965,6.7250733,6.3614993,-7.735012,-10.427392,0.0026005243,6.860407,7.6017804,26.042067,-4.902842
1880,-9.109768,9.43293,-2.0186827,-4.401293,-9.647139,-14.913655,-12.935358,4.233934,-3.716286,-13.268527,-3.8736923,-14.591392
1881,-1.4023433,-3.3016632,0.06456491,9.800855,-8.573869,4.3474407,6.185645,10.29979,5.9462757,13.576328,22.582638,-5.77339
1882,-4.068464,23.760874,-18.390406,3.498678,-19.16384,21.831324,9.337646,2.0481899,0.26230836,-3.8176768,-13.882514,4.879299
1883,-8.896094,-9.160481,3.4504933,15.005761,2.4341335,8.256878,-6.020959,3.191117,14.515169,11.339057,19.597382,4.0283985
1884,17.805408,3.588485,6.055855,7.044936,4.322134,10.463223,6.861074,27.202183,28.26825,24.40655,25.141232,26.25255
1885,18.068249,5.8972993,15.713009,19.077265,12.235279,24.609846,15.993714,10.656016,11.905259,15.365665,27.03377,2.4544826
1886,13.119364,6.530112,19.412401,18.639496,1.3324189,6.2746344,-0.55070335,5.827358,15.842281,5.2501216,2.5207167,-9.844638
1887,2.9938724,-7.983615,2.3349793,-0.26703414,9.375595,-3.525183,2.4842412,-5.8968225,-11.035729,-9.472134,-1.5291218,-6.1138215
1888,-1.3420857,-26.29889,-17.724092,8.149434,-10.021487,3.3912132,-11.45399,-5.428389,-12.268733,3.223841,-6.7976017,0.93522143
1889,-20.252983,-24.42273,12.278581,-4.643187,2.8963556,-6.9942174,-19.568554,-1.2567049,-1.0355659,4.6445446,-8.376486,-6.673944
1890,-3.3239315,-4.520573,-8.4302025,-1.3798989,17.624487,4.604053,2.8497622,6.078051,9.507321,10.644085,-6.029147,-13.566167
1891,-4.123176,-25.55971,3.477185,-11.804544,-21.63495,-6.765347,-19.821054,-27.353819,-17.67129,-20.38358,-7.8165193,-16.889751
1892,-25.524597,-39.968506,-14.661067,-20.747778,-2.3099945,-26.125273,0.5158104,-14.991853,-15.880487,-22.180124,0.9621285,-10.459773
1893,-3.0093353,-9.716752,-6.2398634,-3.373243,14.229946,17.885042,12.177945,11.632927,7.2144556,9.655937,6.458931,9.679993
1894,10.69797,17.824795,-2.4854605,0.6549017,20.668043,13.743266,8.65235,8.368494,5.459287,3.403111,22.481161,11.192467
1895,11.454702,-11.553382,15.510544,14.453893,4.8498797,1.7201985,-8.034239,4.8758917,-6.9388146,11.338576,3.6231215,5.8387947
1896,-0.37315857,-3.673589,10.223001,-3.9403248,7.378389,4.947359,3.5906708,11.113605,18.819033,7.8252673,25.527765,10.780591
1897,20.639732,6.9760633,5.213116,15.640162,-0.9822482,-0.6816409,11.756811,2.4331977,9.410472,11.121819,8.042889,16.573645
1898,7.6447964,0.7018385,4.797443,1.788685,-0.27926394,8.2447405,-8.62849,-2.8530488,-0.68197393,-10.950992,-2.895827,4.5181484
1899,-1.3742477,-11.526072,-16.819181,-9.792183,-6.1804714,1.0071456,0.042202912,-10.258299,-26.982086,-25.43198,-4.5471277,-6.132397
1900,-30.284206,-23.135902,-0.3865884,-25.581856,-6.584281,-9.108235,-5.034725,-5.8768005,6.075104,-5.146102,-19.753395,-0.0499942
1901,8.12316,7.7432723,7.4337277,-0.7504419,-8.707964,4.9651313,-3.8924162,0.13357832,11.638923,14.664926,29.33775,-3.297848
1902,22.465204,-14.857592,17.867218,13.324293,-8.956853,10.295906,1.2594099,-0.89881027,5.7301917,6.896235,9.709872,15.612005
1903,-2.0733094,-1.6648307,0.31227607,10.50714,-8.954313,10.311077,4.4064775,0.75759983,-3.4714212,3.281515,-5.1619835,-8.890501
1904,-1.3321043,-7.846703,-3.1368008,-5.192393,-7.383773,18.999052,20.635157,10.465807,25.257692,4.9136896,-6.1716757,9.1134405
1905,12.988498,4.53465,15.710731,-4.4583435,-17.15495,4.4163623,1.7258415,-5.240265,-6.1037164,5.3255787,4.719991,-3.8565416
1906,1.9406586,-0.6974646,7.561978,-2.6152322,-5.0980587,-13.16115,-3.7654932,-19.984442,-22.691929,-15.034313,-3.2519176,-9.138412
1907,-3.7516494,-10.111676,-9.328929,-1.7978889,5.4908957,6.0522656,7.1032596,2.278861,9.972382,8.136227,-2.0987744,8.354703
1908,17.799124,5.816446,2.0084953,0.92912436,0.8722283,7.2846117,11.863104,7.871279,12.06972,7.07166,8.556268,2.0261745
1909,12.501262,-4.873094,16.97435,6.538328,10.672358,13.953498,17.424404,23.41926,8.682273,22.597988,23.167513,12.276276
1910,19.61979,23.585152,-6.2603703,16.694836,0.065117076,5.4189706,10.57952,17.189472,14.30137,20.229507,14.698368,11.430733
1911,13.153005,5.3956485,15.31882,-10.36497,-4.8964076,21.342373,8.915167,12.53684,12.989333,1.922811,-4.29851,12.69601
1912,-2.3409567,-14.697681,0.2562888,-14.219682,-14.1566,-9.22397,-6.381546,-16.641588,-21.52471,-7.339156,-8.635712,-15.222959
1913,-12.262385,-20.4451,-11.974654,1.5102786,-10.824535,2.9763854,-0.8619567,7.2589364,5.5346656,3.696768,4.482444,2.152988
1914,-5.8174124,3.2251837,-2.1964097,4.3559566,-6.9068203,11.396911,6.56776,5.8569736,-2.2749648,-6.9378414,-3.4082837,-7.079747
1915,-4.3538556,-22.70253,7.327938,-22.756716,-21.722824,-15.715136,-24.513176,-29.843231,-39.10106,-17.36146,-5.9433537,-7.4755483
1916,-12.0391,-27.880383,-15.173415,-10.603441,6.0475945,9.588055,23.086164,10.293117,18.449451,16.929111,14.055837,-4.204832
1917,5.8200636,8.79832,2.5947342,7.482323,11.892929,8.467543,19.211643,14.246226,13.7358055,3.393018,8.112077,7.4027085
1918,13.132672,-20.448336,1.7738045,11.469392,0.70613307,-10.32541,1.3737754,-3.3928108,-19.977402,-8.404684,-4.0531216,-14.606395
1919,-28.221031,-8.982963,-8.162961,-7.801121,-3.9709473,-11.464994,-11.525748,-12.046104,-6.8798823,-2.3119042,3.3920317,-1.8543177
1920,-20.013062,8.215456,16.766352,-8.367063,-8.948217,-2.3795302,-4.981803,-4.388492,-10.7058935,-18.334229,-16.31749,-8.342166
1921,-23.10801,0.4046573,6.961091,-4.3050675,-3.0373597,-7.6990347,1.977894,-9.982996,-11.4391165,-12.884033,-20.181442,-10.497995
1922,3.5339725,2.7526405,-2.9408453,-5.792184,0.94435537,-2.1112144,14.9002905,-1.3872657,5.6264896,8.073265,-4.7454686,-1.1702394
1923,-9.701623,-2.8388224,-7.3540754,-2.3318813,2.81407,8.212665,3.7942863,6.792172,6.4917393,11.329445,17.756042,-10.198645
1924,9.2736,8.068842,22.202976,7.855814,-10.006758,7.4068494,7.616334,5.7773027,12.623864,1.5056356,0.33527994,-1.7332197
1925,4.0271235,9.259364,8.178164,1.7928687,-13.203711,13.086564,15.172525,16.956715,11.898864,21.950598,10.888384,3.5700839
1926,5.7165537,-19.937342,-4.12081,-1.7222018,-11.498059,-1.1567205,-4.3175864,1.4700522,-6.1343246,3.088307,7.5986977,-2.024712
1927,-14.154769,-3.7982829,-6.185178,5.3600454,-2.0209787,-2.5373123,-6.230853,-3.2514048,3.869951,6.019109,-6.519925,3.9390934
1928,19.917011,14.359597,0.64852524,0.67201686,-6.6289797,18.26736,12.452422,15.277781,19.568245,17.390505,9.933121,7.1662283
1929,24.454443,15.85844,19.37269,13.6673565,10.709945,7.8897314,-2.0311751,8.878222,2.0325522,15.791972,-0.42579448,12.505611
1930,-2.822278,11.535478,12.8993225,-10.798553,16.434898,-2.2616274,6.2049303,20.785938,10.892451,19.382181,28.551306,0.93736476
1931,-15.100776,3.119176,16.372162,-1.1752778,2.301562,7.3214564,15.834051,7.253514,15.255245,14.092511,-1.0540268,5.672687
1932,-35.78798,2.661366,-3.2051573,1.993306,1.0479745,-17.63756,-12.877054,-8.080898,-12.847089,-16.55931,-0.56970674,-24.972948
1933,-12.703042,-22.03989,-6.8111286,2.0347629,-12.729298,-14.351015,-4.846807,-5.7675133,-0.93963003,-4.1944804,-3.2768254,-18.028929
1934,-22.724283,4.942151,2.0657847,-9.359361,-3.1450422,-0.94172096,2.4945567,6.918144,2.8365855,9.0465145,-8.278237,14.339227
1935,5.4581485,1.733528,1.1862636,3.7036796,-4.356471,1.9694419,-6.7439275,-5.4388175,8.727043,-1.001262,-2.211321,-3.167105
1936,11.512003,-8.110465,-6.538679,-2.484016,-0.91215295,-10.412537,-11.683618,-4.8339834,-7.383317,-21.14007,3.4496887,-3.5150385
1937,-14.77435,-5.2773614,-20.777351,-1.5982121,-2.5294232,-14.7420025,-20.451185,-7.977033,-1.4046903,-12.659585,-13.619597,2.6727448
1938,-10.469075,-19.05658,1.1016316,-13.8781395,-4.5291696,5.017147,5.897713,0.9866024,7.666268,2.5370395,6.644818,4.8417907
1939,-8.1767,1.6699234,0.59611857,-0.30620882,-1.969169,5.767478,-5.069259,-6.6910315,-10.6821375,-7.4871864,-12.185548,-11.172429
