Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1850,-9.598658,-14.925881,-3.9169328,6.9116,4.022391,2.9291112,5.265733,8.479043,-0.083458275,8.3647,4.9136295,0.5935062
1851,6.052381,5.0601683,5.400201,-6.6240296,7.05569,8.80154,7.9290533,-0.96774924,10.1779,8.771761,10.553022,9.078881
1852,8.806229,5.356228,-3.7722552,8.980686,14.905167,17.32767,8.240101,1.3448277,-2.1829429,-4.0168653,3.4863071,-9.890086
1853,13.162887,-4.605619,3.2851346,-2.2494287,-16.059042,-6.104094,11.171437,-3.9963036,-7.910164,-4.6616855,-5.1800246,-4.8371854
1854,-1.826565,1.3951637,11.365582,10.068347,4.1880336,-0.7218396,8.637682,0.9032595,2.1372488,-0.73494333,0.0675892,-1.591844
1855,6.238483,0.91786903,0.8170666,-8.012763,-5.539424,-2.9557931,1.4293168,1.2849185,-5.6588326,-6.2200775,-6.160363,1.226681
1856,4.006889,-5.5452533,-0.64650714,12.61933,-15.604438,-9.623849,-11.641721,-15.244561,-16.883163,-4.7657633,-9.250966,-4.348205
1857,-3.4329488,-0.7251602,5.632687,0.079140805,-3.260139,4.3300104,11.267324,-5.647785,2.1329954,-0.37460262,-4.874615,-9.092851
1858,-13.523028,0.7619815,-14.764527,2.0049233,-7.1984634,0.2504594,0.9218172,11.422133,9.546268,9.998954,4.4938025,8.901361
1859,12.258362,13.768578,6.6525035,-3.540969,-2.3828077,-12.640149,-11.517302,-10.671355,-1.5776823,-2.8285275,-7.2769337,-1.4277825
1860,0.967231,6.0466957,-6.487837,4.685197,1.2022852,9.683692,-6.2533383,1.2379967,-5.9680557,-5.8125553,-0.110492215,-2.1070995
1861,-6.801938,-3.066515,-12.166514,-15.387244,9.966716,9.16414,-3.9113564,5.407757,-3.846878,-5.300955,-16.285627,-8.11489
1862,-9.7818365,2.2909467,14.793062,-9.604924,5.777054,11.07614,5.356942,1.5811126,13.540223,2.1542583,-1.5008628,-2.3727381
1863,0.4248409,8.128238,6.9362607,8.476186,4.984895,-1.0763907,-7.005467,-8.538925,-5.7851586,-9.279967,7.8951573,-4.8304563
1864,3.8938637,-0.6787742,8.420461,12.128391,-13.983021,-4.4681687,1.242688,-5.343212,8.792563,8.644092,2.0367243,-0.5581285
1865,7.465843,-5.231197,7.3311043,-3.578038,-16.984968,-17.420351,-11.541157,-13.408323,-8.232998,-18.828764,-13.258244,-0.4007961
1866,5.0211906,-6.7185926,13.731109,-0.8932438,1.4698216,-4.760744,12.11955,-9.499985,9.411435,4.7932105,5.938933,10.1420765
1867,14.4733925,12.221362,19.285736,3.550522,17.928537,15.835817,-8.853981,-9.422899,1.7153101,11.258528,17.796928,-0.02685125
1868,2.4573421,-0.8498702,6.4291515,-8.975655,-10.815431,-9.409348,7.2391343,-7.6813445,-14.874702,-5.429086,9.554431,-7.104566
1869,-9.196574,-6.1214037,-11.336754,-19.62713,-7.417927,-2.354143,2.909251,-11.396549,-8.4724655,-10.2980795,-11.512155,-5.3389826
1870,-9.22613,-6.4357133,0.9738255,1.5460808,7.6017356,-3.4998941,5.5866036,-12.160286,-5.6499004,-10.364227,3.915038,-2.4252892
1871,-13.436636,-7.800934,-1.9618671,9.887974,1.7692325,-8.016094,-6.1284513,9.088189,8.7185545,-3.7379367,4.999999,7.4514046
1872,12.554565,2.83085,2.8051343,15.447428,14.295371,20.488848,13.887146,6.84432,22.94367,7.9756804,5.756845,10.844145
1873,19.389006,13.496092,17.427319,8.059384,8.430994,-5.3378453,-1.4346647,-16.415512,-5.0837708,-3.4206147,-8.676654,-9.384765
1874,-3.5693583,-2.9367354,-12.377786,-10.479663,-15.75963,-9.845997,-13.007058,-22.271526,-17.815086,-13.580464,-12.71554,-18.119438
1875,-15.874468,3.583419,-1.70846,4.2408204,12.92059,20.814423,28.811842,24.253582,23.741184,20.258257,14.874613,4.954273
1876,6.6477113,8.042816,23.347324,19.211294,-1.542576,5.4552374,23.385103,15.304915,17.847654,16.725159,12.143735,11.785896
1877,9.401558,7.6169767,9.591143,2.1016645,8.912247,-1.8305664,16.717916,0.0021086358,8.9584465,7.2374215,3.1399388,-4.807385
1878,2.9825184,2.0754924,-1.0899696,0.29658246,0.13736472,-12.5661,-6.9764667,-21.117752,-16.608393,-24.375883,-16.900898,-10.608817
1879,-6.5593243,-1.1147523,-12.311487,3.6065779,14.557682,7.8497653,17.551432,16.372807,15.042954,15.526646,12.968697,17.032337
1880,-6.492419,5.688281,-0.7399142,0.14830624,3.326378,8.908589,0.9648494,1.5853021,7.730061,5.2099843,15.809095,10.194307
