Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1850,3.6685376,-5.8791323,6.9488335,1.7593211,-2.5274687,0.17392969,-7.810551,-16.41154,-10.386469,-14.036051,0.5994853,-17.027887
1851,15.62421,-12.555277,9.299967,10.425695,6.062218,5.9774575,20.204714,20.184526,8.147305,0.7856085,4.656276,7.3063235
1852,12.953197,4.229572,-2.620509,-2.4665875,1.7692387,-2.7473693,12.4973545,12.241056,15.848943,9.535717,15.047059,24.847582
1853,2.4770544,3.3187633,20.542303,10.298631,3.631066,-11.527138,-4.670651,-16.4688,-24.835693,-29.65148,-3.6597235,16.568846
1854,5.1759143,-19.386038,-5.781571,-21.494768,-7.2911577,-6.4940224,-5.605979,-7.971681,-2.1782825,-1.1747779,1.2964064,2.4611773
1855,-1.333774,-5.1774907,-23.204033,11.240642,2.529016,3.2730787,4.857778,-7.58322,10.686964,18.478085,23.550385,7.265479
1856,4.5444374,4.266643,19.824835,-5.065078,-5.1680512,-2.412018,-13.312428,0.8867107,1.4652758,2.1412196,-7.578018,3.362835
1857,3.107603,9.0931425,-1.0387772,0.88439816,-3.6701849,3.3369744,-2.876422,-5.713417,-1.2523268,0.55415124,-20.142572,5.362468
1858,-3.4995449,6.2220774,9.426049,12.834362,-2.4488478,9.136839,13.2225065,21.40099,19.105669,6.228119,-6.0159383,11.107076
1859,3.4070983,16.25513,22.525095,0.770009,-7.831,-5.132676,-2.7422187,-19.876793,-29.490717,-31.472338,-18.894773,-2.0541372
1860,-14.420599,-20.857132,2.1192827,-3.3170867,-0.5900701,-1.7661417,-1.7427458,-1.8943069,-18.287632,7.158614,-6.3040285,-1.7458256
1861,6.569742,12.610091,-6.1994433,-11.392964,-6.1989355,-8.587118,-11.093298,-13.387889,-10.275712,-12.653375,-10.672437,-5.589179
1862,14.0233965,-13.96278,0.61560196,-8.55673,7.359465,-4.973954,5.0229163,-2.0388985,7.343099,8.47596,10.817592,7.858386
1863,5.9905534,0.67103034,-1.4992776,9.424017,-1.1532949,-4.2552285,2.35068,6.6114626,-3.0517104,1.8668308,-7.5713596,2.5859075
1864,9.078013,-13.436247,-6.795332,-2.1864884,5.375301,1.5104504,-3.393218,-0.33634385,-1.7678325,-13.89419,-16.303293,-25.151588
1865,-2.067042,-28.790083,-3.6174593,-13.28688,4.44642,7.3282223,2.4889777,-2.1517704,4.8624825,-0.88358986,-5.9591193,-5.147354
1866,-8.178847,8.891209,9.284057,0.3674826,-1.8944337,2.2299902,5.3695703,7.659854,8.873735,9.943566,16.562973,23.189638
1867,17.023918,6.342634,19.913393,5.5814667,-0.010917749,-0.9607292,6.964542,6.0779986,4.029774,14.216191,-5.989304,13.418974
1868,6.8370605,-15.608383,4.1435037,-18.595158,2.1491275,-0.07961854,-6.4812565,-2.479264,-0.10811596,3.2896392,-6.534856,-2.4305232
1869,-0.39568585,-11.040177,-7.115641,-21.69665,1.0579216,-21.881918,-13.043112,-7.2697325,-12.643537,-16.99273,-5.7780085,-14.009334
1870,-2.0639482,-14.946826,-0.5302455,-5.9876113,-10.525803,-3.8751094,-4.4299946,1.0358335,5.518877,6.44371,-5.38649,12.790493
1871,10.030953,23.46655,26.069208,12.188217,10.456185,3.6271508,6.240754,0.6770324,-1.2906029,13.352427,9.413095,22.013048
1872,-5.030126,4.391721,7.917265,-4.397292,8.234802,6.699439,-9.040671,-10.805016,-21.724743,-8.792799,-7.5944424,-9.902905
1873,-5.5103083,-16.53818,-14.199362,-12.675361,-0.9930029,-15.499257,-13.463464,4.2238493,-4.0037265,4.9929028,-4.9931955,1.4835399
1874,-7.0582156,1.4670079,13.617383,-7.9195523,8.880714,5.289662,0.68019104,0.87847185,1.5182108,-4.3419147,-1.6857057,2.875773
1875,18.15909,5.5098867,-22.50908,-2.46937,1.8292211,-8.213918,-6.3807178,1.0918576,11.244818,2.1477528,-4.7552657,-17.039745
1876,15.28666,-9.780959,-24.918152,2.6209502,-9.987656,-3.5483048,-7.8815193,-6.736268,-5.6589637,-17.06366,-5.631078,-6.5830665
1877,-2.810211,-20.992456,-6.796833,-7.993132,-1.0028305,-12.798948,-26.069014,-9.678767,-8.523563,-22.697964,-6.967657,-17.3463
1878,-15.038463,-23.57117,-9.586853,-11.892568,5.3878393,2.5303411,-0.51353526,12.7110815,9.644144,11.836289,15.006664,-3.2654238
1879,6.782297,11.959988,17.467394,11.290107,3.4826348,9.840507,0.6979332,9.29485,14.089464,12.047214,19.21882,1.3416815
1880,-3.1431208,18.670792,-4.9197087,4.848139,-3.2940238,15.64485,4.90964,-3.4081922,7.7221956,-5.366673,8.802734,-8.511991
1881,3.6366699,14.491081,14.469339,2.4648242,-0.13766028,9.475853,1.9649026,-0.67495984,-8.563875,-24.339628,-1.4801805,-13.843319
1882,2.668261,2.12977,-1.4992776,-5.4224668,-1.5464001,2.712668,-11.996781,-7.1280246,-15.440134,-11.903005,5.064663,9.853188
1883,2.8498764,-2.9191568,-4.7419925,-6.9661026,4.6965165,5.944085,0.49685583,-5.2038455,-1.3700055,-3.5985453,-0.8866878,-4.134581
1884,7.3107452,-7.887913,2.9709384,2.8154118,1.2158415,-4.3500547,-0.724621,-9.560951,-14.872915,-6.620088,-3.5354319,-9.377194
1885,-0.9377473,1.0664573,-5.8986473,-1.1062833,2.9126325,12.664131,1.463119,4.628788,9.317168,7.9365153,-5.371841,14.324145
1886,-18.187803,14.579691,8.932828,-0.9102758,1.3009013,9.75789,-4.323997,4.255981,10.324563,-0.29981375,-9.104142,-22.083406
1887,5.9296026,-16.960129,-3.1044247,-6.3845725,1.7624611,-22.867622,-23.853977,-16.057682,-19.359362,-19.21304,-4.240343,-6.3661065
1888,-4.342339,-17.584614,-9.662803,-6.1047826,-1.5131896,-4.221449,-8.013903,8.02607,6.6162605,12.62259,-15.487407,25.04917
1889,-18.278765,5.118378,1.8989391,-1.7842712,-6.5662856,0.822655,-3.899551,-8.886191,-8.5292635,-13.858258,-1.3851862,-18.144749
1890,-4.854389,-3.5683563,0.4036637,-3.2033157,-15.22646,-9.727881,-11.561418,-5.2602816,-9.9511795,-8.751734,-18.605795,2.5520897
1891,-16.767984,0.41846344,4.288498,-2.5228546,5.8853207,-3.4217343,5.9864507,7.2470884,4.46262,6.2724504,7.372493,25.240217
1892,8.326491,-23.360197,7.844618,8.012083,11.549085,-2.4490533,3.0467172,0.23048775,2.9075515,0.50888646,3.8377268,8.878625
1893,2.5398617,18.066198,10.279806,-1.5644585,-9.01472,-5.687796,5.5087776,-1.1107941,0.8508223,7.18148,13.884932,0.33769268
1894,11.063407,-2.9465835,8.804044,-12.00201,10.095952,12.186337,-0.50079733,4.2947035,5.974118,14.478448,-10.021681,17.800774
1895,5.20871,-2.2024455,15.997936,-14.212813,2.875694,8.938233,7.5764174,18.456018,9.088326,18.059502,11.498532,26.825254
1896,1.1701665,14.789762,9.603465,-7.3615184,-3.1649091,-5.222212,-8.270026,-3.626933,3.9328623,-0.015625402,-6.4922414,24.46812
1897,1.5726904,-3.0683463,-6.4131827,-2.7463772,-7.1644154,-1.8406188,4.8009124,-0.3952515,-3.562737,-0.702064,-1.1974169,-11.419868
