Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1850,-11.236429,8.061756,-2.3611107,6.4441442,-25.503395,-12.2208605,-5.8836823,-14.046206,-6.724047,-18.519844,-21.470575,-11.55358
1851,-16.002472,-9.815492,-23.733128,-10.584433,-15.872262,-13.184692,8.469127,-7.049641,3.210654,4.3332295,3.0626717,1.7424221
1852,-10.306136,-2.9375074,3.1063728,14.570471,4.4799104,16.088755,2.9814513,11.13703,18.631021,-0.23048547,0.9922578,-1.0335516
1853,2.7280521,8.65713,14.585927,21.875137,20.543558,19.235395,15.901354,12.320938,20.808325,8.319312,-3.429224,7.244473
1854,10.837686,7.4170213,4.8945518,3.765726,5.8056445,-2.3846104,7.3155284,-11.527525,1.7089794,-10.6763525,-3.1917477,-3.5920649
1855,-1.670504,-13.08096,-14.832038,-6.8091307,-18.090082,-7.6568484,0.95911795,0.6951126,5.8333616,-14.43306,2.944197,-1.2659067
1856,6.250637,13.9724865,21.533094,22.55718,39.704994,15.030339,22.17493,11.189705,3.2365594,5.564486,31.257053,17.620024
1857,11.223576,15.777382,29.551933,26.776209,18.941217,-0.9810796,4.362335,3.3815358,3.8825216,18.30643,10.336502,3.3059785
1858,1.749078,12.13337,8.09241,0.039370988,13.416771,3.1815293,8.810055,-1.7033883,-2.8265457,4.7579455,7.705307,-6.901636
1859,-0.36352307,-2.7606518,6.9994626,-14.844787,-6.9916043,-7.8081822,6.1053605,3.601441,2.821656,-4.021227,-11.473929,2.1583529
1860,13.971412,12.428029,3.9567103,5.1871815,5.958275,11.113647,13.52193,-7.500191,6.6677647,13.67092,9.21494,2.196334
1861,4.1656423,2.138913,-2.0872731,0.109179966,-15.618245,5.0192227,-9.565702,2.2293348,-7.1903434,-2.4267936,-1.3746066,-0.7014029
1862,-3.6038144,-28.896206,-7.302195,-8.554756,1.8499306,9.323015,17.887321,19.044924,16.71361,22.04962,8.303473,7.93074
1863,21.293829,13.553969,17.400826,7.537016,4.2936683,2.8502553,-4.585126,3.4863744,5.358709,17.60945,18.59183,13.360924
1864,13.439477,17.405119,18.957718,17.66012,22.083637,-4.699375,2.3501034,13.933917,7.0530024,11.049895,15.971167,3.8775575
1865,8.697775,6.883426,9.91971,6.773129,22.653383,6.389534,9.668688,-5.3113675,-5.761371,-3.033331,10.810928,-14.131084
1866,3.5669184,3.3759933,-3.3240027,1.238962,7.379885,-5.6821237,-7.5539756,16.332418,6.4626107,-8.22736,0.28614762,-3.1038954
1867,-4.670653,-0.0039463164,-16.793167,-1.3122753,4.756518,-5.535865,2.624866,-2.8029144,-0.9822521,3.0679395,10.028994,-3.1686869
1868,4.1748443,2.91417,-0.35845992,0.9228157,16.876022,-10.217993,-22.112856,-5.8191953,-8.024747,-5.8641486,-5.8661203,-17.524809
1869,1.0164801,-8.221672,-1.0856047,-12.264663,-8.148178,-3.2723138,13.635572,6.906156,12.456775,0.5760552,13.23782,-4.3356757
1870,5.01371,17.237652,11.841719,18.432432,-2.9229336,24.687572,-4.326526,12.76126,7.138239,1.7219957,10.487623,5.4336667
1871,10.5672655,4.262996,6.8591127,-5.625989,-17.10763,-10.921603,0.57121783,4.1777973,1.7775033,-0.93259543,-2.6309667,-14.1731615
1872,-4.2969327,-9.145621,-1.219435,-3.4851801,6.043131,-7.6236286,5.8366585,2.0615933,12.670703,9.746842,12.606481,18.347996
1873,20.613178,17.206762,12.674556,-3.4647188,-1.3321625,-11.927882,-9.989968,-6.8507037,-15.999833,8.911397,-2.172864,-6.8751984
1874,-11.950623,-10.879048,-16.564625,-9.351943,6.832731,6.3466253,0.15755877,-7.123284,-3.0187469,-5.878135,-6.6212,-0.9035966
1875,-1.558002,0.20379838,-1.1422253,-5.5642037,0.18587501,6.9658027,18.548973,4.984287,2.3210976,-7.3821235,3.3270023,3.8432999
1876,6.5792375,-6.9688444,11.43062,-10.962364,-9.473912,5.0192227,-4.616441,-13.920912,-9.594945,-12.213442,5.893431,-15.45037
1877,-5.0232973,2.954447,-8.043409,-7.6592755,-1.4109572,6.6063848,-5.4851756,-8.149678,-1.9319756,-3.5014043,-6.459021,-5.570807
1878,11.184096,10.629493,-9.663098,6.826489,-4.7170277,-15.258615,3.6537104,-12.072173,-8.657756,-18.471825,-15.436782,-11.950148
1879,-11.947357,-15.834637,-0.13335045,-2.1872947,22.608751,7.972082,17.442347,12.985767,3.0953333,16.812233,20.84022,27.678692
1880,10.311687,3.1776364,0.2214715,-11.693754,8.976718,24.271866,8.867128,4.3087173,14.429342,-3.467837,-3.8820612,-21.017584
1881,-3.3577352,-5.024342,2.7512078,8.354664,-5.0277987,4.078922,-4.2335916,-3.8083413,13.093963,-9.373301,0.5610093,-6.7415195
1882,-2.1202145,6.0215583,-0.04550285,8.477832,-3.7753487,-4.0995755,0.8606277,-7.6889005,7.296596,-2.9041913,7.5273314,14.931555
1883,11.773618,7.5378523,5.9806366,3.2401528,10.178474,0.61577135,-8.500492,-10.762971,-0.8581571,-5.3960757,-0.40943143,-17.295805
1884,-1.269178,-7.4279423,-6.4165125,-6.501008,7.8708367,1.7069452,-0.08538388,-16.832354,-3.8188877,5.526257,-2.4909031,-7.549922
1885,-3.0718794,1.214661,-10.998656,8.605414,-3.3797224,15.635214,3.2299497,-1.0175909,3.5958915,1.0534527,-3.1864822,7.736366
1886,7.697429,15.147486,8.370366,8.502306,5.771482,-1.7322131,-4.047218,6.0633564,-1.8893571,-0.18806049,11.857193,-3.88586
1887,-4.312072,6.7468476,7.818573,10.359866,-8.175729,-0.21102923,19.816216,18.170416,11.764016,29.515947,22.366177,12.270269
1888,14.099052,11.535272,12.8608885,11.945011,28.144217,21.460651,27.253998,20.150074,24.244127,16.205696,32.060577,4.5105762
1889,9.409,3.3511608,-1.2897817,12.8657675,9.213653,-8.8809,-19.175322,-21.189034,-9.419457,-21.632717,-5.8608546,-3.5764256
1890,-25.276306,-20.399267,-12.505792,-1.1887053,15.476453,23.539648,9.089363,18.054838,5.5981245,11.885341,25.444416,11.492401
1891,6.785837,10.29153,12.228455,-15.526829,0.7842738,-6.012936,-8.360585,-3.489223,-2.0004995,-4.522401,-6.092539,7.9579225
1892,4.387677,-1.6662067,11.441257,-1.6693442,-6.1953926,15.644442,16.00944,17.102087,2.889762,5.235343,-0.39310822,6.394366
1893,-1.1171966,1.9714453,3.6684604,-5.4903827,-6.032293,-8.228503,-3.7734654,-19.706976,-15.315431,-13.488055,-11.371251,-15.408293
1894,-33.817543,-6.3734713,-18.420063,9.784544,8.073609,15.54063,13.977005,-0.17428006,14.711794,23.653376,6.454212,15.518773
1895,11.330141,-0.12508024,4.149906,5.002228,5.303122,1.8066041,-2.4648075,-6.594489,-1.4527266,-10.781716,-6.7670555,-13.841385
1896,2.0957856,-6.4479685,-0.34439057,1.1980395,-10.127964,0.82385564,-0.41166443,-6.196614,-6.416108,5.8418803,1.6609825,-4.4652586
1897,11.135414,-10.913571,0.96989185,10.1420145,-6.4664903,10.197338,25.624615,19.552752,14.886864,9.164548,15.782133,6.9436026
1898,16.865292,9.26825,12.347872,10.261171,10.74822,6.0255017,6.0376797,12.456972,20.83841,2.552313,5.106231,1.1362135
1899,10.582404,2.309409,2.7371385,-19.363914,-13.282506,-28.842228,-27.600533,-22.174006,-15.756239,-10.537889,-10.255482,-9.624362
1900,-9.600847,-23.826145,-14.877677,7.11415,1.7992376,12.772325,11.16877,29.780386,6.265396,-0.7987936,2.534537,-0.957217
1901,4.044235,12.573996,7.800729,-2.9146721,6.6916714,-1.443848,-8.319169,7.079012,6.445062,7.799023,0.7553081,7.103347
1902,2.019498,5.3795485,7.186139,14.102269,10.754282,-4.7704287,4.781045,17.99756,5.7648377,6.7724323,3.9414918,4.0186834
1903,9.381691,-7.1487284,8.148688,1.7569126,-11.448739,-10.888845,-19.58898,-15.622875,-15.645097,-5.7014422,-16.089184,-14.165341
1904,-4.2663584,-22.520624,-27.429588,-6.6815486,12.661333,9.857298,3.9123106,4.3404245,13.441178,-2.5363526,17.076405,-10.085349
