Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1850,10.8869915,12.577965,8.913103,8.900901,14.384234,18.459522,24.182863,35.80629,26.890821,23.71076,12.609456,15.591518
1851,17.554771,14.362825,22.853088,18.780888,8.384275,0.67557067,-1.7417272,3.058795,10.0141325,3.624326,3.330178,4.989859
1852,-10.6861,4.934414,1.1380945,-6.573735,-7.7679815,-7.8036275,1.0927438,15.040059,-8.463256,4.749335,-10.083318,7.7221484
1853,-5.713578,-5.5382447,4.3233666,11.777443,-17.956516,-8.454063,-1.7936811,-15.750769,-15.3485,2.154368,-12.867792,-15.274416
1854,-14.416088,-9.690908,-4.3233576,-8.072413,-9.421758,7.141415,10.320105,9.822983,9.582081,0.7440695,-0.69461423,2.6182678
1855,9.476218,-8.379671,0.734437,10.296323,15.099357,19.714365,16.45152,5.775521,9.630757,8.956904,-7.3147793,16.913805
1856,5.8074903,-9.445167,4.21124,10.060966,21.094076,11.384267,4.084354,19.829865,18.090855,10.348812,16.341034,-0.3451963
1857,9.653723,8.049912,6.867214,17.454025,10.203953,23.45988,4.812987,16.40496,-5.5827737,-3.8259432,-5.3345194,9.652704
1858,1.3459673,-14.421281,4.815001,8.485368,10.002688,21.09279,4.363713,12.470115,7.464903,13.044706,8.068352,16.771166
1859,7.5915017,11.660283,25.714916,10.445981,0.04248668,2.7199445,10.18511,4.3199363,0.35437125,10.812632,16.80901,3.344583
1860,-3.6695852,10.3545885,6.5049577,1.6064976,5.5320797,-6.430204,-0.98711747,9.775321,2.8071105,3.5278838,-1.2109265,13.249848
1861,-4.8230667,3.6379573,16.664822,15.330375,18.85921,30.12036,-11.291458,0.005483223,-1.017164,11.065175,-6.743223,4.02868
1862,-1.3437961,-0.46759093,1.6058658,4.251863,-1.2899643,-6.5017524,-1.5760708,-2.1198983,-0.87630594,-9.141027,0.39856547,-8.668309
1863,-7.595606,-13.68344,4.876815,-5.8977623,-7.9378123,0.63004005,-2.1948338,6.444896,9.97924,9.839238,16.026041,5.9297237
1864,10.623723,7.3622675,6.6817737,-6.574153,7.4456224,-12.460256,-2.1075342,-6.179592,-1.0219023,-5.539922,4.75588,-4.395264
1865,-7.182325,1.563319,-8.821955,2.4969258,11.272271,10.917454,5.7549715,15.895442,3.6272748,-13.357569,-6.5041895,-6.271305
1866,-0.6615686,1.749319,-12.033965,-8.594547,3.8420675,-4.35531,-19.785929,-3.5535502,-6.2004814,3.3027024,6.2182336,3.5163245
1867,2.588201,-3.7188945,-9.505067,-5.4437695,13.606243,18.03924,20.825022,19.730745,3.6053061,15.644608,6.980484,8.56569
1868,2.2792115,7.6461945,7.900509,2.9120407,3.7796361,10.989001,4.31985,1.7980753,-7.9911447,0.50543123,3.3572686,-13.27664
1869,-5.3403406,-1.3883523,-13.393866,-5.5854855,-1.4510634,-14.212433,3.2254105,-18.40254,-7.8808703,-9.48508,-13.302833,-6.628314
1870,4.690466,2.9004245,-5.662845,6.559451,3.8062677,10.092899,13.721811,16.266613,11.028999,8.465274,9.884475,27.729836
1871,17.69552,6.387615,3.30186,9.486995,9.636395,4.6622496,4.978217,12.7641,13.843144,10.803659,1.9490958,3.209731
1872,13.056493,16.280104,17.72773,23.476746,11.2989025,17.153143,18.645084,5.5119047,2.8286483,1.8004476,-4.7310925,-3.5181115
1873,-1.3007647,4.2941923,-0.99950796,-4.60058,-2.23342,-15.827018,2.7020385,4.894831,3.8081932,-2.5125356,1.5953263,1.682092
1874,10.526006,12.612455,9.251784,-9.228297,-4.47309,6.798685,4.06732,-0.11556947,2.6214535,4.056297,1.8726051,8.729644
1875,14.819287,7.7219496,6.0044107,14.542785,17.531124,12.198314,12.195132,3.6935835,3.5256157,2.0852885,0.41450104,-0.8280401
1876,-6.423597,4.30651,4.647385,9.247457,1.7905645,-4.970223,-6.799998,-0.57742554,0.23978949,-3.8080006,-7.8252482,-11.518235
1877,-1.7508017,-9.596677,-15.101648,-5.914484,10.373784,19.0229,3.7006612,10.336297,12.7537565,9.168629,-1.7612346,9.115345
1878,7.836242,-6.6702576,-9.490117,-3.2820778,1.0304737,2.5923588,4.590266,-2.3919506,10.486674,-5.0065746,-7.575591,8.85097
1879,11.970248,-13.636017,16.561895,7.530979,10.5034485,5.164087,22.22054,13.762046,26.295513,14.000156,28.356981,34.366272
1880,23.494305,11.650737,19.791443,18.956465,0.028952608,4.349039,7.2199025,-0.41335067,-1.3264486,-4.211712,1.0896378,-3.6484547
1881,-2.7787747,-5.7969203,-16.788443,-6.6594334,-9.931686,5.5428414,-9.0936365,4.182012,-3.227386,8.77344,5.2126994,14.047073
1882,13.778764,-7.001301,13.726806,24.72251,19.462566,11.8500805,4.516168,11.41607,12.62539,11.143226,7.0017314,23.931437
1883,11.541727,18.56938,23.598303,21.477673,14.924724,18.64865,6.6875873,1.370384,12.44921,12.411328,3.4226043,6.7818737
1884,-8.127822,-1.1426105,-12.98187,-8.149333,-3.8339326,-11.994443,-6.7608194,-2.2708979,-12.428819,-12.200263,-13.59711,-6.976716
1885,-15.24534,-14.105944,-9.9317255,-8.273491,1.5356002,15.795231,12.509411,0.11346054,7.2396164,13.775424,17.47299,18.001228
1886,14.488782,15.810176,9.73163,13.022788,12.966649,-9.550301,17.205706,4.255403,-0.6337888,3.6516886,3.009342,3.7052813
1887,-1.0285311,1.2353555,-2.6569765,17.376688,2.6397183,6.3984165,-0.119231075,-2.5429502,-2.3538077,-3.564428,3.0204968,8.464859
1888,0.7799844,-6.796516,-3.640245,2.0002925,3.8826697,-2.3879879,3.6657414,2.9685326,-5.2653046,-2.4618473,-14.423635,5.8629127
1889,-8.80706,5.716291,-13.82081,3.4600928,1.5041661,0.08167158,-4.292581,0.16955812,-3.1963716,-14.597411,2.4330058,-10.867339
1890,-4.960827,2.9567788,-15.537219,3.0746586,9.4573965,8.104563,17.995235,4.8986273,4.024434,2.9949846,16.504639,19.676016
1891,10.954527,12.792296,14.651135,19.40168,10.069486,15.129284,16.669558,15.964193,8.911821,10.66595,10.081014,16.280125
1892,18.350555,11.837045,2.9281032,0.8230883,1.0169396,-6.522266,13.808685,-8.036717,3.2438996,2.1359766,-3.7298079,14.051582
1893,1.1744392,6.999506,-9.204624,-12.494454,-3.637034,10.845905,4.8342795,9.827201,11.933592,3.4170873,12.479316,16.448177
1894,15.532294,14.122934,10.894589,5.4976263,2.9523115,7.0033226,-5.4653773,1.7111874,9.339564,-9.967739,-13.265119,-13.939833
1895,-17.788378,-4.636576,-18.534174,-7.6397405,13.3023815,-7.398855,-10.170616,-2.2063646,-10.827259,5.314531,6.822191,-13.851707
1896,0.9942451,-3.501176,-7.184899,1.508258,1.1732364,-5.462054,-7.0963907,-8.114748,8.699887,4.359081,-15.087085,-0.63498455
1897,2.5822244,8.491201,9.984922,9.859887,1.6294655,-13.336844,-16.92974,-21.119267,-7.1576266,-21.281078,-12.742963,1.472641
