YEARS,anomaly
1850,-0.15906273577546692
1851,-0.27314313371274523
1852,-0.40320342785846225
1853,-0.25555267526522846
1854,-0.3550250454629385
1855,-0.4341958932403581
1856,-0.36857781360800246
1857,-0.44556776170875173
1858,-0.32794966485899335
1859,-0.46373860948925555
1860,-0.775813972858901
1861,-0.5631707721054449
1862,-0.4327411267696473
1863,-0.5571054433958207
1864,-0.44304011469158056
1865,-0.3877235402600114
1866,-0.8050375973945644
1867,-0.6632888603460955
1868,-0.5718290593222236
1869,-0.45748484648628224
1870,-0.37622103159176
1871,-0.40351248489629404
1872,-0.3738290593321291
1873,-0.26177881708089784
1874,-0.37466574616725273
1875,-0.3298190074389952
1876,-0.14873860950507364
1877,0.05258046497800618
1878,-0.10921599704746499
1879,-0.22609037417937242
1880,-0.3132863430848391
1881,-0.1554396215822483
1882,-0.06180393821938395
1883,-0.15828384303380022
1884,-0.31347731187698774
1885,-0.3970928742296051
1886,-0.191726040328697
1887,-0.07387178420756481
1888,-0.13412302992893674
1889,-0.10166072884327987
1890,-0.23644212163704723
1891,-0.21838182748569565
1892,-0.2658943708275085
1893,-0.05511801259524012
1894,-0.014658211568760864
1895,0.11388198739625725
1896,0.3008769528291751
1897,-0.12773609222724935
1898,-0.07681900745168978
1899,-0.09222101438597805
1900,-0.033587848300188204
1901,-0.028801420942184134
1902,-0.059256204631484746
1903,-0.1631984105328479
1904,-0.10612051265151576
1905,0.03180912407390804
1906,0.05210309465765226
1907,0.1735905340873441
1908,0.2775101361391155
1909,0.09902521399115534
1910,0.054140784960218374
1911,0.10469355310340231
1912,0.3883367538532631
1913,0.09216592330676941
1914,0.13677898560250906
1915,0.18269858765722233
1916,0.15678903749690387
1917,0.2758920392835183
1918,0.45694479881014316
1919,0.4301231984294367
1920,0.3474900323448389
1921,0.0788292278623168
1922,0.2732312347876257
1923,0.13947746318106596
1924,0.008582999479089025
1925,0.06415335413395365
1926,0.12414078495669692
1927,0.2704121344645292
1928,0.3063417884150916
1929,0.33432420190179185
1930,0.35352017081065473
1931,0.1789422815452401
1932,0.040751347200051274
1933,0.0993493230420103
1934,0.23541716902400084
1935,0.5125980686868754
1936,0.5421282157614918
1937,0.3144900323465148
1938,0.27933425379990684
1939,0.2046659146911075
1940,0.3631307330493125
1941,0.369743795347006
1942,0.44773876078535924
1943,0.21338953061781743
1944,0.25660562053626884
1945,0.173620689773482
1946,0.36609304274654764
1947,0.4022940462122577
1948,0.26378400293381987
1949,0.16824128668827426
1950,0.3378417798035017
1951,0.21256037839926972
1952,0.18462068977291934
1953,0.40267594935654727
1954,0.27497997184308065
1955,0.4008367624626489
1956,0.12055032650848722
1957,-0.022753695964454503
1958,0.1663392711432932
1959,0.333422186356749
1960,0.03185686627194781
1961,0.16153525727338727
1962,0.09412319844631661
1963,-0.016896888118850626
1964,0.05836440949715976
1965,0.2710076102505934
1966,0.01828401155615584
1967,0.14687193549923305
1968,0.11398248913002662
1969,0.03945485933649487
1970,-0.15732905073301262
1971,0.013884504680153531
1972,-0.03661298664847154
1973,-0.1806808154100491
1974,0.10646741128734706
1975,0.0034724458502149
1976,-0.15171097109761225
1977,-0.15463057315447815
1978,-0.1706481596655738
1979,0.026688518549639145
1980,0.046598068710264604
1981,0.08598248913144689
1982,0.05356791302375782
1983,0.04295233344746162
1984,-0.18157529633851605
1985,-0.0441808240268807
1986,-0.042733592172689
1987,-0.10565821156420001
1988,-0.08045469081909798
1989,-0.008663246126795253
1990,0.016680983933631238
1991,0.18841213446865268
1992,0.07972872612847358
1993,0.4019297123598326
1994,0.07245987667250885
1995,-0.049268756586204866
1996,0.26651515347735594
1997,0.22521364827809762
1998,0.2250754562416937
1999,0.3288066067801578
2000,0.2380603697879645
2001,0.1465553610648972
2002,0.3465804821832769
2003,0.4615327399794602
2004,0.14441465174972043
2005,0.30610561192378194
2006,0.6289322296272742
2007,0.5645025842881713
2008,0.6165000670066835
2009,0.46582167600631774
2010,0.46686188358779895
2011,0.4134849977838287
2012,0.5700478005970872
2013,0.6049322296284784
2014,0.4990176621345372
