YEARS,anomaly
1850,0.3757526670526181
1851,0.3356611350980092
1852,0.17365176656984022
1853,0.12567662819115252
1854,0.3945094208271665
1855,0.4288726681498302
1856,0.16072456144020214
1857,0.10243086497091361
1858,0.10689140527258523
1859,0.19205536858206806
1860,0.2113519455639705
1861,0.08120383884013996
1862,0.15099554978969723
1863,0.20824780104264265
1864,0.4467083413202516
1865,0.5221025747818371
1866,0.6793141078270468
1867,0.5616614985843086
1868,0.15365789109860017
1869,0.11441825240675191
1870,0.009957348605867862
1871,0.15404275602303238
1872,0.26050654033234877
1873,0.18496347311461936
1874,0.5424939277404043
1875,0.34844347750857024
1876,0.19723158095323967
1877,0.40083158644577327
1878,0.24100203781668986
1879,0.10417212567568959
1880,0.06349068377152023
1881,0.4247807726820592
1882,0.25031735188924487
1883,-0.08659147962694108
1884,-0.3943518408993966
1885,-0.4180203067329005
1886,-0.12277129952249072
1887,-0.0891529204323092
1888,0.07487518518532496
1889,0.13912491943842664
1890,-0.11872409328928195
1891,-0.2063298598109369
1892,-0.08580913721514744
1893,-0.23610895820165448
1894,0.06685681160599155
1895,-0.1254116597236397
1896,0.027796629303903392
1897,0.07488167322153312
1898,0.11395446808657306
1899,0.18239915180058874
1900,0.11715302507519333
1901,0.15179050476444264
1902,0.03961032136718125
1903,-0.0031313028428776235
1904,0.08842437693613393
1905,0.016736810508422822
1906,0.01060419684342096
1907,-0.25191652573779677
1908,-0.25866751849638964
1909,-0.15462319278204956
1910,-0.09488481259183426
1911,0.19504275601881654
1912,0.034818246901455976
1913,0.12447158316609389
1914,0.25727302616348974
1915,0.1374748271828846
1916,-0.0532383278679958
1917,0.14986618014229247
1918,0.09048419573252468
1919,0.28670834133670053
1920,0.22969897279772702
1921,0.22417536968147975
1922,-0.0017363423547152408
1923,-0.25968625558595865
1924,-0.25116228896047815
1925,-0.24681526172529314
1926,-0.09819688264691856
1927,0.08774329853736225
1928,0.06234870156116368
1929,0.04290041031447735
1930,0.33539915178488827
1931,0.37019122624753814
1932,-0.03300769420951584
1933,0.1865223969209844
1934,0.23203302396072586
1935,0.07196383663571747
1936,-0.06532337178921929
1937,0.005954104588166968
1938,0.2582478010375166
1939,0.3759984302751956
1940,0.4815159088544472
1941,0.4510395119744263
1942,0.3371465370163853
1943,0.14730761984551835
1944,0.12533284497363414
1945,0.19662005340538985
1946,0.07370797784909909
1947,0.14176491613011113
1948,0.3938409549913465
1949,0.5025097843255952
1950,0.5194182523651459
1951,0.47714041247526584
1952,0.33348743972566725
1953,0.24264815903513068
1954,0.3574748271602504
1955,0.17375554758196907
1956,0.010468702669180414
1957,-0.08971148072931351
1958,0.007262930625354414
1959,0.3032571695777453
1960,0.3936737476549943
1961,0.4126359099642148
1962,0.3532762701717223
1963,0.14365752759013797
1964,0.02090077382626782
1965,-0.23669886815124913
1966,-0.4047460743676513
1967,-0.6103172472065281
1968,-0.4297082366762614
1969,-0.48339255908770007
1970,-0.5481089581696089
1971,-0.5063676974689566
1972,-0.1787017486658098
1973,-0.19403977086455101
1974,0.04013392448394681
1975,0.029540770517273364
1976,0.04280311733855668
1977,0.1458914052685653
1978,0.29793861148662615
1979,0.42098293719900787
1980,0.14092311843119532
1981,0.1371656376361062
1982,0.0668881612585819
1983,-0.1256830115816196
1984,-0.30118175306401085
1985,0.07190401783910817
1986,0.054014286889322354
1987,-0.13708985761267703
1988,0.05664203452751958
1989,0.3362759066640086
1990,0.9907876241696074
1991,0.6506802356648012
1992,0.2197746481763949
1993,0.39541825237788564
1994,0.5792510450226537
1995,0.5890301434154217
1996,0.6817872606918662
1997,0.5032355519588949
1998,0.3047119488624601
1999,0.06547194668165146
2000,0.15325753310264473
2001,0.40385068704461097
2002,0.6216297854160342
2003,0.8674405969466554
2004,1.0841692450663865
2005,1.1442485279654693
2006,0.871646005480879
2007,0.6161977142584512
2008,0.5686550105473519
2009,0.6253678021024647
2010,0.6264279844084806
2011,0.6322323079275097
2012,0.7139768126421997
2013,1.0296362734103366
2014,1.373995913173514
