YEARS,anomaly
1850,-0.17239840414606492
1851,-0.0956687296884051
1852,-0.146459968638519
1853,-0.11295281431462603
1854,0.11190963813766303
1855,0.0654023739012266
1856,-0.36061637455441115
1857,-0.349592636719888
1858,-0.37652153312848136
1859,-0.3946495415749189
1860,-0.28782014622960533
1861,-0.3632514274124402
1862,-0.3833509284747806
1863,-0.2651756641855378
1864,-0.20646473818738048
1865,-0.16854050141567054
1866,0.016478356954981895
1867,0.04677686014225107
1868,-0.23384388406475623
1869,-0.2465358417781496
1870,-0.28864943166320656
1871,-0.17728459443510547
1872,-0.21738875513397993
1873,-0.1367681208377744
1874,0.02580059797705379
1875,-0.03717100455096765
1876,-0.1592040616579238
1877,0.0963882850779403
1878,-0.12324199822855934
1879,-0.2152467677771412
1880,-0.10764011239146476
1881,0.11236454724314418
1882,0.04639294471516571
1883,-0.26983434496543507
1884,-0.5125877572561451
1885,-0.5836067255406104
1886,-0.3338959094570442
1887,-0.20240783333199794
1888,-0.11408559231067855
1889,-0.15479662822167173
1890,-0.2436164844682562
1891,-0.21822768957924898
1892,-0.0707206451691689
1893,-0.16126096651336205
1894,-0.22768736823410546
1895,-0.1459054485577952
1896,-0.11134149929116846
1897,-0.08807605321198829
1898,-0.05327993479951951
1899,0.09142145209883609
1900,0.04081002716313407
1901,-0.11837000667520438
1902,-0.15525619696390852
1903,-0.10019463247227345
1904,-0.2049244168423648
1905,-0.38712818851511127
1906,-0.3412609665115906
1907,-0.28776801092359394
1908,-0.10868747814796023
1909,-0.16588659018515403
1910,-0.18216612508737967
1911,0.03171529565020546
1912,0.01649721532741236
1913,-0.04655481006520785
1914,-0.014535841780400545
1915,-0.14428470434814542
1916,-0.16345541891433352
1917,-0.1761994020210005
1918,-0.14532730055515822
1919,-0.04244576990380316
1920,0.01538340561652811
1921,-0.12553584177933313
1922,-0.3218817107214843
1923,-0.29446007854980033
1924,-0.314578437984571
1925,-0.39320406165565236
1926,-0.24770644643180087
1927,-0.24285342316356812
1928,-0.22117555427324068
1929,-0.19045985872534052
1930,-0.00509990096011365
1931,0.06721280096236408
1932,-0.24311886924299111
1933,-0.12907139357484573
1934,0.0553976043518385
1935,-0.08371132589556621
1936,-0.2637064464316096
1937,-0.1574790468362865
1938,-0.08791509757001766
1939,-0.05253107223056313
1940,-0.0011804337375049168
1941,-0.09604765574054297
1942,-0.013090471773825817
1943,-0.09194349504131266
1944,-0.14917100454986695
1945,-0.08463545275496277
1946,-0.07453595169251717
1947,-0.16328936398471283
1948,0.0009900610033752673
1949,-0.15302868745483175
1950,-0.040569008800968635
1951,0.1713644373298645
1952,-0.04325142741552655
1953,-0.011535951693135251
1954,0.036222340061632566
1955,-0.11088659018567651
1956,-0.17932730055482285
1957,-0.21178231957272692
1958,-0.12789124982226444
1959,0.007895439402993218
1960,0.0485921666656198
1961,0.2619379256948655
1962,0.3412839045508618
1963,-0.03402879736869733
1964,-0.3208770510847159
1965,-0.2857632413741671
1966,-0.2740903618586005
1967,-0.38106174456076236
1968,-0.20903345700376944
1969,-0.2294361208903476
1970,-0.05965908067709313
1971,-0.09918509337333063
1972,0.0433789658049526
1973,0.12073892357121468
1974,0.15708978188984962
1975,0.2195921666639665
1976,0.021284014466685902
1977,0.1324877861400893
1978,0.18768212862785622
1979,0.21900902928646343
1980,0.0946631603435652
1981,0.07628401446616345
1982,-0.033171004550997814
1983,-0.16791010819433044
1984,-0.015583207536906802
1985,-0.014038226555135471
1986,-0.09690555847096952
1987,-0.24251210394356412
1988,-0.09296701305051154
1989,0.10876754086816581
1990,0.5234306614554578
1991,0.2717247248340864
1992,-0.0904410003538957
1993,-0.03382491578152399
1994,0.2922458580683269
1995,0.23521757051024714
1996,0.24353038234610327
1997,0.19267702934015357
1998,-0.22721837030566572
1999,-0.2822799347973576
2000,-0.30998132169683124
2001,0.07490475867585619
2002,0.13843565083403803
2003,0.2858763612024318
2004,0.5260562851272594
2005,0.5678762512870086
2006,0.2698715916531297
2007,0.055857392919504825
2008,-0.004753922103354057
2009,0.25086216246711485
2010,0.2868952195748751
2011,0.20699960010034016
2012,0.34676732104039937
2013,0.47999472063550624
2014,0.4437293844691662
