YEARS,anomaly
1850,-0.2641989883887756
1851,-0.4393396804752409
1852,-0.37056078773698237
1853,-0.2694326476010108
1854,-0.6394050091751413
1855,-0.6385255974796902
1856,-0.5366537376258796
1857,-0.40868391053843905
1858,-0.3503823881200577
1859,-0.4980758655736758
1860,-0.5517341700081468
1861,-0.8659904330544627
1862,-0.6788220853413102
1863,-0.3936839105391835
1864,-0.6364828898394687
1865,-0.4698271199094711
1866,-0.3495080282023265
1867,-0.17460097810830255
1868,-0.21885475832937148
1869,-0.4245029936408446
1870,-0.3656060126564485
1871,-0.3742642998731704
1872,-0.23880701613033176
1873,-0.3074828898559797
1874,-0.10210098672197655
1875,-0.378472837957024
1876,-0.20720148845046973
1877,-0.281510545484564
1878,-0.633749222017081
1879,-0.42494269087859105
1880,-0.1830406925656438
1881,-0.2303472151022625
1882,-0.40830952479066557
1883,-0.3001009867120142
1884,-0.43102812337895835
1885,-0.45770903166442434
1886,-0.3907894296108073
1887,-0.222188936495494
1888,-0.32304319261744946
1889,-0.2396286165123333
1890,-0.12533716321215593
1891,-0.1496989797845013
1892,-0.18946782062883677
1893,-0.2969326389896147
1894,-0.061324611261161434
1895,-0.05672661819648407
1896,-0.1387768776692416
1897,-0.3757919296703883
1898,-0.07580953341736862
1899,-0.1818623101677857
1900,-0.23138490540486809
1901,-0.11724169603649981
1902,-0.26127435177422725
1903,-0.40594772543721
1904,-0.24570651439621594
1905,-0.3432542651993757
1906,-0.32888491400998804
1907,-0.10988239674212606
1908,-0.21816881548493997
1909,-0.36143264759641053
1910,-0.4404351476512435
1911,-0.2938823795128984
1912,-0.310279369109435
1913,-0.3470080195924296
1914,-0.368354749711852
1915,-0.16066632403899864
1916,-0.16417888460305308
1917,-0.16180199879650986
1918,-0.20846782062788827
1919,-0.11812862512843256
1920,0.00619548391622012
1921,-0.03237988807719199
1922,0.015263329904543257
1923,-0.22717888459987806
1924,-0.16481706802941776
1925,-0.11040752648054686
1926,-0.13743768216533833
1927,0.0105748870014793
1928,0.0064944890586347975
1929,-0.0009200870502753965
1930,0.010449264139276973
1931,-0.10248288986626607
1932,-0.13744771684068358
1933,-0.14848288986397112
1934,0.025951772807312184
1935,-0.03289496592021801
1936,0.04172313093171544
1937,0.0683738835310436
1938,-0.010907517875540179
1939,0.11444422957633528
1940,0.015110068635044289
1941,0.006665336840047629
1942,-0.005985415759973436
1943,0.2969090651533513
1944,0.3683990218644403
1945,0.20080854620440564
1946,0.1968186153200197
1947,0.23829600285833896
1948,0.14571057897226974
1949,0.3001603108776256
1950,0.12904725719824084
1951,0.15591408249812344
1952,0.038172880065003995
1953,0.14422815687426963
1954,-0.08772158363722857
1955,0.2091125686841691
1956,0.023283433694900487
1957,-0.023595960778218236
1958,0.034763321293567476
1959,-0.11442259571343774
1960,0.10170050985908635
1961,-0.2304904244763667
1962,-0.12088239674157543
1963,-0.0901612808748273
1964,-0.15261856462132964
1965,-0.12083717182239935
1966,-0.16692512159964246
1967,-0.10632209398005425
1968,0.020642715769735892
1969,-0.2167567738745791
1970,-0.31422912685238735
1971,-0.06628692095822643
1972,-0.021111038621408985
1973,-0.03588237952581414
1974,0.14771559630986872
1975,0.13286885758007763
1976,-0.13131957669996946
1977,-0.03521657491216794
1978,-0.04359847805605955
1979,-0.22914117707708073
1980,0.20102715340385094
1981,0.35200201504783174
1982,0.14948945449377904
1983,0.013934186296034793
1984,-0.05976680855779049
1985,0.008210570369160118
1986,0.007441729522888185
1987,-0.01326178261244217
1988,0.35333619321404514
1989,0.39062512923926124
1990,0.27581358075833357
1991,0.32727839912194007
1992,0.2580874475532541
1993,0.16428343368784057
1994,0.14523067415305949
1995,0.2526301638038838
1996,0.5455623178003616
1997,0.4317532865982582
1998,0.5391854319940569
1999,0.35217036277039604
2000,0.4447105617372427
2001,0.3757030271241712
2002,0.4039366863352537
2003,0.4669442381686474
2004,0.5455974908241773
2005,0.43415025897551734
2006,0.4178110634723585
2007,0.5462331741917278
2008,0.5565974908236492
2009,0.5065924734884928
2010,0.6613236240243495
2011,0.8772432088504936
2012,0.6925221102114739
2013,0.673904013356712
2014,0.8971628109064793
