YEARS,anomaly
1850,-0.29046701774834044
1851,-0.292212569055085
1852,-0.23789251327654576
1853,-0.2481189080753181
1854,-0.03731851536252023
1855,-0.22163280838792782
1856,-0.18080436176748085
1857,-0.03498668082228635
1858,-0.12740065085379487
1859,-0.22179283627940874
1860,0.10102433810563824
1861,-0.10827393305425023
1862,-0.22109136072949737
1863,-0.33173748830144545
1864,-0.20706381338258312
1865,-0.3787980924632619
1866,-0.3769087884011297
1867,-0.3276217894398468
1868,-0.08868264689818046
1869,0.004825490662081106
1870,-0.028191291016738153
1871,-0.3792075661236405
1872,-0.3308539469815367
1873,0.006272770791555261
1874,-0.11702524710274816
1875,-0.14374901380170033
1876,-0.10882639965193372
1877,-0.010760286024703993
1878,-0.11568815636557762
1879,-0.45922384125312404
1880,-0.46891404459039915
1881,-0.31437835968710515
1882,-0.07971595698932284
1883,-0.042500581132050984
1884,-0.3907427444933964
1885,-0.30150007456508016
1886,-0.30452762191289523
1887,-0.08521307561770736
1888,-0.02447278051277486
1889,-0.2112461324249424
1890,-0.07279308956451641
1891,-0.10289802275737593
1892,-0.3120084654049936
1893,-0.25132902773853794
1894,-0.13527393305203894
1895,-0.2502794425120962
1896,-0.2919420984985787
1897,-0.09871044751814027
1898,-0.15073799486190642
1899,-0.11827969579574005
1900,-0.10994285833186822
1901,-0.20312492409410554
1902,-0.08477105168504925
1903,-0.2831301802843257
1904,-0.33812441753741956
1905,-0.23610788913706215
1906,-0.07900871869708125
1907,-0.22942268872377114
1908,-0.1331469619783552
1909,-0.03257245751058523
1910,-0.25087598486662677
1911,-0.21725715136367885
1912,-0.1152902081898131
1913,-0.06298617427452476
1914,-0.036240369697149076
1915,-0.128969645860197
1916,-0.35095286416017424
1917,-0.2145551692684807
1918,0.09881447171504373
1919,-0.06586471267006541
1920,0.021538491695331997
1921,-0.0033232650168342572
1922,0.055477380981334784
1923,0.10216809086092946
1924,-0.06152787520583365
1925,0.008019081916475523
1926,0.05720665715193961
1927,0.1617478515290339
1928,0.1729469522523531
1929,-0.0760252471061598
1930,-0.024655099555447584
1931,-0.08173273867074943
1932,-0.34782063688971054
1933,-0.24484267477673466
1934,-0.1446440806062696
1935,0.13654900407959036
1936,0.3748522781612654
1937,-0.15064959007535106
1938,-0.1480916140082623
1939,0.15453798513885963
1940,-0.02288174762790271
1941,-0.18851710952874365
1942,-0.3167873268019299
1943,-0.16261627998399167
1944,-0.13932351827822756
1945,-0.2009754085965444
1946,-0.032423195285589124
1947,0.015306334153905627
1948,0.06272581365880452
1949,-0.05601397489590194
1950,0.0973393909648158
1951,-0.14111916135691774
1952,-0.12731249934000774
1953,0.005958224478155373
1954,-0.07824587916328561
1955,-0.09031800881266792
1956,-0.09052236573381067
1957,-0.056771051687413816
1958,0.13484176578740906
1959,0.09293017057742597
1960,-0.09218001879944346
1961,-0.15577079840644106
1962,0.0404553431041254
1963,-0.2631299270132744
1964,-0.3202571513550783
1965,-0.09134004669103117
1966,0.08372055746014052
1967,-0.04920205668148183
1968,-0.06690904169963079
1969,-0.10096413639289623
1970,-0.006980918082310318
1971,-0.08838963191783282
1972,-0.09153338467296732
1973,-0.054815380717185856
1974,-0.026140945972217187
1975,0.18886956640369373
1976,0.01197500615922205
1977,0.022499672135264853
1978,0.055505434874820674
1979,0.2952289482833556
1980,0.02668199117757766
1981,-0.030765035674502457
1982,0.1594941626542676
1983,-0.003036266051456024
1984,-0.005207312882033317
1985,0.01666020657266983
1986,-0.061881241079250755
1987,0.0979304238497379
1988,0.09077590542844235
1989,0.1460576481922754
1990,0.2726484277940238
1991,0.01427878680593391
1992,-0.10805254117888503
1993,-0.023605261056284087
1994,0.06804688253224359
1995,0.05374835808341559
1996,0.0968530380024959
1997,0.24307392332033131
1998,0.07516232812085699
1999,0.16319538493119368
2000,0.18261537098384384
2001,0.3005046750363285
2002,0.32060409876041995
2003,0.21091338888607444
2004,0.09665419055099773
2005,0.031460852574513996
2006,0.08563215267347493
2007,0.051162581395573045
2008,0.03542203301413687
2009,0.15372581365123722
2010,0.23136643175630478
2011,0.12072055745708882
2012,0.1514550898222123
2013,0.02406841386893486
2014,0.13174810480423046
