YEARS,anomaly
1850,0.3032881017119063
1851,0.23848654327280536
1852,0.3742669781597036
1853,0.2602675362096185
1854,0.06322417295054616
1855,0.30349710505863176
1856,0.40689510432494014
1857,0.44853935219078017
1858,0.3123086672108715
1859,0.3851724802060104
1860,0.4087539154538881
1861,0.3540835421684174
1862,0.3421836000422831
1863,0.35596347685645524
1864,0.40512523123053923
1865,0.5081936037769798
1866,0.5428484134216764
1867,0.3397744809452954
1868,0.24800016404384587
1869,0.2345710375086187
1870,0.37882728984673575
1871,0.4678067243572492
1872,0.3065393521770186
1873,0.1320362931695247
1874,0.02871667015824867
1875,0.2360524148793429
1876,0.3639012223019311
1877,0.2004287325121913
1878,0.3054348505035542
1879,0.287916227872453
1880,0.42342873253382235
1881,0.3359423532954448
1882,0.1636377358553522
1883,0.14328198371520487
1884,-0.1959064541663041
1885,-0.06788533059481983
1886,0.09498404232926456
1887,0.13944985606535432
1888,0.18019360374518642
1889,0.1575810412197415
1890,0.09070555032380125
1891,0.10854379595620686
1892,-0.005790832634048812
1893,0.0652347347302551
1894,0.16348098334532235
1895,0.026480983332040953
1896,0.22710410765423136
1897,0.17973279187264854
1898,0.12872278814913135
1899,0.08019304567454953
1900,0.08923529279352464
1901,0.17739260337304968
1902,-0.029079328359922916
1903,-0.3251949499024705
1904,-0.029706896461098153
1905,-0.0472883317084224
1906,-0.08848788940147585
1907,0.027590486864787107
1908,-0.11016770834139743
1909,-0.2959325795943229
1910,-0.2504039532419367
1911,-0.08694314135358652
1912,-0.16286920890428316
1913,-0.03290589608957171
1914,-0.00033057882195081426
1915,0.0061096675530623555
1916,0.037921229707499456
1917,0.18128309984076166
1918,0.15403629317164874
1919,0.2904448542206991
1920,0.2483926033799589
1921,0.23686897889010747
1922,0.18739260337401
1923,0.25332423084399214
1924,0.21503129131829388
1925,0.2201513566309396
1926,0.31402628946857686
1927,0.20584729726712125
1928,0.2236438538423368
1929,0.16503129131343544
1930,-0.02005820480000286
1931,-0.03962351834772238
1932,0.09727142193122579
1933,0.11705185680689346
1934,0.219858417108936
1935,0.387566035664167
1936,0.212518228608857
1937,0.15152267240132666
1938,0.36597904049624685
1939,0.25789510431049495
1940,0.28102017148421854
1941,0.3486905447709262
1942,0.2021569165494462
1943,0.05235535810212568
1944,0.084706108384133
1945,-0.005581271226346484
1946,0.13194235327566106
1947,0.19033923641572906
1948,0.1456694211921956
1949,0.24441372693860705
1950,-0.028869766952220585
1951,0.07585285717474725
1952,0.2353503562605549
1953,0.4278117262126548
1954,0.2648272898356738
1955,0.10300905162649612
1956,0.33580616628352794
1957,0.3552775399373838
1958,0.20721472730684573
1959,0.2644448542181682
1960,0.24102628946152108
1961,0.21197904048132157
1962,0.08018304195596408
1963,-0.1145190166816473
1964,-0.1302255191002374
1965,-0.3004250768058502
1966,-0.16327276808084376
1967,-0.120273326137611
1968,0.08053823603324871
1969,0.12732423083174438
1970,0.011197489466205454
1971,0.0875749232317966
1972,0.16956992138043567
1973,0.08007298036234915
1974,0.024481541392779582
1975,0.0005916029840670154
1976,-0.30915326084373185
1977,0.01237648165728263
1978,-0.11973858180838044
1979,-0.03203152132188777
1980,-0.021341140603529114
1981,-0.09731001333327796
1982,-0.10899039033310241
1983,-0.23783808163392392
1984,0.022068536558406997
1985,-0.0640732103821402
1986,-0.10326220629549751
1987,0.04276947905723147
1988,0.014900106146247045
1989,0.29748154141924704
1990,0.41831867093972724
1991,0.46996403492842453
1992,0.1793136690572787
1993,0.018114669413495023
1994,0.00468998667664233
1995,0.17439816329299673
1996,0.22323529280649448
1997,0.38399016033843364
1998,0.35724085273972295
1999,0.32163273401138065
2000,0.5000679785437766
2001,0.8763781559238767
2002,0.9504515303267911
2003,0.9158851006557123
2004,1.029702780799293
2005,0.9948434116062101
2006,1.1215821574350884
2007,1.0338650932299533
2008,1.081979598626585
2009,1.0526916609610426
2010,1.3105715956738693
2011,1.3400846583859103
2012,1.3580229618933233
2013,1.3304309648655113
2014,1.3782158435422749
