YEARS,anomaly
1850,-0.13676304593905278
1851,-0.12645523391929026
1852,0.03688548650429786
1853,-0.014685815027790178
1854,-0.12273013753996588
1855,-0.17491695195005588
1856,-0.2716863708410643
1857,-0.28992792142014423
1858,-0.13937822533435829
1859,-0.24774110701038202
1860,-0.21833445863310547
1861,-0.147729915218947
1862,-0.20741102257437025
1863,-0.23375185415425673
1864,-0.3042463694235388
1865,-0.2943121862205141
1866,-0.24585069051152988
1867,-0.25235628640576435
1868,-0.20474077352616432
1869,-0.2505760092127026
1870,-0.24543296150810748
1871,-0.4010268689416663
1872,-0.4023785588260142
1873,-0.31409268573599275
1874,-0.28434520577970546
1875,-0.3859058713300572
1876,-0.3328618823025039
1877,-0.16778465138978643
1878,-0.11480670148132824
1879,-0.17761988707506446
1880,-0.355466648036882
1881,-0.14643329498749957
1882,-0.26394986035170415
1883,-0.13242210319897432
1884,-0.2409828799104808
1885,-0.26771927923956196
1886,-0.43081822676281045
1887,-0.22651008125367633
1888,-0.19993889088333214
1889,-0.22400493000328295
1890,-0.20535661988692908
1891,-0.3269170631160875
1892,-0.2603237114901371
1893,-0.2271917444117441
1894,-0.10266420958109342
1895,-0.03146620338226807
1896,0.02627030710874155
1897,-0.054840054521643596
1898,-0.011466314542526388
1899,-0.13173013754023738
1900,0.0161489760145692
1901,0.2603033266761806
1902,-0.08141135605291223
1903,-0.16736747819096515
1904,-0.08796082981199294
1905,-0.18818077494419158
1906,-0.3168071461318183
1907,-0.15426853067275748
1908,-0.012213572176002111
1909,-0.02966376493495736
1910,-0.1336093622510921
1911,-0.10983983220165423
1912,-0.27998276875086797
1913,-0.365334680959887
1914,-0.1553126308594627
1915,-0.02998254642064369
1916,-0.11254354545306659
1917,0.14503961483954733
1918,0.01684149747787163
1919,-0.001114624657860758
1920,0.10442421312111255
1921,0.07139141588225838
1922,0.01047883812715454
1923,0.13678698363362982
1924,0.04263252181613475
1925,-0.003598170458616932
1926,-0.16331251969884591
1927,-0.15822476396897897
1928,-0.13116991663697422
1929,-0.18155473724345142
1930,-0.03669711797749074
1931,0.14653424126737702
1932,-0.13214753306090762
1933,-0.06510365519383275
1934,-0.0004664257030562035
1935,0.09389656713335352
1936,0.03550088822134465
1937,0.140149420662411
1938,0.08346786866339802
1939,0.10345701035877272
1940,-0.05953224250231585
1941,0.17919352085040718
1942,0.003423657313099402
1943,0.02292936436871932
1944,-0.032642270646285367
1945,-0.07365335127483934
1946,0.01568748030721441
1947,0.05123706522819287
1948,0.03840205186462001
1949,-0.03858731215454012
1950,0.12294066732102195
1951,0.009830639172349989
1952,0.044435071424369935
1953,0.15443507142807844
1954,0.08691850606556956
1955,-0.004257561201475732
1956,0.048116289938826835
1957,-0.14951052589477157
1958,-0.12092814373630684
1959,-0.01583972103756915
1960,0.02299562580966343
1961,-0.08871905691166335
1962,-0.23266432074639257
1963,-0.19084016568711665
1964,-0.19042232552275914
1965,-0.021432961500561575
1966,-0.17356503974391588
1967,-0.14203772723820784
1968,-0.08624670289895081
1969,-0.016334013982604766
1970,-0.0018835989019443796
1971,0.02267673316305263
1972,0.024248034693491214
1973,-0.008444375609993202
1974,0.019621774670989665
1975,0.05542399079758858
1976,-0.008169471989153097
1977,-0.0006749567220277289
1978,0.013940111512757956
1979,0.010588755111106548
1980,0.1503583963253513
1981,0.06653390778192463
1982,0.07947906045133404
1983,0.07401756474381538
1984,-0.03283994335998667
1985,-0.0170266466068779
1986,0.09759994690211621
1987,0.09488559766721509
1988,0.12359994690295627
1989,0.2766771778153153
1990,0.07865468307159776
1991,0.08620393450889642
1992,-0.05625767236416219
1993,-0.03887262943696318
1994,0.014764822375267647
1995,0.1411495318233455
1996,0.1543689211480588
1997,0.08239097123895514
1998,0.12161091636912029
1999,0.16350144403026476
2000,0.17949014108179837
2001,0.19399562581541605
2002,0.23160016922843685
2003,0.13733634623161212
2004,0.19657778565114553
2005,0.13645701035989985
2006,0.196610916371646
2007,0.3183582851700925
2008,0.3498965671420059
2009,0.2858304168598089
2010,0.3275446549350866
2011,0.5956990055975536
2012,0.5277538529263203
2013,0.6087762365051533
2014,0.48443518260010343
