YEARS,anomaly
1850,-0.05587695815667187
1851,-0.044590973908317955
1852,-0.20970122438061148
1853,-0.2399208360276961
1854,-0.2882509204639693
1855,-0.10773402161487022
1856,-0.252327484404404
1857,-0.2628217773498242
1858,-0.1777560717106028
1859,0.002123375328048078
1860,-0.176207042595327
1861,-0.173217789739632
1862,-0.1696682048197244
1863,-0.1988439386019421
1864,-0.19652549059894167
1865,-0.27327297055679145
1866,-0.02684371627428427
1867,-0.07122831455872798
1868,-0.15732770672302548
1869,-0.017942552630835003
1870,-0.1894264319200403
1871,-0.07923939518610859
1872,-0.18247019862372127
1873,-0.21694310844211637
1874,-0.09854720720623511
1875,-0.284668093662683
1876,-0.2768881499521639
1877,-0.18053634890367457
1878,-0.23720693143648222
1879,-0.08703041952374686
1880,-0.3391191757102012
1881,-0.22621756741957633
1882,-0.2653278178875922
1883,-0.23514089231731014
1884,-0.3946464882167186
1885,-0.5185586213302456
1886,-0.32804183364174333
1887,-0.32688803879293504
1888,-0.5646247716118533
1889,-0.31870144670611267
1890,-0.08569014374929156
1891,-0.2522617787680254
1892,-0.1961738007146144
1893,-0.20136083744499086
1894,0.017771574283344277
1895,-0.2905698131106464
1896,-0.26903108649538415
1897,-0.3018771804867885
1898,-0.2954267654063684
1899,-0.05970100205373231
1900,0.050035286117200976
1901,-0.2194488154971677
1902,-0.21601989470554725
1903,-0.13794310843944743
1904,0.06251883191833114
1905,-0.06331651493182124
1906,-0.05137147342339255
1907,-0.21078909127124903
1908,-0.1888330802962873
1909,-0.1030087029136975
1910,-0.24436083744644574
1911,-0.2037564051942519
1912,-0.11343751254458809
1913,-0.18393213897478394
1914,-0.10759130739320177
1915,-0.1735694796239236
1916,-0.13291008887970754
1917,-0.005448593168111262
1918,0.17347473173536515
1919,-0.04236072627871845
1920,0.07174941303089863
1921,0.057287806162184006
1922,-0.11021790089839982
1923,-0.010602165695224439
1924,-0.028030641843628634
1925,-0.20948150157359632
1926,-0.20621756741887454
1927,-0.12277801064118944
1928,-0.028503218178113198
1929,-0.03144837084714862
1930,-0.11033889850951724
1931,0.0009141773435659091
1932,0.02249644834087596
1933,0.081419662079381
1934,0.2869586110226239
1935,0.11251860959817789
1936,0.03744171217124055
1937,0.0773099674171347
1938,-0.004920836019812369
1939,-0.06445989611904655
1940,0.03532071456004623
1941,0.034013124862393496
1942,0.0030129025395512093
1943,0.11267262676881444
1944,0.016221767041654032
1945,0.10690354136365308
1946,0.17227728134350276
1947,0.02684836054715976
1948,-0.022162720081645042
1949,0.018463873424843995
1950,0.03282642161493369
1951,0.21243096503274442
1952,0.23111229470862804
1953,0.21240891493941996
1954,0.11537600653752085
1955,0.05878232142912483
1956,0.1132328476720776
1957,0.03356259862127963
1958,0.12521101990096054
1959,0.18036537055621946
1960,-0.015140669988033541
1961,-0.09531651493288146
1962,-0.07880006073303836
1963,-0.26495418907085433
1964,-0.21758033793071563
1965,-0.09811884221932396
1966,-0.03163529641643671
1967,-0.1318991194134922
1968,-0.069305434304876
1969,-0.13625092045885154
1970,-0.0515475406873998
1971,-0.08136050395818116
1972,-0.05787706931766264
1973,0.0191339001511703
1974,0.0121229306847348
1975,0.0731012140761604
1976,0.025166808549995756
1977,0.06368326275061753
1978,0.1869035413663427
1979,0.12424392829959142
1980,0.08322198936576723
1981,0.22102453897859722
1982,0.0814859235203251
1983,-0.04570122437509964
1984,0.08316725319564017
1985,-0.10366842713931912
1986,-0.041987208622905066
1987,0.16673866588975916
1988,0.030507640129170437
1989,0.10267240444664834
1990,0.24796935816567925
1991,0.30241977324775376
1992,0.16171617115253728
1993,0.32174952420023406
1994,0.3977826549233059
1995,0.26532071456781225
1996,0.21760658765322827
1997,0.1502109087409017
1998,0.3416062541746557
1999,0.48903550845384897
2000,0.4609698028165534
2001,0.500661546154753
2002,0.5752112422379569
2003,0.6805741239138831
2004,0.8143981678153182
2005,0.6885408820327658
2006,0.5481013252531086
2007,0.43650786246470197
2008,0.5380790528375612
2009,0.6403980566485079
2010,0.8835193877505689
2011,0.8850027112294662
2012,0.7839693581837365
2013,0.7892771702033813
2014,0.8949475304159795
