YEARS,anomaly
1850,0.385291259387647
1851,0.4275163844382253
1852,0.403620886109289
1853,0.46919175958170584
1854,0.27050026272324995
1855,0.2606103243158697
1856,0.2799922018742805
1857,0.3069027057814049
1858,0.263269577755831
1859,0.41158920077146327
1860,0.3537932022532917
1861,0.3693485120820757
1862,0.06515395622279682
1863,0.044510266419914825
1864,0.13596551838103674
1865,0.2561917595610699
1866,0.0835525135418057
1867,0.09307557997047683
1868,0.25844301002610887
1869,0.20836351764433397
1870,0.2831595161641715
1871,0.230845453078051
1872,0.21502388720656423
1873,0.0782067651216715
1874,0.17193439110688744
1875,0.1861706359952358
1876,0.22805057068711496
1877,0.19452082821399558
1878,0.3709816401035828
1879,0.2888354493650808
1880,0.18079820409580075
1881,0.14132127051974358
1882,0.3485313900084484
1883,0.2640650182075405
1884,-0.008725978472188707
1885,-0.0640039124216765
1886,0.05368258256964096
1887,-0.005951103518388739
1888,0.16023845046819687
1889,-0.006296293877087906
1890,0.03807502190421819
1891,-0.015448044528735877
1892,0.22086101671592195
1893,0.4161500705194026
1894,0.3837515131990394
1895,0.41619620337493235
1896,0.4245786389931948
1897,0.41386157479555724
1898,0.255798204103082
1899,-0.0020606070506767583
1900,-0.04519179220749955
1901,-0.02299779443650443
1902,-0.0941028541777248
1903,-0.2595214189481335
1904,-0.23772597849440802
1905,0.038253456034245174
1906,-0.06617567050979901
1907,-0.09672653654166184
1908,0.09518008164403657
1909,0.19425401411032878
1910,0.0676097662362344
1911,0.08287157848203797
1912,-0.06286216548937087
1913,-0.14512842154005123
1914,-0.14604504342581048
1915,0.029400204824837392
1916,0.08850470650397398
1917,0.07896496031457466
1918,-0.010872169202929303
1919,0.17124345232856905
1920,0.20611282524023708
1921,0.16704945455932596
1922,0.20603444898520473
1923,0.17566813506456955
1924,0.24089826197664896
1925,0.22379820409997558
1926,0.17981432579547874
1927,0.32679876217091114
1928,0.4119766382482725
1929,0.38306001635977893
1930,0.22447802303784642
1931,0.2739188274779764
1932,0.456468577402699
1933,0.23882432951977486
1934,0.22299164380781844
1935,0.17016451801249932
1936,-0.025547544343805618
1937,0.024808207799279502
1938,-0.1379305380331118
1939,0.1661439525140015
1940,0.09443244823069577
1941,-0.0035469862807046646
1942,0.024772078662335245
1943,-0.01977822930995271
1944,0.09060532244012691
1945,0.10710226345112284
1946,0.033975522089723924
1947,0.17254195177092657
1948,0.1320861417537723
1949,0.07733183229304551
1950,0.060363517629984174
1951,0.2669549566142023
1952,0.16240520669705047
1953,-0.010626478658282713
1954,0.3071700779460265
1955,0.28425845791741217
1956,0.14301776921841589
1957,0.3732695777664861
1958,0.332394644933984
1959,0.2003268304457128
1960,0.4089082657115269
1961,0.43704501078712016
1962,0.08267702265222483
1963,0.14886101670893945
1964,-0.010955547317230571
1965,-0.256778787393871
1966,-0.1538882909165375
1967,-0.10285660557302319
1968,-0.18345860632455588
1969,-0.03279379295002102
1970,0.0041378345170966346
1971,0.02426401781244035
1972,0.04049470278071151
1973,0.06206001632865648
1974,-0.1901134159665403
1975,-0.13039023378297385
1976,-0.1247521039017561
1977,-0.17975210390709465
1978,-0.2408410419475686
1979,-0.1824747280241991
1980,0.02971370984495398
1981,0.24840576476634224
1982,0.10364145157830823
1983,-0.24739579371452355
1984,-0.1678249202407395
1985,0.15724901224742566
1986,0.0994474538090303
1987,0.06679820408477355
1988,0.10836907755486297
1989,0.0723529558516204
1990,0.10985045492560915
1991,0.003018327265777816
1992,-0.21385660558377365
1993,-0.3506270367522166
1994,-0.23119679408481295
1995,0.02074651130456849
1996,0.07471982783049809
1997,0.06929570315534436
1998,0.16160476438605922
1999,0.36020676514902594
2000,0.5157726367708957
2001,0.3567248297171563
2002,0.4974318902088062
2003,0.5963590738836191
2004,0.5796525714648988
2005,0.571479697254304
2006,0.6495258301173916
2007,0.8324057648229589
2008,1.0187365076827206
2009,0.9597731948748743
2010,1.0248210019195072
2011,0.8896831407116386
2012,1.1105741952613482
2013,1.119559189684346
2014,1.08108169804742
