YEARS,anomaly
1850,0.1627754912671978
1851,0.29486156059976437
1852,0.28565600891820425
1853,0.2576979148819075
1854,0.14983608173535193
1855,0.11655295367350013
1856,0.3135410635255625
1857,0.36908070100957047
1858,0.5512964442320328
1859,0.5265104888719272
1860,0.28953426916111774
1861,0.4579425341569232
1862,0.5692239636241012
1863,0.6089623584252336
1864,0.46256314520709624
1865,0.49952747478674686
1866,0.40709768692169895
1867,0.4839476299299395
1868,0.808765299691681
1869,0.3327890799910265
1870,0.2652528396902538
1871,0.39503030208910916
1872,0.6120942897302947
1873,0.4970705094559411
1874,0.514987837299766
1875,0.6409912344772055
1876,0.8096220370686815
1877,0.766358733281918
1878,0.5779595200655815
1879,0.5781871534353342
1880,0.6019425341508459
1881,0.6250705094505419
1882,0.595552953653251
1883,0.6052913484556781
1884,0.15235249776415913
1885,0.33999463167266164
1886,0.42884117749766687
1887,0.2926333684083135
1888,-0.17029868791728126
1889,-0.16472677719513723
1890,0.3103893079458799
1891,-0.152441950541038
1892,-0.22789382009463507
1893,0.0016543103388339051
1894,0.30717696189855853
1895,0.28187005355716965
1896,0.28915827739427036
1897,0.344149784435064
1898,0.25263222864043733
1899,0.2840688108735629
1900,0.3290756052371355
1901,0.17889667220170505
1902,0.007471980114090698
1903,-0.13193402746981686
1904,0.07109259116177552
1905,0.060159975995277344
1906,0.17976190253553845
1907,0.15909768693212778
1908,0.2929878373091639
1909,0.4747788884367807
1910,0.30237062344110327
1911,0.16460165399943746
1912,-0.09878057330001844
1913,-0.16457502161527876
1914,-0.1488547524964366
1915,0.21724434673544665
1916,0.31281739722337926
1917,0.22106711228486065
1918,0.004109577078321259
1919,0.5236220370807614
1920,0.33552407761095854
1921,0.24930833438438774
1922,0.2835444607095859
1923,0.4082375523618948
1924,0.6040014260269774
1925,0.5147652997041176
1926,0.588734725056309
1927,0.36192554824727396
1928,0.6419119595044817
1929,0.6029476299249409
1930,0.6183842121587577
1931,0.6591361956907833
1932,0.5855308719658555
1933,0.4607013120560575
1934,0.5295563508387938
1935,0.6992273608013908
1936,0.9760212502859559
1937,0.7397585053291212
1938,0.660861560584346
1939,0.6042743625419861
1940,0.5764668843159106
1941,0.528768696886265
1942,0.5052205664440894
1943,0.48001501476318564
1944,0.5985393649221732
1945,0.2673842121735857
1946,0.3167534095728838
1947,0.2069476299416538
1948,0.5345257761939181
1949,0.3294668843263523
1950,0.32382419158841813
1951,0.1338298461923237
1952,0.4053440047966029
1953,0.2664431040498231
1954,0.1805291733916157
1955,0.12475850535512617
1956,-0.07245553927537043
1957,-0.25605067144743493
1958,-0.1917120486934091
1959,-0.17208973905249486
1960,-0.342302085092748
1961,-0.37597649224381646
1962,-0.31767637826929884
1963,-0.2672783048167121
1964,-0.32395950633226933
1965,-0.29381964089330226
1966,-0.1782766062290977
1967,-0.3590438770775782
1968,-0.22659370611774782
1969,-0.2501769481569493
1970,-0.24441307448385163
1971,0.07684797187801834
1972,0.007623735693914185
1973,0.017137894309260448
1974,0.021679230386810414
1975,-0.1691905368913258
1976,-0.1386831726423661
1977,-0.08659370612367538
1978,0.2939691528040217
1979,0.17408239960918992
1980,0.19269112051917603
1981,0.11034060762631966
1982,0.43424774390899346
1983,0.3157483137988236
1984,0.18068262756281453
1985,0.25618545485758
1986,0.39139949949068376
1987,0.19004049364599307
1988,0.4009289454283775
1989,0.46869281909886795
1990,0.04168602475142688
1991,-0.05975225607011025
1992,-0.07097479366531825
1993,-0.22573866733215772
1994,-0.004281702010573846
1995,0.1775784325415146
1996,0.5314532955868585
1997,0.6560501263527647
1998,0.620495201545603
1999,0.6058966721836885
2000,0.8735189818141039
2001,1.2630297432306647
2002,1.1145019958902214
2003,0.6328156986185013
2004,0.474436309675549
2005,0.22283608173224734
2006,0.1472630312434867
2007,0.6494617885387237
2008,0.899702451807115
2009,0.7019606598299475
2010,0.659830985939695
2011,0.632844574671786
2012,0.780586366651111
2013,0.9918089042378593
2014,1.0493128713029714
