YEARS,anomaly
1850,0.027684142500019045
1851,-0.006597258908773792
1852,0.02144043139244051
1853,0.0002268587517395517
1854,0.042327360483430145
1855,0.011699228953902553
1856,0.182872576785536
1857,-0.18877564129758403
1858,0.14933489509458217
1859,-0.020320874835250576
1860,-0.13610478490880773
1861,-0.033697760641208746
1862,-0.1654540323067079
1863,0.022975613026204645
1864,0.07239017191298655
1865,-0.03067765685059592
1866,0.0399680611888008
1867,0.12337761995623908
1868,0.20882233452737517
1869,0.21528213555551287
1870,0.31382986913861805
1871,0.358121339662344
1872,0.22458364075636122
1873,0.2965509850077968
1874,0.564915284406696
1875,0.46939017189306736
1876,0.32068665976415545
1877,0.3360786148030953
1878,0.18451581198960376
1879,0.48314142622681827
1880,0.5276313829392193
1881,0.5481766164673608
1882,0.49275198846547613
1883,0.5360384072115439
1884,0.40685750754122857
1885,0.43943791409261823
1886,0.4287494711898268
1887,0.23902587249227114
1888,0.38949067363084694
1889,0.4490811320762505
1890,0.3161389261763591
1891,0.46872686733824726
1892,0.6499655438793233
1893,0.4027645576442096
1894,0.6427871614817378
1895,0.5464580178779943
1896,0.5245308812055802
1897,0.6526489694448226
1898,0.7726590041141473
1899,0.3540786148021863
1900,0.39947560439729757
1901,0.4146791251429108
1902,0.34771681544892447
1903,0.1766992289456041
1904,0.41228213554562443
1905,0.5642168068280826
1906,0.38642536214105067
1907,0.45150324280196974
1908,0.46479469610723123
1909,0.502236910621927
1910,0.44427961826519313
1911,0.404520829316218
1912,0.29341531025034207
1913,0.3740987185919414
1914,0.26591028430406766
1915,0.47982485179262474
1916,0.7323248431699199
1917,0.7068198172234977
1918,0.5544856562848707
1919,0.6168072652738327
1920,0.7499027324432126
1921,0.5914178102942301
1922,0.3883374123614218
1923,0.6079404399730185
1924,0.8329906822185758
1925,0.5728926977767335
1926,0.6020032514044036
1927,0.689322343113224
1928,0.7724303794593496
1929,0.7517343847205575
1930,0.4543198258462026
1931,0.59977710958853
1932,0.8144278449584144
1933,0.45435248159115466
1934,0.48851579475429874
1935,0.35653841583056256
1936,0.44354595044270256
1937,0.45036505076559485
1938,0.42968162520099257
1939,0.20148817358144944
1940,0.33413892617545
1941,0.39219670304595
1942,0.6331137878119677
1943,0.4170936840320839
1944,0.3188977151271798
1945,0.39949319090919944
1946,0.45383992102695797
1947,0.4066012272591534
1948,0.23654093311542432
1949,0.43544796598819474
1950,0.352407758410837
1951,0.23357862341824606
1952,0.37496052655544115
1953,0.22715149535505308
1954,0.20760124448914785
1955,0.2873449469830129
1956,0.2669680611774132
1957,0.01804847635293297
1958,0.368066062847262
1959,0.08895550923214422
1960,0.14227460094267994
1961,0.07867410782211286
1962,0.24636253349698853
1963,0.01944546595025875
1964,0.15734746426838592
1965,-0.03480579699145777
1966,0.05476455766170356
1967,0.030362533507825515
1968,-0.18382841805358435
1969,0.00044796601005583323
1970,-0.014351030521683501
1971,0.020849972944100504
1972,0.03276957500047221
1973,-0.0824942398923691
1974,-0.2873108229264579
1975,-0.24973041637532384
1976,0.030802230745537548
1977,-0.06280077965235967
1978,-0.21690629871604863
1979,-0.08618018273669276
1980,0.021098718609656585
1981,0.014782126955578224
1982,-0.15170781253066187
1983,-0.002489222558689491
1984,-0.09487112569840113
1985,-0.12802438696620183
1986,-0.15902690424351493
1987,0.1822494625922096
1988,0.1655358985612803
1989,0.24357860619770774
1990,0.31318161659684346
1991,0.10132484320159564
1992,0.10418163382734913
1993,0.06168917705600869
1994,0.14469921172721342
1995,0.2760434417822554
1996,0.40807106296291434
1997,0.03175700582628761
1998,0.27949067363635627
1999,0.252998216864232
2000,0.3632720836527461
2001,0.5219152844088831
2002,0.524387654611449
2003,0.6593574989185582
2004,0.5629379054764058
2005,0.5807268501125975
2006,0.675415293011152
2007,0.6330962013000883
2008,0.5494203275751727
2009,0.7622243414346395
2010,0.9641590127145417
2011,1.104181616557125
2012,1.0520333898479433
2013,1.0055082601118175
2014,1.0919730784736572
