YEARS,anomaly
1850,-0.37535274142089037
1851,-0.5502532941066749
1852,-0.36608550033709725
1853,-0.2264426456390687
1854,-0.44100544816178444
1855,-0.5427477501826039
1856,-0.3793425804236774
1857,-0.3311150564775378
1858,-0.49871850298713777
1859,-0.28939214960563914
1860,-0.25320496070014037
1861,-0.4627388249797911
1862,-0.4751153654364369
1863,-0.48984750645435027
1864,-0.2510864271796706
1865,-0.3032736160861443
1866,-0.3728281113018808
1867,-0.3410762661878532
1868,-0.19610551337146837
1869,-0.3452933201838576
1870,-0.26499652295300546
1871,-0.19800699289620313
1872,-0.28520372490246454
1873,-0.5022135769635868
1874,-0.3634026195576355
1875,-0.36461013045583734
1876,-0.36126314614236876
1877,-0.3156997257303707
1878,-0.4525300782813612
1879,-0.2909663489121797
1880,-0.21004578318725614
1881,-0.25621357694820873
1882,-0.18391708866781165
1883,-0.3734515708460362
1884,-0.3938179503057278
1885,-0.24807595723209844
1886,-0.2129872888020739
1887,-0.24321357694736137
1888,-0.2182345168405702
1889,-0.5006984899422913
1890,-0.3177486770182787
1891,-0.21099683189956805
1892,-0.21379886409920767
1893,-0.09573975180662823
1894,-0.1855411661118595
1895,-0.3379863619601281
1896,-0.26922466479625123
1897,-0.19382903814042698
1898,-0.32866955168875445
1899,-0.3479472627205166
1900,-0.42643155780436953
1901,-0.1719860529998145
1902,-0.09780871613951739
1903,-0.30347065703690873
1904,-0.09672897290934192
1905,-0.03326469087144159
1906,-0.017481744866212377
1907,-0.010888150414178975
1908,-0.3165300782728709
1909,0.009201135914752486
1910,-0.04159073529046774
1911,0.1393991037233726
1912,0.0032805701945118806
1913,0.05824085305787939
1914,-0.18924405993638754
1915,-0.1591353784616548
1916,-0.20419479969961282
1917,-0.30716400776376185
1918,-0.19234319831181473
1919,-0.11089738456816287
1920,-0.13885704953000005
1921,-0.2102040338477084
1922,-0.024214812733367064
1923,0.053854769504143626
1924,-0.011382606490600855
1925,0.06136985652583269
1926,-0.06510520441332426
1927,0.00587478254611867
1928,0.099467759103733
1929,-0.05803624008012672
1930,-0.0637689989973157
1931,0.006071205597018863
1932,-0.26981825924788044
1933,-0.20249128797541205
1934,0.009507785188112038
1935,-0.02598728879036837
1936,-0.22616493460845502
1937,-0.02309566131309343
1938,0.08581536131598444
1939,0.2288433727179295
1940,0.14844836396165043
1941,0.0016959009405729058
1942,0.11608167555131593
1943,0.19995267208879708
1944,-0.10359996944205158
1945,-0.1500556352310434
1946,-0.06898697984313935
1947,-0.06090816346230107
1948,-0.11537244549966968
1949,-0.08768956471866587
1950,-0.11181825923797568
1951,5.2119401424466984e-05
1952,-0.022126144305377342
1953,0.013656492751169423
1954,-0.019779468941931333
1955,0.028973920922779447
1956,-0.028621218282046255
1957,-0.13112490851252992
1958,0.07474670593244423
1959,0.09484460850923493
1960,-0.041809025085899065
1961,-0.17731271531846368
1962,0.07807182350138164
1963,-0.3457178850777447
1964,-0.24910489547492937
1965,-0.14493648381051102
1966,-0.0033527413975926227
1967,-0.11848143592260633
1968,-0.06550206686411582
1969,-0.1043031722162866
1970,-0.10838260649670897
1971,-0.010422323630633014
1972,-0.19122342899168757
1973,0.01246806804821461
1974,-0.06426345507373758
1975,0.0056072325129873715
1976,0.20230919949979875
1977,0.17664633176390018
1978,0.2998738557147795
1979,0.3637947303885237
1980,0.22082428652220037
1981,0.01911246748752499
1982,0.015596762566251844
1983,-0.13091801551423124
1984,-0.10631364216381983
1985,-0.20300575709680446
1986,0.06075501322949042
1987,0.15313093579132017
1988,-0.011858594271629228
1989,0.15044836396178518
1990,0.31826917341709293
1991,0.02093482168202296
1992,0.06406289830273074
1993,0.20962662767092669
1994,0.15994405583843516
1995,0.2821118496041557
1996,0.26235938659103675
1997,0.10266665375421032
1998,0.30501178438058607
1999,0.2147654831865242
2000,0.09972576603923543
2001,0.09304288525956102
2002,0.49072422131410465
2003,0.4143686207482394
2004,0.4307842604453722
2005,0.43332859465942547
2006,0.620238999393517
2007,0.6343972500548557
2008,0.3792503961755693
2009,0.38516972609611355
2010,0.4201112317129271
2011,0.7001401699732278
2012,0.6923676939158793
2013,0.5297953482987641
2014,0.6444477460928795
