YEARS,anomaly
1850,-0.149218292303947
1851,-0.38482960732514393
1852,-0.33902860945058255
1853,-0.2958580047973623
1854,-0.3237869012059684
1855,-0.2177253367147796
1856,-0.33736515912114884
1857,-0.4247110280643685
1858,-0.14937480813463766
1859,0.0815681770949834
1860,-0.2707254466269586
1861,-0.28517070672065803
1862,-0.26458789908152214
1863,-0.4761283303372343
1864,-0.4805309942239929
1865,-0.3899528462222363
1866,-0.07073964536458024
1867,-0.2177063684296221
1868,-0.15377758193408803
1869,-0.2769813536073764
1870,-0.4870096411640146
1871,-0.39275850373391474
1872,-0.20739843605599612
1873,-0.38171579761426944
1874,-0.3335169054024223
1875,-0.25808085467009395
1876,-0.09828462634610105
1877,-0.11331790327952398
1878,-0.3464030956913673
1879,-0.31154053332452053
1880,-0.2800902838560766
1881,-0.20738889695702006
1882,-0.26114718871174797
1883,-0.28757835998234926
1884,-0.5807630534561575
1885,-0.4591708166317456
1886,-0.466194444553561
1887,-0.3142324910380545
1888,-0.22951213585395547
1889,-0.19503348891418332
1890,-0.2867014889667898
1891,-0.1675027066683481
1892,-0.0010619963001316727
1893,-0.2855309942258302
1894,-0.38199067287988464
1895,-0.3440665460208664
1896,-0.38309982295401324
1897,-0.34064957348570796
1898,-0.18936049948584976
1899,-0.15010448259300702
1900,-0.1104743091975198
1901,-0.25199555234331455
1902,-0.2022042034804972
1903,-0.06309505340766294
1904,-0.21662583565227272
1905,-0.19553587368889572
1906,-0.14014241916344886
1907,-0.1637585037361227
1908,-0.1567632732856785
1909,-0.30230836417875045
1910,-0.3452751971575352
1911,-0.26102871936408567
1912,-0.17816149736094336
1913,0.04023650688699891
1914,-0.23701441071590307
1915,-0.12982960732760246
1916,-0.09222772149071744
1917,-0.2720144107155452
1918,-0.15079167075706804
1919,0.13746401639518874
1920,-0.052114021692912973
1921,0.09173900157394607
1922,-0.09330825426806683
1923,-0.18745989063567256
1924,-0.1936306052019629
1925,-0.19874441491281702
1926,-0.26515661789792083
1927,-0.14818046564638154
1928,-0.20521363266664644
1929,-0.3884789688316094
1930,-0.4056732014069933
1931,-0.3310761950326257
1932,-0.09299089270809725
1933,0.18272935256141074
1934,-0.1108439159761925
1935,-0.08261174683059987
1936,-0.1587348758142622
1937,-0.011516905405518285
1938,-0.210545302874976
1939,-0.21001918026561264
1940,-0.1263651591232235
1941,0.012331348313043663
1942,-0.09054064323938141
1943,-0.10462594556606514
1944,-0.11820420348130238
1945,-0.10511890115457459
1946,-0.2178675438970576
1947,-0.13525145932492566
1948,-0.13102394981585858
1949,0.012724802839012969
1950,0.05711326798973228
1951,-0.2135642711601013
1952,-0.23556427115988096
1953,-0.052905590381653274
1954,0.03236928488312349
1955,-0.11880120985632373
1956,-0.1646352648389905
1957,-0.21485800479817055
1958,-0.15159277854478442
1959,-0.1632182923038223
1960,-0.06784402588933774
1961,-0.042981463522385625
1962,-0.17225134941185555
1963,-0.16436515912281185
1964,-0.25166854177173403
1965,-0.09818989483308961
1966,0.05258259565638128
1967,0.038705834553651015
1968,0.01941676055249228
1969,0.027089749980816112
1970,-0.08606654602336788
1971,0.1368574709211913
1972,0.14451626161382952
1973,0.07042131027605307
1974,0.009776938145078113
1975,0.1008574709215364
1976,-0.053393556595250524
1977,-0.03645534091309743
1978,-0.06320875320583187
1979,0.016345656961390863
1980,0.024032955038127357
1981,-0.04849782720729069
1982,-0.007654233125641276
1983,0.28364416014635646
1984,0.09295231234737049
1985,-0.01564014430260861
1986,-0.0714600005494844
1987,0.033876439207342145
1988,-0.08421352275509214
1989,0.06764892969792032
1990,0.14516551320756477
1991,0.1205068324278213
1992,-0.030061886387121928
1993,-0.06860697728124195
1994,0.20584793182160332
1995,0.4164212003599893
1996,-0.003967154874350236
1997,-0.07423249104035498
1998,-0.01125145932609528
1999,0.12607067178199294
2000,0.14476262949534643
2001,0.19080522570194217
2002,0.3974829846777998
2003,0.32790938639991996
2004,0.014288752105952575
2005,0.007639500512257175
2006,0.015127686551221618
2007,0.22478625741648456
2008,0.2571323461856563
2009,0.359279213003719
2010,0.6529803800751769
2011,0.6242789931757364
2012,0.24191903541240267
2013,0.29884316227124347
2014,0.21531703966265198
