YEARS,anomaly
1850,-0.0937802995282809
1851,-0.2167414799580391
1852,-0.05442693365811873
1853,0.08844007924110917
1854,-0.33266960357073383
1855,-0.23406178901235192
1856,0.07671681908635028
1857,-0.08641040524662567
1858,-0.08906780503948676
1859,-0.1273608200166759
1860,-0.3484542277090171
1861,-0.3763382755721116
1862,-0.14868689181300546
1863,-0.37191879606365474
1864,-0.21271443915572796
1865,-0.28884115695055035
1866,-0.2618466664224166
1867,-0.2518464131505249
1868,0.15201483698469911
1869,0.014147570812318872
1870,-0.33001771324748125
1871,-0.11981360961653864
1872,-0.07490803042183496
1873,-0.04789650493943226
1874,-0.13515620982216378
1875,-0.06735480400664572
1876,-0.05439387684044212
1877,-0.08467036340948954
1878,-0.2340565328154756
1879,-0.1835874680843485
1880,-0.24795710908854937
1881,-0.021394130115891814
1882,-0.20033276611710035
1883,-0.09458721481901658
1884,-0.33344295549833897
1885,-0.24355941418583038
1886,-0.09089124873893072
1887,-0.21618426370892282
1888,-0.5176863852369037
1889,-0.4114484649614841
1890,-0.0460182198165066
1891,-0.2841617192793864
1892,-0.28918375715743616
1893,-0.2470400044055566
1894,-0.05037734843194049
1895,-0.09242718692764587
1896,-0.04715095363258086
1897,-0.21292956174341238
1898,-0.11760374322594414
1899,-0.32587421376513914
1900,-0.12776953385896136
1901,-0.004073567788857289
1902,-0.30547626559105545
1903,-0.10301245706945414
1904,-0.00881911909538489
1905,-0.16681886580953323
1906,-0.19897338422873803
1907,-0.043144937617888776
1908,-0.10235505727643635
1909,0.009998308587682673
1910,0.0784513514538883
1911,-0.15302923874684565
1912,-0.1807968279299093
1913,-0.1256089994221936
1914,-0.19038235134448928
1915,0.04787159078336937
1916,0.1932414850535859
1917,-0.15844871825520612
1918,-0.16728292762061484
1919,0.12334667152750418
1920,0.262384984530522
1921,0.019352434278448807
1922,0.10709798557805672
1923,0.04799881512994193
1924,-0.009172484968801985
1925,0.21570003739326796
1926,-0.16463680003973893
1927,-0.07631098152169379
1928,0.07188811919023662
1929,0.0823907472878094
1930,-0.08199592866236986
1931,-0.16347075613325596
1932,-0.1375428857858329
1933,-0.26559772719860264
1934,-0.14610060857970902
1935,0.03216409921966665
1936,0.126650198901434
1937,0.03298728964653174
1938,0.10084955290053704
1939,0.007274795159468375
1940,0.0691252796565977
1941,0.023804970604592662
1942,-0.14788548599187826
1943,0.06910875124773617
1944,0.03525250400595851
1945,-0.017443462070032004
1946,-0.010758514929462705
1947,-0.1717858089914364
1948,-0.05680259068252441
1949,0.04554501244005831
1950,-0.09945448100247214
1951,-0.009310981527256427
1952,0.10905340327555256
1953,-0.006537629599818326
1954,-0.19699041918321017
1955,-0.09044897153359734
1956,-0.03628869037385334
1957,-0.13620604832133765
1958,-0.147327256651911
1959,-0.14100143812708904
1960,-0.12181861254053651
1961,-0.12270266040584236
1962,-0.17938760754231284
1963,-0.19740989869194436
1964,-0.21483013801748338
1965,-0.23258145206520114
1966,-0.27664230950000285
1967,-0.16116722875921938
1968,0.008644689441604117
1969,-0.13817799442764853
1970,-0.10570291367999184
1971,0.16193219493968003
1972,0.13251195561517434
1973,-0.02049881003864726
1974,-0.1390840801714244
1975,-0.0019075238824707015
1976,0.1419264321990203
1977,0.08210349504975589
1978,0.12670003740066815
1979,-0.03310060858910352
1980,-0.0791339186756804
1981,0.04250144322882529
1982,0.27488786590065983
1983,0.2767218219939237
1984,-0.015586961552854597
1985,0.0015239876561143563
1986,0.34166672729240727
1987,0.04425275727790015
1988,0.1489927991064822
1989,0.2892685258482695
1990,-0.033902014410194595
1991,-0.1229844031742874
1992,-0.19235480399625407
1993,-0.20753712303767655
1994,-0.06068638527490184
1995,0.09614782407822771
1996,0.16296525175726026
1997,0.2226887651807523
1998,0.22957857578787177
1999,0.3843629466419239
2000,0.2564238040910094
2001,0.4640366215645113
2002,0.425136045293492
2003,0.25334065550164037
2004,0.09452297455753943
2005,-0.0700344949506521
2006,0.039462623669081945
2007,0.3131087512274799
2008,0.4522189406081812
2009,0.16704789380111507
2010,0.19887108422541933
2011,0.16868876518521103
2012,0.23561714207467635
2013,0.38905891272190296
2014,0.37764418286549195
