time,ohc
1850,-17.95878320133909
1851,-17.828285881666655
1852,-17.4808591837571
1853,-17.163279671646347
1854,-17.158349685145854
1855,-16.976118673754254
1856,-17.279460911679273
1857,-16.766044604757365
1858,-16.74000283594404
1859,-16.58709612831728
1860,-16.199247154567313
1861,-16.296971430133965
1862,-17.191891915446405
1863,-16.664820822939657
1864,-16.345924506303906
1865,-16.59185814568687
1866,-16.343463933380384
1867,-16.15914139385961
1868,-15.880377113723695
1869,-15.554004601476448
1870,-15.365556602344487
1871,-15.493360706399995
1872,-15.804121543289344
1873,-15.570118442408214
1874,-15.218256846663394
1875,-14.90344759186846
1876,-15.198500512807449
1877,-15.454951645578141
1878,-15.317947098828132
1879,-15.20178329393054
1880,-15.554981139255444
1881,-15.666031563296006
1882,-15.205298717743677
1883,-15.359831914287739
1884,-16.28634327753708
1885,-16.147518243111602
1886,-15.5774104646013
1887,-15.307343190184355
1888,-15.17520042887934
1889,-15.595278602072788
1890,-15.27245107075224
1891,-14.747104471500075
1892,-15.100012077481061
1893,-15.144124577002561
1894,-14.456139104745066
1895,-14.401432562470042
1896,-14.396387382665154
1897,-14.45721516443459
1898,-14.612736528392723
1899,-14.84493858665347
1900,-15.436623679028276
1901,-16.186047461196413
1902,-16.340271219513046
1903,-16.309988797787497
1904,-16.795901534784903
1905,-16.857736682851918
1906,-17.093522119806373
1907,-16.861999036903846
1908,-17.25294715125214
1909,-17.322491137624052
1910,-17.274176629125563
1911,-17.071977849991228
1912,-17.195037617987406
1913,-17.333534261473527
1914,-16.9668953205419
1915,-16.817437599427663
1916,-16.638384534084818
1917,-15.91636881976681
1918,-14.844128356847982
1919,-15.141893938455622
1920,-15.305589426098749
1921,-15.306394199159636
1922,-15.37847580016067
1923,-15.296673130519146
1924,-15.088005522070894
1925,-15.415347249016927
1926,-15.246559835491608
1927,-14.740156694889075
1928,-14.625659786595548
1929,-13.842110014124305
1930,-13.416241986975159
1931,-14.025340289671405
1932,-13.71860916414394
1933,-13.261596345557843
1934,-13.463080499994724
1935,-13.584533224125332
1936,-13.68179447039651
1937,-14.01785240194837
1938,-13.864986348176599
1939,-13.691531394125969
1940,-13.508295272521417
1941,-13.245027720613946
1942,-13.168319479114174
1943,-13.270965392871023
1944,-13.547561595511963
1945,-13.668472238725094
1946,-13.13293903928076
1947,-12.593028538651689
1948,-13.118706277267632
1949,-12.62948370429649
1950,-12.20613409289296
1951,-12.552961359406105
1952,-12.369434998460987
1953,-12.361660215195277
1954,-12.4810022123132
1955,-12.867961515326185
1956,-12.461579027740793
1957,-12.475923393088841
1958,-12.049978570405672
1959,-11.617855157749153
1960,-11.532605757689797
1961,-11.188997337251976
1962,-11.14723070968941
1963,-11.585633465080988
1964,-12.432154051879046
1965,-12.294396236492995
1966,-12.253133292080893
1967,-12.2417175334676
1968,-11.75218552226903
1969,-11.50145019634779
1970,-11.851570602214077
1971,-11.608292273020824
1972,-11.582195163641607
1973,-11.737253498304264
1974,-12.086076298532406
1975,-12.178341367167342
1976,-12.460768323790544
1977,-12.223649385687137
1978,-11.737177871148308
1979,-11.071604042929764
1980,-10.707872007589831
1981,-10.829713221569868
1982,-10.239270640438887
1983,-10.148811618936742
1984,-10.062981740192896
1985,-9.826870168387066
1986,-9.714272799387652
1987,-9.523445288870573
1988,-8.786052551801118
1989,-8.370315784281603
1990,-8.30685689572507
1991,-7.947211922229312
1992,-8.345134805129968
1993,-8.421653560050885
1994,-7.65439443829576
1995,-7.2628299497521684
1996,-7.191120141976618
1997,-6.248613125695906
1998,-5.33415200642204
1999,-4.770167477322552
2000,-4.181991470363633
2001,-3.185949473571794
2002,-3.1131939017316568
2003,-2.511885991218511
2004,-2.0503038826126154
2005,-2.240013591875265
2006,-1.4904771186622978
2007,-0.8608522706818914
2008,-0.601518189550549
2009,0.00804064018161653
2010,-0.5740789845371492
2011,0.0514396027155786
2012,1.0776190246467907
2013,1.708289636695142
2014,2.9215512510680246
