time,ohc
1850,-5.867516186348201
1851,-5.749397251025506
1852,-5.615288603076043
1853,-5.627547331542782
1854,-5.501686188144693
1855,-5.54067517952436
1856,-5.5247001519894035
1857,-5.524221045391944
1858,-5.455884414665878
1859,-5.199884433784272
1860,-4.987326031092014
1861,-4.81394049696822
1862,-4.675068046113468
1863,-4.547403711270452
1864,-4.660132819450847
1865,-4.814983326722972
1866,-4.8255992475441625
1867,-4.813246896672817
1868,-4.634326759123901
1869,-4.704906935989427
1870,-4.755236907713281
1871,-4.793927693338654
1872,-4.7449964486641125
1873,-4.76759081338617
1874,-4.699892816097516
1875,-4.700304688303932
1876,-4.792277142564339
1877,-4.996726760776318
1878,-5.069484709359132
1879,-5.046246598103528
1880,-4.793137936531973
1881,-4.589757659313629
1882,-4.554780303621793
1883,-4.489639914510879
1884,-4.564447037024991
1885,-4.487010637372702
1886,-4.737248794694003
1887,-4.68066070400822
1888,-4.565171742300755
1889,-4.518643563826031
1890,-4.463921307559542
1891,-4.15895284858696
1892,-4.061758493213239
1893,-4.141014306037481
1894,-4.240849408189322
1895,-4.200792233314256
1896,-4.193238626707008
1897,-4.061677559316777
1898,-4.162706203348417
1899,-4.301312961816553
1900,-4.119030246925557
1901,-4.0853997239219515
1902,-4.088599486743211
1903,-4.227538720605338
1904,-4.251203572818288
1905,-4.289406719911963
1906,-4.123670745270518
1907,-4.055643784886373
1908,-3.982587600218809
1909,-3.817910898000686
1910,-3.9034824591472175
1911,-4.074904739986727
1912,-4.112433078064693
1913,-4.15209867505878
1914,-4.308751123358349
1915,-4.622244165618102
1916,-4.7429032333186125
1917,-4.708231269269295
1918,-4.806526205211715
1919,-4.877554550760076
1920,-5.19511389333876
1921,-5.357167815914149
1922,-5.432866108232081
1923,-5.197781359358508
1924,-5.065538783966734
1925,-5.039610923107926
1926,-5.331617968982
1927,-5.267023012703962
1928,-5.429376066188716
1929,-5.458084371750934
1930,-5.278470882637285
1931,-5.359875563440106
1932,-5.344906764945718
1933,-5.419892314491588
1934,-5.485079484468469
1935,-5.422785081382108
1936,-5.263319943988365
1937,-5.14286138367779
1938,-5.07411993586501
1939,-4.779503887644104
1940,-4.659507714860646
1941,-4.565767821911957
1942,-4.610998117547993
1943,-4.773409473500247
1944,-4.996068594970738
1945,-4.932116509105589
1946,-5.148414266589042
1947,-5.328754774054817
1948,-5.266641330534196
1949,-5.4939682305433895
1950,-5.715254380830508
1951,-5.640438266708348
1952,-5.721841932347906
1953,-5.7830227052557905
1954,-5.7365769300687806
1955,-5.64115906500853
1956,-5.783958231382291
1957,-5.811723268395937
1958,-5.72936726473187
1959,-5.744610420562018
1960,-5.882329253412282
1961,-5.71275668143879
1962,-5.542514113583799
1963,-5.323436138265221
1964,-5.213801476030425
1965,-5.133417306431283
1966,-5.2526540068819125
1967,-5.260129835356628
1968,-5.3947687995699365
1969,-5.278402617013599
1970,-5.161216460971417
1971,-5.116984136302124
1972,-5.040479801880688
1973,-4.955229461607435
1974,-4.86244706703774
1975,-4.6499603643730465
1976,-4.450017789355153
1977,-4.389529655050246
1978,-4.452828434318981
1979,-4.604233865121141
1980,-4.745051032666547
1981,-4.854855098839555
1982,-4.973570985666274
1983,-5.082391448589608
1984,-4.872117806491076
1985,-4.466807676039744
1986,-4.188597959730325
1987,-4.323149253210403
1988,-4.348464862814182
1989,-4.137300806057799
1990,-4.030962696596041
1991,-3.6671112331093414
1992,-3.189766856009796
1993,-2.8109431298263785
1994,-2.4276941949153477
1995,-2.0899040889624376
1996,-1.9830109298573149
1997,-2.0513040762276504
1998,-1.8970658521748547
1999,-1.7573642314493854
2000,-1.7290790635137456
2001,-1.5745770310106337
2002,-1.420429218166568
2003,-1.147541974271536
2004,-0.9642639256989496
2005,-0.7656179448125685
2006,-0.6871467522680719
2007,-0.6212579983195683
2008,-0.4093365115755136
2009,-0.12253881879074575
2010,-0.00186551693662
2011,0.27329986758921176
2012,0.5184706784163481
2013,0.7727732519960837
2014,1.0432197447014444
