time,ohc
1850,-6.074483397761263
1851,-6.17102060467877
1852,-6.307359228182745
1853,-6.1582298993589
1854,-6.100893550259457
1855,-6.023613839279085
1856,-6.032205636337102
1857,-6.094685279204924
1858,-5.969058289894047
1859,-5.975638168123316
1860,-5.92631646428849
1861,-5.78334176619319
1862,-5.604183948923503
1863,-5.552860840027267
1864,-5.470296584275804
1865,-5.47210383011387
1866,-5.488245374995408
1867,-5.576434003965974
1868,-5.726656340967869
1869,-5.755701556988241
1870,-5.746936993973337
1871,-5.858947368453163
1872,-5.779195359236653
1873,-5.8071290020874695
1874,-5.861600752277155
1875,-5.7480089397057075
1876,-5.63608862561203
1877,-5.763413668518322
1878,-5.624807097966777
1879,-5.5232187388533545
1880,-5.433863558542196
1881,-5.12341852303373
1882,-4.893633282213464
1883,-4.827087470664801
1884,-4.966838717510601
1885,-4.835759523527702
1886,-4.693510410301412
1887,-4.59409970697543
1888,-4.6353856759273055
1889,-4.598086030087697
1890,-4.699408038485619
1891,-4.6736646870727006
1892,-4.708696014970284
1893,-4.665400590903876
1894,-4.643114205288131
1895,-4.468767024684371
1896,-4.30158584804133
1897,-3.9510422990913217
1898,-3.6895623037695255
1899,-3.4967242867385724
1900,-3.418106110890387
1901,-3.64610004254143
1902,-3.524762387610342
1903,-3.6630966193534245
1904,-3.9234800447441263
1905,-4.019633915031886
1906,-3.9899530553653286
1907,-3.8755733172209723
1908,-3.5304377937715574
1909,-3.3406254555574244
1910,-3.3066513705694427
1911,-3.140862831900644
1912,-2.9323040516724945
1913,-2.969201177145127
1914,-3.0610386424812583
1915,-2.873808440206073
1916,-2.7952902818539482
1917,-2.8548127253776663
1918,-2.95139531507448
1919,-2.7623060754429583
1920,-2.571017225891364
1921,-2.436343836356271
1922,-2.3687015977805745
1923,-2.3852213040256607
1924,-2.16583998076025
1925,-1.8361976731242544
1926,-1.7614548340989282
1927,-1.6355233722472002
1928,-1.6471359344887233
1929,-1.4522111936823876
1930,-1.2652494711752722
1931,-0.9996499260461212
1932,-0.6405419251617857
1933,-0.6682701528554879
1934,-0.7460362658276991
1935,-0.7044812917744351
1936,-0.7400411817613337
1937,-0.7168963434512952
1938,-0.6378933086963534
1939,-0.7044880702514815
1940,-0.7248761838179609
1941,-0.7082946776321797
1942,-0.6861634415622624
1943,-0.38706940565568065
1944,-0.060342359914587564
1945,0.1784474667314464
1946,0.3159133743985714
1947,0.3349897078220204
1948,0.2338937887499847
1949,0.07251058493255386
1950,0.22443162070813485
1951,0.20003107243424212
1952,0.3563174900882467
1953,0.6386415485780099
1954,0.6844108838667249
1955,0.732563039539914
1956,0.6901820899879463
1957,0.6254083555122473
1958,0.5563297712528348
1959,0.5456081049050676
1960,0.6945805651077914
1961,0.7171531848002355
1962,0.8007975261814759
1963,0.4277859696440908
1964,0.20259937031898484
1965,-0.01714578265933175
1966,0.033133668635689964
1967,0.2505889088955621
1968,0.359220923342374
1969,0.4788251445797295
1970,0.5043000882257042
1971,0.6438916565388633
1972,0.7296579803057336
1973,0.6798670759017122
1974,0.6040231620604241
1975,0.30903871612604183
1976,0.22073695751944716
1977,0.02309074057046221
1978,-0.24099602732125538
1979,-0.45654057479966703
1980,-0.7028069798948727
1981,-0.8025474590008733
1982,-1.0970473236834684
1983,-1.3092771790861712
1984,-1.3989433856006381
1985,-1.459847830747929
1986,-1.7157230301237711
1987,-1.5941192850013828
1988,-1.610396980932574
1989,-1.642525781005039
1990,-1.5149941721547115
1991,-1.5075362002430888
1992,-1.6598211872458586
1993,-1.6190390795462797
1994,-1.54871910333625
1995,-1.5053961064051542
1996,-1.5981557990717015
1997,-1.6408530831089074
1998,-1.57004053603787
1999,-1.6548461716564695
2000,-1.5304236297502563
2001,-1.5393335644745825
2002,-1.2766077031537084
2003,-1.1405337789505714
2004,-1.280794841127359
2005,-1.1657537664466011
2006,-0.9942886703833145
2007,-1.0728220392299386
2008,-0.800755970561382
2009,-0.5196082924610912
2010,0.10895898289036068
2011,0.585776766949642
2012,0.8725840186302074
2013,1.2805152173510217
2014,1.7053937532610957
