time,ohc
1850,4.09704469569125
1851,4.076871482227658
1852,4.252195728286896
1853,4.412880569818739
1854,4.5581316501438165
1855,4.416856397296089
1856,4.5473378350931934
1857,4.579979904348251
1858,4.8859920289182
1859,5.411229437920068
1860,5.8091247728483175
1861,6.1897729727989645
1862,6.1815266491766
1863,6.2703906781700995
1864,6.314469184152384
1865,6.342280539287007
1866,6.233588324138622
1867,6.038476826165932
1868,5.958904055026974
1869,5.895715498539552
1870,5.720629302480584
1871,5.665678171503126
1872,5.553971920730833
1873,5.627860209863343
1874,5.610768771878018
1875,5.603459078393686
1876,5.5437866060416825
1877,5.762673423934577
1878,5.7617805703897815
1879,5.854510541654013
1880,5.84233085973685
1881,5.6439715553898235
1882,5.3947182983300905
1883,5.317201198921361
1884,5.286394985450757
1885,5.0818232366258265
1886,4.952353002615287
1887,4.814974419863443
1888,4.667621292542188
1889,4.387449955532843
1890,4.235514709323972
1891,4.290148957301983
1892,4.141934923704154
1893,3.751990753241678
1894,3.4793544519865116
1895,3.5731332020679107
1896,3.487206575239202
1897,3.4498970201334047
1898,3.4702324930085227
1899,3.425249926320595
1900,3.603281574547343
1901,3.790452884873975
1902,4.151566734531479
1903,4.428416685431969
1904,4.492289564499903
1905,4.406026361666361
1906,4.27428503713629
1907,3.971642112861254
1908,3.9652419261906675
1909,4.085272673654063
1910,3.9015572261801736
1911,3.6684781669687605
1912,3.5161066743796043
1913,3.404353951902958
1914,3.2305194668460544
1915,3.2017914324056984
1916,3.1983827534182114
1917,3.2234451119659013
1918,3.293906875796873
1919,3.311681979665791
1920,3.2860259420194695
1921,3.088382213271099
1922,3.034661438448809
1923,3.1984619442781304
1924,3.179185805360878
1925,3.213000170566355
1926,3.110336706676443
1927,3.084703545581266
1928,3.0517302776764996
1929,3.0727746850863227
1930,3.078282125844884
1931,3.2023052228159674
1932,3.218239672117564
1933,3.424572259686704
1934,3.7151811534902417
1935,3.965175223454623
1936,3.9151100303033126
1937,3.8614854437148893
1938,3.725020948024434
1939,3.6138000350927317
1940,3.6313881685570095
1941,3.596939580570769
1942,3.4005709413574077
1943,3.078892946940869
1944,2.935380037855041
1945,2.679976014749395
1946,2.306258234827891
1947,2.2813933935206823
1948,2.557231186341653
1949,2.76289017907909
1950,2.733779708932895
1951,2.6156765482524023
1952,2.6790286492715105
1953,2.735280049995025
1954,2.9787207447477453
1955,3.0588377007259226
1956,3.0323467998407097
1957,3.19939713775361
1958,3.1257689870926284
1959,2.898742856688364
1960,2.8613379116287443
1961,2.976383671746339
1962,2.92014787531494
1963,2.971075689734964
1964,2.782503437602085
1965,2.9259668178851763
1966,2.914545142738329
1967,2.907290822845969
1968,3.0052774903749273
1969,2.8313307403943213
1970,2.67982297605033
1971,2.5057659683561084
1972,2.133585602975296
1973,1.6850641084259417
1974,1.3098770423073542
1975,1.0876822159838662
1976,0.8327059065059004
1977,0.7957264279283252
1978,0.89510896129359
1979,0.7280935512544204
1980,0.4778435326590543
1981,0.4099678501953271
1982,0.31767915466413044
1983,0.33468479929355865
1984,0.35399221757315974
1985,0.2219029540147869
1986,0.18091060171842593
1987,0.0604766798994671
1988,-0.058493451233781
1989,0.09074116731504064
1990,0.338473752839451
1991,0.6796321761674385
1992,0.7407870958868898
1993,0.7321193633564547
1994,0.6999222830014118
1995,0.6913115503528697
1996,0.5889396973235093
1997,0.18742850138461517
1998,-0.0605217280488926
1999,-0.02724753395994845
2000,0.18123125029116488
2001,0.02860212772729618
2002,-0.03828585065860785
2003,-0.08079143311436816
2004,0.004918168035900901
2005,-0.07205702962789821
2006,0.06425647835866824
2007,0.019274328299998172
2008,-0.055043350834727806
2009,-0.08770970688198176
2010,-0.03664842197817065
2011,0.021721506825258263
2012,0.07100236819420518
2013,0.06344544708248963
2014,0.01175838056215887
