time,ohc
1850,-22.05623212067713
1851,-21.975297491802575
1852,-22.2453403017484
1853,-22.506102792789676
1854,-23.227721338759768
1855,-23.677071402688544
1856,-23.74787694605485
1857,-23.730145463817845
1858,-24.18407776923796
1859,-24.1153624510036
1860,-24.10041192146932
1861,-24.735452769664345
1862,-24.95051945515556
1863,-25.093260714140932
1864,-25.145663658741103
1865,-24.805111772463224
1866,-24.79212057075383
1867,-25.21476738092939
1868,-25.073336925312503
1869,-24.57317612580448
1870,-24.877917539842677
1871,-24.96082655792729
1872,-24.88494828765289
1873,-25.403221442660946
1874,-25.01337117325244
1875,-24.71151017953091
1876,-24.96777483531297
1877,-24.57890422981858
1878,-24.800396648704123
1879,-24.836082447401523
1880,-24.54726238919468
1881,-24.6148236361707
1882,-24.88205406372404
1883,-25.024721689905263
1884,-26.026330193294314
1885,-26.276527396872332
1886,-26.21662905385498
1887,-26.633798364860567
1888,-26.373409216388055
1889,-26.163182279038395
1890,-26.30933664687495
1891,-26.51285838098879
1892,-25.918135306791154
1893,-26.054461605810175
1894,-25.85727560397521
1895,-25.9912528642893
1896,-26.040295676577298
1897,-26.595226763505963
1898,-26.856273902933367
1899,-26.818033228493693
1900,-26.927224359761706
1901,-26.306619656685342
1902,-26.462096546540835
1903,-26.552453165044927
1904,-26.493028939136394
1905,-26.699921578983677
1906,-26.000492083206353
1907,-25.48992403526799
1908,-25.901341972142088
1909,-25.964837297856686
1910,-25.979423951317354
1911,-25.959512242839665
1912,-26.36623210230053
1913,-26.289932691456315
1914,-26.130500121381324
1915,-26.66789243753273
1916,-26.118833739198738
1917,-25.18402536514449
1918,-24.73529108905286
1919,-25.111273203188862
1920,-25.252813899844316
1921,-25.179727355697256
1922,-25.01810378595025
1923,-25.057950685569168
1924,-25.672134833795855
1925,-25.66279918620603
1926,-25.390201500517932
1927,-25.34789490481684
1928,-24.669459491775626
1929,-24.48250204306622
1930,-24.2628475212037
1931,-24.158201606853932
1932,-24.36490477797517
1933,-24.12821703213734
1934,-24.12182037628652
1935,-24.235836194310906
1936,-23.6939090183272
1937,-23.290407204104785
1938,-22.942471467371053
1939,-22.790602333637423
1940,-22.472740756390344
1941,-21.97988029169349
1942,-22.032536454983322
1943,-22.275855354910785
1944,-22.147834889423493
1945,-22.042957303229944
1946,-21.770285984737697
1947,-21.35864155456447
1948,-20.24061804429877
1949,-19.558232545914677
1950,-19.462793317661962
1951,-18.857315487271677
1952,-18.69648211270939
1953,-19.162223361627863
1954,-19.206189159050552
1955,-18.89322590136736
1956,-18.625020988444554
1957,-19.05724353933207
1958,-18.797497320432623
1959,-18.355547058928963
1960,-18.473523735720857
1961,-18.76595155004956
1962,-18.81132892538081
1963,-18.53580302138168
1964,-19.265122386464267
1965,-19.76900677801605
1966,-19.507069559447945
1967,-19.264672642599713
1968,-19.261573259674826
1969,-19.243789691482906
1970,-19.362630196267023
1971,-18.937207611933385
1972,-18.70785163059649
1973,-18.209829744802207
1974,-17.549417993071696
1975,-17.09407928828768
1976,-17.286930672441
1977,-16.888685458972756
1978,-16.061459638857656
1979,-15.057433642500815
1980,-14.40078250738379
1981,-14.257224802065219
1982,-13.1533062974571
1983,-12.674161127541122
1984,-12.659474590124479
1985,-12.561654893473705
1986,-11.7898793149254
1987,-11.774371152634266
1988,-11.021862000840969
1989,-10.29609830592198
1990,-10.016780355616241
1991,-9.91731740921649
1992,-9.93106178153752
1993,-10.038199295908
1994,-10.087421694084865
1995,-9.716669929557913
1996,-9.15650896726561
1997,-7.9926423858348405
1998,-7.16174035533502
1999,-6.579142302704934
2000,-5.677442259533077
2001,-4.271107480592837
2002,-4.195651241475698
2003,-3.5200919607939536
2004,-2.6479183271957814
2005,-2.8274234711831263
2006,-2.1582477207813238
2007,-0.8691547521368697
2008,-0.1886235190837388
2009,-0.04099989250039385
2010,0.07447441084617111
2011,0.7053911826927712
2012,1.354594717386966
2013,1.7284749423789556
2014,2.221514102380588
