time,ohc
1850,-16.384293955569234
1851,-16.219703316726886
1852,-16.299317442788922
1853,-16.432199722159556
1854,-16.83810738704895
1855,-16.911807404488194
1856,-16.653299774473933
1857,-17.12174230471099
1858,-17.29760554084056
1859,-16.982747716122482
1860,-17.106633845478452
1861,-16.977569034076307
1862,-17.298055909479864
1863,-17.196270698002866
1864,-16.87756032153992
1865,-17.035420963715143
1866,-16.931324221189218
1867,-17.064227088413244
1868,-16.746037248135647
1869,-16.164088734371642
1870,-16.13436536836399
1871,-16.42990476274473
1872,-16.386031354517524
1873,-16.317970681692135
1874,-16.868782841798225
1875,-16.565013605754512
1876,-16.40817954003036
1877,-16.44511415312622
1878,-16.039962502663492
1879,-15.92224654803174
1880,-15.95867091887063
1881,-15.599842534654735
1882,-15.795040586983797
1883,-16.29928980060378
1884,-17.726829652433345
1885,-17.64051641147924
1886,-17.301252229773738
1887,-17.213397968127055
1888,-16.91762498543746
1889,-16.882268366749724
1890,-16.3237674890194
1891,-16.785826844076777
1892,-16.29963778598009
1893,-15.07955368057368
1894,-14.94127362676764
1895,-14.721165067127956
1896,-14.617369768401497
1897,-14.521810403265082
1898,-14.326409644408933
1899,-15.05429952376237
1900,-14.89158223119049
1901,-14.510138484850755
1902,-14.04146236631155
1903,-14.29433254165113
1904,-14.942715740138167
1905,-14.884223223144602
1906,-14.603401674799262
1907,-14.357835391879789
1908,-14.675301989448313
1909,-14.258873539700403
1910,-14.05782923423916
1911,-13.946078857862023
1912,-14.418976827429468
1913,-14.336307339759376
1914,-13.907019894326915
1915,-13.404910387003847
1916,-13.550494333229992
1917,-13.2431842831659
1918,-12.655903960521291
1919,-11.898531981397888
1920,-11.833885675538896
1921,-11.595545135627257
1922,-11.812160148883777
1923,-12.393666275878067
1924,-12.286309575277832
1925,-11.740469188696224
1926,-11.732443639558745
1927,-11.702032114611681
1928,-11.110649266057905
1929,-10.693220919649454
1930,-11.155852280523996
1931,-10.940428546532306
1932,-10.488265470883332
1933,-10.865726016432975
1934,-10.804702876004598
1935,-10.553773902426096
1936,-10.792024968995957
1937,-10.883601133342285
1938,-10.950990033087063
1939,-10.734806082674105
1940,-10.552076108895058
1941,-10.56851868030184
1942,-10.73189642202819
1943,-10.946741028274522
1944,-10.84558958616482
1945,-11.123739568105105
1946,-11.341676509671682
1947,-11.1247323428341
1948,-10.748504252249376
1949,-10.681327322958932
1950,-11.17898456294509
1951,-11.328222556376911
1952,-11.274945695138356
1953,-11.49829679699578
1954,-11.447081492638505
1955,-11.117697204485964
1956,-10.983882883942044
1957,-10.993401156140472
1958,-10.387909441073944
1959,-10.498560153523734
1960,-11.188455345555631
1961,-11.520924847096872
1962,-11.658084649122165
1963,-12.419521150441412
1964,-13.542246187924565
1965,-13.788774363794614
1966,-13.775146443758832
1967,-13.207752355270769
1968,-13.147551194820497
1969,-13.690011268207597
1970,-13.649884552521332
1971,-13.014562026251514
1972,-12.84860536345537
1973,-12.669269168792676
1974,-12.815195734518376
1975,-13.126070358449718
1976,-12.809325973595854
1977,-12.324291221051807
1978,-12.348250685337515
1979,-12.085034721884917
1980,-11.464393067938303
1981,-10.9474556533813
1982,-10.128932500780486
1983,-10.192270344247918
1984,-9.622585312567672
1985,-9.340335976715052
1986,-8.625006821246883
1987,-8.076427012769608
1988,-7.7666481028308985
1989,-7.29398269156783
1990,-6.6854501108128765
1991,-6.423795755909609
1992,-7.380843400544272
1993,-7.28516788228561
1994,-6.671751971346826
1995,-6.742055289729412
1996,-6.611645042226873
1997,-5.832000320479185
1998,-4.840834300114725
1999,-4.455932091164851
2000,-4.363869444408426
2001,-3.6730084094845203
2002,-2.7796325198868823
2003,-2.424071467736727
2004,-2.287497137447097
2005,-1.8439332027478266
2006,-1.2248737452039402
2007,-1.0553659744623967
2008,-1.2201274080522817
2009,-0.553724199747621
2010,0.014378635533250021
2011,0.345481861064163
2012,1.4338968881600511
2013,1.943067435673833
2014,2.161199709782769
