time,ohc
1850,-20.892725882328197
1851,-20.762593985599892
1852,-20.94070594526631
1853,-21.71166538992415
1854,-21.398472457379427
1855,-20.58474471514782
1856,-20.720519638048653
1857,-20.51427316465675
1858,-20.99634248205249
1859,-20.66985660690603
1860,-20.62279396753321
1861,-21.056898908261488
1862,-21.293085555782294
1863,-21.289924267957666
1864,-21.54276946165813
1865,-21.729190443722867
1866,-21.89962330022619
1867,-21.459642730937542
1868,-21.490022009011625
1869,-21.183783757158793
1870,-20.93541022008418
1871,-21.249262258594655
1872,-21.12382330622421
1873,-20.777049306397757
1874,-20.77454493873483
1875,-20.181441321951265
1876,-19.907389294290724
1877,-19.579522076514706
1878,-19.689591507909828
1879,-19.81609601194184
1880,-20.432774540017974
1881,-20.29313525041819
1882,-19.75383332329021
1883,-20.02533482457521
1884,-21.05900495698079
1885,-21.08417684130869
1886,-20.808756971481827
1887,-20.459707734861453
1888,-20.519774526794492
1889,-20.67373180927792
1890,-20.040749364679083
1891,-20.04564662478687
1892,-20.358787741289387
1893,-20.117355384443417
1894,-20.031057336957147
1895,-19.766655172938105
1896,-19.41781590939725
1897,-19.434861743483232
1898,-18.94777019030175
1899,-18.54196010614704
1900,-18.197617314344413
1901,-17.948966301880777
1902,-18.8911906522264
1903,-19.419342054734962
1904,-19.868460224084185
1905,-19.80443456222292
1906,-19.598330559601038
1907,-19.37623843142109
1908,-19.51102495692829
1909,-18.974154237827488
1910,-18.178121406706563
1911,-18.14065462912899
1912,-18.51410516889344
1913,-18.862561139160146
1914,-19.171612229620248
1915,-19.22510378563743
1916,-18.77806053196102
1917,-18.96889698299459
1918,-18.974424162340952
1919,-18.794642070003466
1920,-18.849250993724425
1921,-18.24841427193486
1922,-18.09091806568226
1923,-18.47223068076285
1924,-18.428662615274728
1925,-18.38711931211463
1926,-17.868457953516195
1927,-18.07233687268896
1928,-18.3376830842138
1929,-18.134917684243348
1930,-18.316050269789155
1931,-18.68293907410099
1932,-18.687992305442044
1933,-18.8139553591626
1934,-18.59969830537566
1935,-18.580203914297794
1936,-18.57714459586017
1937,-18.47884044516909
1938,-18.89232578398208
1939,-19.203361135383826
1940,-18.96342559101431
1941,-19.20285633795392
1942,-19.080451511922742
1943,-18.66466008689125
1944,-18.73544010832666
1945,-18.266056966719102
1946,-18.22200145276243
1947,-17.644987930920575
1948,-17.264538360576402
1949,-17.399480857316863
1950,-17.27165866445998
1951,-17.54574734500208
1952,-16.987864078750075
1953,-16.776051733450213
1954,-17.24715131257552
1955,-16.972740806756562
1956,-17.174094014672864
1957,-17.550395708623547
1958,-17.39914326105487
1959,-17.07879314089646
1960,-17.082898476226898
1961,-16.489199407282264
1962,-16.29020605658218
1963,-17.49103756817323
1964,-18.37146314893148
1965,-18.40550647258341
1966,-18.88829417814149
1967,-18.899367694627056
1968,-19.168248981419612
1969,-19.008647010069605
1970,-19.303193286984854
1971,-19.187269193640258
1972,-18.94727964742449
1973,-18.57962207075696
1974,-17.65378844316039
1975,-17.221731417185158
1976,-16.74126306746028
1977,-16.608666927472793
1978,-16.492505860125544
1979,-16.34234377933751
1980,-15.585370850328019
1981,-15.154654665595974
1982,-14.859258613552292
1983,-14.601913099612142
1984,-14.665420463580269
1985,-14.9885368866507
1986,-14.222097066156095
1987,-13.19289255606415
1988,-12.765541974906668
1989,-12.248350427861553
1990,-11.680946268278184
1991,-11.331721525652437
1992,-11.541119781041267
1993,-12.404609340230841
1994,-11.715611437183139
1995,-10.992612520694653
1996,-10.401331159313958
1997,-9.725612698408103
1998,-9.015893224061465
1999,-7.908312400971886
2000,-7.2602836925200975
2001,-6.668318410054569
2002,-6.431430492484215
2003,-5.4148080029893935
2004,-4.2416968624250915
2005,-4.009081943056903
2006,-3.311957989767278
2007,-1.7486376027000017
2008,-1.188858544426763
2009,-0.5572514081519712
2010,0.1930173146315315
2011,1.1376017530452789
2012,1.9810905457542152
2013,3.0729337177516323
2014,4.431144156920259
