time,ohc
1850,-4.520095056090152
1851,-4.722450242982034
1852,-4.646041076178839
1853,-4.844390246419777
1854,-5.012120510488916
1855,-5.2220620644052405
1856,-5.402286262490885
1857,-5.548993660489987
1858,-5.5883443488428295
1859,-5.6663261075497315
1860,-5.824704544822634
1861,-5.76587013476016
1862,-5.707433307052795
1863,-5.73383613545141
1864,-5.803880167228537
1865,-5.860015161271542
1866,-5.822666329900904
1867,-5.855491969716788
1868,-6.033367806033953
1869,-5.989560625398496
1870,-6.0566579490887085
1871,-6.021431900012051
1872,-6.0120230566617465
1873,-6.013826053948204
1874,-6.0941472174307885
1875,-5.974817646293479
1876,-6.136226376597268
1877,-6.395901706072371
1878,-6.65747534979962
1879,-6.721747487534952
1880,-6.693301393230431
1881,-6.847565543066347
1882,-7.038299458755329
1883,-7.140215134431838
1884,-7.293015235493299
1885,-7.2905201758390605
1886,-7.1503982957377765
1887,-7.114119457532535
1888,-6.931522413812582
1889,-6.663577738917444
1890,-6.708203843309028
1891,-6.650198282272903
1892,-6.712057866889281
1893,-6.921584321007169
1894,-6.992804407100195
1895,-6.927266836001872
1896,-6.838876504828917
1897,-6.864217994186851
1898,-6.950324470462814
1899,-6.971215573214836
1900,-7.020989033203468
1901,-7.345622828897395
1902,-7.587136887400901
1903,-7.51135484397345
1904,-7.4179624493493606
1905,-7.19226020907043
1906,-7.328363693040986
1907,-7.1229019562223534
1908,-6.886001335695099
1909,-6.712327082140864
1910,-6.527626457330975
1911,-6.40410932786452
1912,-6.323075766610676
1913,-6.440286797678275
1914,-6.400935057762523
1915,-6.540207942497554
1916,-6.547968841695091
1917,-6.503946385099377
1918,-6.5024332379106005
1919,-6.515323010830544
1920,-6.3302838176782235
1921,-6.157320068982008
1922,-6.164426446897235
1923,-6.225338347966244
1924,-5.9664619511921995
1925,-5.9069354537410055
1926,-5.84724180015446
1927,-5.664301181575746
1928,-5.588284829606164
1929,-5.429863092099269
1930,-5.337057193364793
1931,-5.188521418753731
1932,-5.112423538829077
1933,-4.972562072222405
1934,-5.122549646329954
1935,-5.122929804664197
1936,-5.255081863501957
1937,-5.352199471377382
1938,-5.3402056088705425
1939,-5.4338392784031955
1940,-5.390965451702149
1941,-5.416407885905025
1942,-5.681317174127201
1943,-5.463314636313634
1944,-5.300001407234522
1945,-5.327925207432468
1946,-5.480284750343075
1947,-5.695429793712211
1948,-5.825408845150245
1949,-5.772856596285739
1950,-5.722691263022088
1951,-5.689730424888194
1952,-5.413090181422348
1953,-5.211588980222588
1954,-5.0918349712052
1955,-5.2035183342978995
1956,-5.3405892758179725
1957,-5.6173401447672555
1958,-5.770822295748232
1959,-5.854417323259789
1960,-6.085682603379738
1961,-5.978199465155093
1962,-5.995524895786762
1963,-6.0388701989252525
1964,-6.311081158009753
1965,-6.296954495757472
1966,-6.2435470310102765
1967,-6.191837145960338
1968,-6.157236162586198
1969,-6.106434800455029
1970,-6.171406799941619
1971,-6.202117072495993
1972,-6.1212292381932185
1973,-5.880544893262828
1974,-6.024584152385668
1975,-6.006771583254253
1976,-5.958734807410199
1977,-6.138522312329105
1978,-6.085875868715794
1979,-5.959951697820402
1980,-5.868334778054543
1981,-5.8506051228236995
1982,-6.1178469491372205
1983,-6.378505502072797
1984,-6.368819413119274
1985,-6.477374711722884
1986,-6.461517193060726
1987,-6.274187718665759
1988,-6.177111314395425
1989,-6.022804061676009
1990,-5.81354461143517
1991,-5.5017465518921185
1992,-5.65977160031478
1993,-5.4845750026252045
1994,-5.276956398083158
1995,-5.044221609959025
1996,-4.665517392825403
1997,-4.264576395818231
1998,-3.8030503218461313
1999,-3.614928808521797
2000,-3.3494770609451274
2001,-3.0765572882979124
2002,-2.7899727184254624
2003,-2.4523388448332675
2004,-2.1221704212330077
2005,-1.7727500032449832
2006,-1.4754470574921008
2007,-1.09710470792158
2008,-0.6992436450308723
2009,-0.25482532134825464
2010,0.34879274840100366
2011,0.5969937784014995
2012,1.1316287486292047
2013,1.4462086062939412
2014,1.7757468533121419
