time,ohc
1850,-3.0460137169886377
1851,-3.165586158888703
1852,-3.184739853364603
1853,-3.192598292109179
1854,-3.1239768159950883
1855,-3.4859100006556454
1856,-3.747291743703075
1857,-3.97624641257748
1858,-3.9880278829619957
1859,-4.046326343989232
1860,-4.0576654807871995
1861,-4.177045197067919
1862,-4.297973977098579
1863,-4.441356317791601
1864,-4.445666828191433
1865,-4.631678725737035
1866,-4.595024975292769
1867,-4.789208700731862
1868,-4.886193157083135
1869,-4.855555962717737
1870,-4.876365766661372
1871,-4.9742961007948665
1872,-5.090965751362571
1873,-5.176184564343249
1874,-5.181440527976999
1875,-5.2278090107805495
1876,-5.024893618446612
1877,-4.887474673241911
1878,-4.980234322866737
1879,-5.215300853356746
1880,-5.255743227237293
1881,-5.199652828509887
1882,-5.158802858859539
1883,-5.394104651493969
1884,-5.4735791834480025
1885,-5.383120328518909
1886,-5.108828010390874
1887,-5.086429454557969
1888,-5.324516584754723
1889,-5.381923020269451
1890,-5.461499378540434
1891,-5.6626943234127385
1892,-5.702359881015316
1893,-5.61475183895741
1894,-5.6232654162134335
1895,-5.382061262140983
1896,-5.347696897667251
1897,-5.2024586974321645
1898,-5.0138009086039075
1899,-4.915272810041058
1900,-4.81188104108736
1901,-4.707110592227039
1902,-4.734927799855211
1903,-5.024311466100451
1904,-5.3303614867333895
1905,-5.701601112724882
1906,-5.992255263279341
1907,-6.233589501427447
1908,-6.361333408471868
1909,-6.540572413114663
1910,-6.61419836073372
1911,-6.5200708365103655
1912,-6.616538630937687
1913,-6.509938146300453
1914,-6.380422431428041
1915,-6.316512533680306
1916,-6.558377472276847
1917,-6.4845703184882115
1918,-6.216012839451153
1919,-5.803011810160828
1920,-5.662178317218919
1921,-5.601693414343679
1922,-5.503551113401292
1923,-5.542066015230777
1924,-5.7313846129896655
1925,-5.973503260012915
1926,-5.976656558171942
1927,-6.0070163787424775
1928,-6.086961604236349
1929,-6.009437200423081
1930,-5.8821638620069345
1931,-5.540683620381763
1932,-5.361962894924007
1933,-5.274828480564249
1934,-5.135264045453878
1935,-5.106233956964173
1936,-4.86061788689015
1937,-4.896606510855443
1938,-5.016278012317384
1939,-5.137625591939073
1940,-5.022601171496879
1941,-4.89940042587941
1942,-5.0360169375827954
1943,-5.290731275220187
1944,-5.406715913184801
1945,-5.54221367806133
1946,-5.585357225605958
1947,-5.862244239711012
1948,-6.028251858613714
1949,-6.0680665301106025
1950,-5.783916896598438
1951,-5.778552617351675
1952,-5.827170917953659
1953,-5.8315799869477525
1954,-5.840390210988175
1955,-5.6776226235169105
1956,-5.594590062902828
1957,-5.544401738142004
1958,-5.493391615860947
1959,-5.330729979455804
1960,-5.395668696164037
1961,-5.37995861073318
1962,-5.310246228841212
1963,-5.292332643875174
1964,-5.360024075064105
1965,-5.43007270321926
1966,-5.479000018599854
1967,-5.464731274562261
1968,-5.432071369296193
1969,-5.192453947371424
1970,-4.966161461744349
1971,-4.86627424209965
1972,-5.069390253867105
1973,-5.1936931953516075
1974,-5.22194060603498
1975,-4.9628769475698045
1976,-4.8508402598708855
1977,-4.667366782521912
1978,-4.4769977616929895
1979,-4.162830704367209
1980,-3.863327132309784
1981,-3.6270818403037453
1982,-3.5784133638369675
1983,-3.437507411361719
1984,-3.3268594765964856
1985,-3.3805339063831426
1986,-3.5320427814834776
1987,-3.635413549312808
1988,-3.4675065909563543
1989,-3.365083148967283
1990,-3.3491529816988286
1991,-3.2911820179864315
1992,-3.1658888880841682
1993,-3.282726185035468
1994,-2.981038706400085
1995,-2.568644288593164
1996,-2.473190884357164
1997,-2.319946253181165
1998,-2.095091169541471
1999,-1.9185995628460042
2000,-1.6482120383040617
2001,-1.5285223431348423
2002,-1.3583404780788948
2003,-1.2730578590585662
2004,-1.0788914629637485
2005,-1.0101204989677706
2006,-1.060842226253727
2007,-0.8818113426093173
2008,-0.565738810202772
2009,-0.25475543819509966
2010,0.00452968466986249
2011,0.2314347623808095
2012,0.8204735809553745
2013,1.294216994387316
2014,1.4226132938353238
