time,ohc
1850,-16.317544669147527
1851,-16.235973704008924
1852,-16.13170444957706
1853,-16.37760368510384
1854,-16.220732696944435
1855,-15.951098980064717
1856,-15.34714401347263
1857,-15.541878445192499
1858,-15.80397902705621
1859,-15.803809910748505
1860,-16.276296922018073
1861,-16.61800831668462
1862,-17.33330495555499
1863,-17.361227742142482
1864,-17.16831047269319
1865,-17.078785129159897
1866,-16.599098583460677
1867,-16.622690074748416
1868,-16.337178359357587
1869,-16.511713750027127
1870,-16.249254430030287
1871,-16.138821833235152
1872,-16.184018537229004
1873,-15.970548120625304
1874,-16.296381516780723
1875,-16.18882277984363
1876,-15.784769857748211
1877,-15.460692107316897
1878,-15.312057834345897
1879,-15.565829426196458
1880,-15.514100388949021
1881,-15.171281032909091
1882,-15.29211136050675
1883,-15.22092225268535
1884,-16.17538493054386
1885,-17.23143824553312
1886,-17.104763291368954
1887,-16.54829878168949
1888,-16.581574170850164
1889,-15.63926950154733
1890,-15.202044158020065
1891,-15.648168785876042
1892,-15.83022242676864
1893,-15.695967705828238
1894,-16.001945914273517
1895,-15.997019627254975
1896,-15.600130849281895
1897,-16.021745646302165
1898,-15.85685876319824
1899,-15.856607624822985
1900,-16.064223162099637
1901,-15.78620919141414
1902,-16.243839511449384
1903,-16.550880038200198
1904,-16.9685176460248
1905,-17.042827560187277
1906,-16.77561106947624
1907,-16.916204309955948
1908,-16.742290477391258
1909,-16.551082221905837
1910,-16.589356107535615
1911,-17.055253901034174
1912,-17.3453438582078
1913,-17.983801016548107
1914,-18.039359072344784
1915,-17.6056850426021
1916,-17.84280890718356
1917,-17.464610471029808
1918,-16.57376319508143
1919,-16.180790089754193
1920,-15.862388289725226
1921,-16.094098035183674
1922,-16.71560462394679
1923,-17.002789962990818
1924,-16.680056867662103
1925,-16.788550257776034
1926,-16.88875566890892
1927,-16.5591715245265
1928,-16.790506658366496
1929,-16.84243137830769
1930,-16.390713702404014
1931,-16.61519778719366
1932,-16.93586864274152
1933,-16.722275193034815
1934,-16.58505433741835
1935,-17.09161204429355
1936,-16.856757235227633
1937,-16.530755162908058
1938,-16.061368452461842
1939,-16.29160025696085
1940,-16.44689639730032
1941,-15.96345348264932
1942,-15.776140394292014
1943,-16.056079567149514
1944,-16.742027182405792
1945,-16.365932877348737
1946,-16.29497484253177
1947,-16.50033245733381
1948,-16.09577163775975
1949,-15.850442696548535
1950,-15.811179142200622
1951,-16.08605830203919
1952,-16.01941105700089
1953,-15.845404949611464
1954,-15.771188190560819
1955,-15.685080874951915
1956,-15.770814459222755
1957,-15.100725217246964
1958,-15.032984895624862
1959,-15.717100463820977
1960,-15.964221321347353
1961,-15.725712670911577
1962,-16.379560435798727
1963,-16.940459648646964
1964,-17.496673460091372
1965,-17.118736855210255
1966,-17.27470019672243
1967,-17.063919090320585
1968,-17.24113353843479
1969,-17.109244779873784
1970,-16.884407469267153
1971,-16.67830151151195
1972,-16.375644424133913
1973,-16.05389162504318
1974,-15.777889510632992
1975,-15.450368486318524
1976,-15.561279102597778
1977,-14.74884703528651
1978,-14.000178540538508
1979,-13.774602259452159
1980,-13.992861485325353
1981,-13.17069425634851
1982,-12.779753512810956
1983,-12.949732047495818
1984,-13.098813581682734
1985,-12.610957349664432
1986,-12.482276051541104
1987,-12.354313218383123
1988,-11.796560829709836
1989,-10.895480747381141
1990,-10.508486434764341
1991,-9.810587626683716
1992,-9.752864803524261
1993,-9.645424359245775
1994,-9.472054694750788
1995,-8.521246738545875
1996,-7.9764472247363845
1997,-7.286461784018354
1998,-7.036709272682656
1999,-6.3085324085392385
2000,-5.597285608455284
2001,-4.364383524643731
2002,-3.589727258100589
2003,-3.4210224894917056
2004,-2.5757516013315858
2005,-2.2859961250247047
2006,-1.7826057478388244
2007,-2.122936988686809
2008,-1.2066871200484464
2009,-0.7883114220312228
2010,0.20575822337854902
2011,0.9109031976490591
2012,1.2676809707528855
2013,2.277608109156048
2014,3.524586902693465
