year,ohc
1850,-3.4572216745050515
1851,-2.71809166245116
1852,-2.0325097744841245
1853,-1.2045452634441443
1854,-0.9106085122347958
1855,-2.04372582320614
1856,-2.2820130725807473
1857,-1.6749933951893643
1858,-0.8581122865825974
1859,-1.2626630337979312
1860,-0.7468263495711471
1861,-0.4343469730258569
1862,-0.7484832932463688
1863,-0.8834377496379071
1864,0.053445528593646596
1865,0.9728798332663771
1866,1.6981558998370652
1867,1.1962345282802769
1868,1.5472639142776883
1869,1.7550709697782025
1870,1.2306330012987443
1871,-0.3215071502203273
1872,-0.5147122207336143
1873,-0.07349825147311817
1874,0.5237306671030768
1875,1.0783541250185742
1876,0.18345546632418142
1877,0.11557084631730286
1878,0.5887837505971758
1879,1.15023635200619
1880,1.7452708713435987
1881,2.001631859244892
1882,1.1789778396410737
1883,-0.5473176500468013
1884,-2.9235730325405855
1885,-2.8206540774754467
1886,-2.6689620426395804
1887,-2.242779024767092
1888,-1.5614081036445135
1889,-0.5854803381352696
1890,-1.6517713384327894
1891,-2.7811412496086967
1892,-3.4056416287948594
1893,-3.073136025565543
1894,-2.4983851449428927
1895,-1.3652866117506735
1896,-1.0859198296122479
1897,-0.4646338880493066
1898,-0.43349403123055197
1899,-1.4992870206005566
1900,-1.4786814181767955
1901,-0.6984580296521345
1902,-1.0150653819145257
1903,-2.552848830675135
1904,-3.9048460469486392
1905,-4.084717329066722
1906,-3.186579727074466
1907,-2.6444226506835378
1908,-3.2659202242929597
1909,-3.7849460774828456
1910,-3.6885656219833534
1911,-3.4638500580879885
1912,-4.077233526207033
1913,-5.17183757939376
1914,-5.733559556337779
1915,-4.489281387468038
1916,-2.8932111358784387
1917,-2.07602365524572
1918,-1.1326161840979698
1919,-0.5086130459475364
1920,-1.5100749896676096
1921,-2.1394793823516585
1922,-2.206202229946818
1923,-2.6866696116541173
1924,-2.7657622190764304
1925,-2.083396161188502
1926,-1.6638171143254568
1927,-0.6739326576994249
1928,-1.9931441144895334
1929,-3.8692157884594143
1930,-4.0378854017976895
1931,-2.9357200761445386
1932,-1.8306961905151096
1933,-2.913332031929237
1934,-4.00709445887242
1935,-3.377741289115959
1936,-1.9026770740834889
1937,-2.223493733855492
1938,-3.0063574867684157
1939,-2.078500742555831
1940,-0.8156790242312408
1941,0.0836727056522748
1942,0.4289262818417674
1943,-0.7133925758468758
1944,-0.5715063640563387
1945,-0.9556666045484343
1946,-2.8705639129817873
1947,-2.2850488595377714
1948,-0.7172304584502003
1949,0.009643063801419327
1950,0.04384237874313168
1951,-0.6322238140678422
1952,-1.4109643892575314
1953,-1.697336510882218
1954,-0.7735770382943175
1955,-0.444742707238567
1956,-0.25632629016068176
1957,-0.40073979241936986
1958,-1.2701541627516995
1959,-1.7167502313593201
1960,-2.5856942888020678
1961,-3.3530853283939925
1962,-4.036392265367947
1963,-5.598129506559294
1964,-7.114686345918148
1965,-6.631680715934223
1966,-6.58823312253995
1967,-6.259018605476848
1968,-5.135833546616777
1969,-4.135985493242506
1970,-3.8625048215545474
1971,-4.00182999026827
1972,-3.732847013929884
1973,-2.9017576771754605
1974,-3.4948278528233
1975,-3.9189215832396096
1976,-3.992891352500752
1977,-4.01400872559065
1978,-4.001827403206745
1979,-4.201965019107828
1980,-5.182500092782206
1981,-5.852258795286263
1982,-5.181667619275462
1983,-5.0156579539641335
1984,-4.549794959601376
1985,-5.361949844451978
1986,-4.844038054513945
1987,-4.543129519074968
1988,-4.214885767308276
1989,-3.5198104332152833
1990,-3.7927608442792
1991,-4.022213001380223
1992,-5.698245262515599
1993,-7.6095460801483465
1994,-8.055317226482053
1995,-6.562449997146354
1996,-4.525363883803396
1997,-3.266798479769949
1998,-3.98619421513288
1999,-4.804920422991438
2000,-3.8119323728664587
2001,-3.412321778532848
2002,-4.161207549692817
2003,-4.375690964327186
2004,-2.4839911831094916
2005,-0.8132029413524893
2006,0.473825988701408
2007,1.869333686080914
2008,0.5318916261030648
2009,-0.47808243300567765
2010,-2.2562203514468075
2011,-2.3494872758138703
2012,-0.3911493252636826
2013,0.8738070748373272
2014,2.5392839511598106
