time,ohc
1850,-1.409424242383205
1851,-1.539132137415428
1852,-1.525787157986102
1853,-1.615082558223289
1854,-1.7249120774607403
1855,-1.862542746678637
1856,-2.0169338318419747
1857,-1.8605270400127152
1858,-1.5423876283502604
1859,-1.2492323235540537
1860,-1.1238740196897417
1861,-0.9279762869590773
1862,-1.0140181672257607
1863,-0.9926672533232925
1864,-1.0679440031666085
1865,-1.228653355902963
1866,-1.1847300492894248
1867,-1.230965235570539
1868,-1.1300773960046993
1869,-1.3092721693694338
1870,-1.589784966973584
1871,-1.8029776937070723
1872,-1.7585251248628886
1873,-1.9844595094370103
1874,-1.9107108321921886
1875,-1.8362101286734829
1876,-1.8944078215185087
1877,-1.794058414568091
1878,-1.7862793304058826
1879,-1.9166484319179582
1880,-2.1382292458294834
1881,-2.3183692096269013
1882,-2.498706071327725
1883,-2.7056637287553733
1884,-2.77747762510198
1885,-2.6887461458645086
1886,-2.620186232578453
1887,-2.709132952148219
1888,-2.842128555417341
1889,-2.654968884917335
1890,-2.7117529340376563
1891,-2.8171124732009205
1892,-3.005783553923867
1893,-3.2780811147554965
1894,-3.241917216786247
1895,-3.2713991777830773
1896,-3.0921566953957043
1897,-3.160610728492042
1898,-3.191797873422112
1899,-3.2025858323303766
1900,-3.0980237844109917
1901,-2.901294031726991
1902,-2.852347819636668
1903,-2.4639303061016524
1904,-2.305224578354751
1905,-2.5162667305255444
1906,-2.7216935585747155
1907,-3.0097933492287905
1908,-3.21068734852784
1909,-3.296654803754337
1910,-3.2888950889381934
1911,-3.267944606036388
1912,-3.409693374026862
1913,-3.386112624386941
1914,-3.1248524250052228
1915,-3.079543759934303
1916,-3.3749285070937085
1917,-3.586929385564416
1918,-3.907946758439485
1919,-4.0814769811968
1920,-4.332833908018556
1921,-4.400997681489216
1922,-4.475447446581435
1923,-4.45088340136255
1924,-4.417240794516963
1925,-4.473646464793462
1926,-4.651532266710009
1927,-4.683785260902165
1928,-4.770747795694066
1929,-4.660312676040749
1930,-4.455572476423303
1931,-4.169119540057905
1932,-4.033293774365131
1933,-3.6829498334676973
1934,-3.4609103767827274
1935,-3.3894962788808907
1936,-3.242300343236427
1937,-3.2096685814213295
1938,-3.0502870291406254
1939,-2.7705759122012523
1940,-2.6698672504840433
1941,-2.699137467690833
1942,-2.6579558730451485
1943,-2.5182649019665932
1944,-2.524019602398205
1945,-2.4888484003697084
1946,-2.461170856629746
1947,-2.0704709917914754
1948,-1.994809377177031
1949,-1.869039577016671
1950,-1.8590585363406924
1951,-1.975129190477793
1952,-2.1365750719573877
1953,-2.0963545893759528
1954,-2.0899825360917426
1955,-2.034129757347468
1956,-1.9473996207173496
1957,-1.8262577093189691
1958,-1.8994767621861492
1959,-1.8831382577439322
1960,-2.008410691709645
1961,-1.8823680218782457
1962,-1.8174833969729614
1963,-1.8037120199646748
1964,-1.8920655901907601
1965,-1.9363838750585871
1966,-2.078350171325997
1967,-2.0109284294977825
1968,-2.101345057714129
1969,-2.2205414894952233
1970,-2.307044652278616
1971,-2.1425002759689464
1972,-2.0616765223330513
1973,-2.1305574818359343
1974,-2.040519966282308
1975,-1.8717600588990884
1976,-1.5412450532684225
1977,-1.2758680896010863
1978,-1.3358365428888725
1979,-1.3609691535474933
1980,-1.4138988056306427
1981,-1.419299239320934
1982,-1.386771366466019
1983,-1.4095059283752651
1984,-1.4870343851201238
1985,-1.582313755714408
1986,-1.6732184610424239
1987,-1.5203691248947235
1988,-1.177500711592703
1989,-1.1688154507082513
1990,-1.0501858612506862
1991,-0.7500230111604683
1992,-0.6870318562814486
1993,-0.48266620987438924
1994,-0.23748451576944848
1995,0.03899074798917565
1996,0.2833487783149368
1997,0.41777377714119085
1998,0.5116070855590966
1999,0.4568483591642693
2000,0.4940944291624336
2001,0.5497060001966719
2002,0.4661114523908867
2003,0.2741357263689412
2004,0.01289246849625158
2005,-0.12073727475204495
2006,-0.1885856255493448
2007,-0.2344343564288491
2008,-0.2996361266138789
2009,-0.02082234459504917
2010,0.14502673137632513
2011,0.19559413942124051
2012,0.23894838464352716
2013,0.15961084334094863
2014,0.12503562915712535
