time,ohc
1850,-7.575271084678954
1851,-7.434402185089526
1852,-7.288106617709508
1853,-7.178547230973262
1854,-7.0228673982731555
1855,-7.146913432337598
1856,-7.162639026454686
1857,-7.009340325221448
1858,-7.008269479432506
1859,-6.838143037656275
1860,-6.551673079241954
1861,-6.324065967043895
1862,-6.207107695647755
1863,-5.925963411001242
1864,-5.789407850125088
1865,-5.729671706961025
1866,-5.643278946785178
1867,-5.5766583462120085
1868,-5.716394058086364
1869,-5.802236167581181
1870,-6.1958949447010045
1871,-6.371729303808586
1872,-6.385557203697033
1873,-6.269639779969719
1874,-6.066393184454633
1875,-5.723945497092301
1876,-5.373937390524352
1877,-5.169315747507588
1878,-4.979196422469418
1879,-4.822255898006912
1880,-4.709021652052495
1881,-4.755056301543994
1882,-4.6704609960594325
1883,-4.6520727913493065
1884,-4.7706106104268216
1885,-4.751901141392793
1886,-4.803133683890329
1887,-4.987644354757731
1888,-5.090767146271436
1889,-5.01943301276763
1890,-4.853035828123648
1891,-4.615647359762698
1892,-4.676444797436429
1893,-4.827642197278483
1894,-5.104031806860701
1895,-5.454047337684745
1896,-5.688919887881433
1897,-5.651173190348519
1898,-5.603534248735983
1899,-5.5565415395083
1900,-5.557361394808969
1901,-5.563367865380421
1902,-5.676111945515114
1903,-5.841629052705161
1904,-5.905031314318112
1905,-6.130783816419019
1906,-6.334330655477711
1907,-6.5629963583475845
1908,-6.743855255893862
1909,-6.885299747514583
1910,-6.9863306334220745
1911,-6.912013557743693
1912,-6.882319418004207
1913,-7.000709746946609
1914,-6.9462875754996265
1915,-7.097632928371789
1916,-7.146379908984276
1917,-7.2975043046423655
1918,-7.32065964972087
1919,-7.416443046815934
1920,-7.810793272858709
1921,-7.991676738075066
1922,-8.11029897659787
1923,-7.958516930610201
1924,-7.914258994764078
1925,-7.915694013006888
1926,-7.86044678461648
1927,-7.749206645501954
1928,-7.745309943394327
1929,-7.907352282812029
1930,-7.950437695362706
1931,-7.982353344910509
1932,-7.831015061928778
1933,-7.683206038823638
1934,-7.4943542583693645
1935,-7.463779183898549
1936,-7.707198120186309
1937,-7.580341006362845
1938,-7.374173568559974
1939,-7.14857883887084
1940,-6.872312402131739
1941,-6.728789689797937
1942,-6.595434721784186
1943,-6.640951818237207
1944,-6.439560904679777
1945,-6.502956703041902
1946,-6.453099272358781
1947,-6.285527509320075
1948,-6.1086186930334465
1949,-5.971160376398372
1950,-5.925036323784799
1951,-5.860752709884064
1952,-5.929069973435097
1953,-5.868953029587802
1954,-5.819048786898778
1955,-5.736610927578315
1956,-5.707710117462122
1957,-5.649764789747493
1958,-5.485865169698091
1959,-5.457334284489068
1960,-5.5108363422393865
1961,-5.4763785053390155
1962,-5.351546526899018
1963,-5.242442297865544
1964,-5.282189822450868
1965,-5.171753288427132
1966,-5.168823340459093
1967,-5.1491302677742
1968,-5.130471481049799
1969,-4.672207027109963
1970,-4.286518417351491
1971,-4.092441050436336
1972,-4.217595362204856
1973,-4.38159108341091
1974,-4.265420271110025
1975,-3.945589178371726
1976,-3.731648890025489
1977,-3.4015050302186753
1978,-3.236873606739827
1979,-3.2722355524025413
1980,-3.3109617970085474
1981,-3.218569725960595
1982,-3.109422386298574
1983,-2.906674416436218
1984,-2.691427922928687
1985,-2.42602841757412
1986,-2.333396414869428
1987,-2.3862024784410973
1988,-2.433925576062046
1989,-2.4237611773793852
1990,-2.571821276849203
1991,-2.757163440814193
1992,-2.838758419560752
1993,-2.76818338956644
1994,-2.628856814153329
1995,-2.578150544759204
1996,-2.508703902386689
1997,-2.593019685319727
1998,-2.776351283457963
1999,-2.524243805001471
2000,-2.379031285050629
2001,-2.169040326737496
2002,-1.775932118303623
2003,-1.374981303632614
2004,-1.1887617970511364
2005,-1.0102572362764697
2006,-0.7888645183029774
2007,-0.5392830304543191
2008,-0.3233214503575079
2009,0.03201464372258215
2010,0.1134131637628775
2011,0.27420600102453874
2012,0.5460003643779351
2013,0.7755097812107472
2014,0.9205822812925938
