time,ohc
1850,-2.866400177594733
1851,-2.9513914440529603
1852,-2.94671306356785
1853,-3.089764021646766
1854,-3.331750480506906
1855,-3.403445449789979
1856,-3.545793571089497
1857,-3.4910584331725008
1858,-3.5641974885268803
1859,-3.6035606284394195
1860,-3.981475514521456
1861,-4.251922617541339
1862,-4.31256831050619
1863,-4.653618988075045
1864,-4.756835706766829
1865,-4.464595123641685
1866,-4.31398270037855
1867,-4.346620837230994
1868,-4.421928522329185
1869,-4.379256173863147
1870,-4.406959865051173
1871,-4.392395419064703
1872,-4.143972297586294
1873,-4.148739048656359
1874,-4.243721757248212
1875,-4.255937120501594
1876,-4.646692478653498
1877,-4.818717811500761
1878,-4.775677452099844
1879,-4.446196374388051
1880,-4.18043073790795
1881,-4.163947125847023
1882,-4.077665205679406
1883,-4.0415465811515485
1884,-4.171768879862848
1885,-4.443871435040253
1886,-4.76553460085775
1887,-4.85677126872567
1888,-5.002244526067813
1889,-5.028834868956828
1890,-4.93125058244591
1891,-4.779305171345185
1892,-4.683497220170149
1893,-4.701823151882962
1894,-4.622417928668499
1895,-4.935960714002566
1896,-5.118006488694114
1897,-5.312291329795883
1898,-5.471255171827222
1899,-5.651718432709197
1900,-5.552844977544845
1901,-5.399963647281315
1902,-5.303688437211468
1903,-5.360357662169427
1904,-5.501183965118759
1905,-5.496356009837381
1906,-5.631507440565572
1907,-5.807655957061982
1908,-6.086166592443907
1909,-6.391347271073464
1910,-6.293511277129098
1911,-6.3268226135043
1912,-6.395259475125834
1913,-6.476669695904916
1914,-6.539598942905035
1915,-6.53356701898365
1916,-6.488256457030713
1917,-6.568065161721101
1918,-6.665815544188757
1919,-6.873944596692292
1920,-6.839938954622717
1921,-6.692189721862114
1922,-6.536469953940983
1923,-6.213258940908039
1924,-6.10491488352082
1925,-6.280364963663975
1926,-6.516096736273646
1927,-6.619586812064296
1928,-6.657335074938768
1929,-6.5964917215026055
1930,-6.575468847123265
1931,-6.465117851317259
1932,-6.430258289627222
1933,-6.320463997836845
1934,-6.079913634033156
1935,-5.862797882272297
1936,-5.675621563267104
1937,-5.877418694859644
1938,-6.063181366309414
1939,-6.192143409854194
1940,-6.423331855991414
1941,-6.401743200194237
1942,-6.263225313337689
1943,-6.2489679232941615
1944,-6.179291234827546
1945,-6.211173005015997
1946,-6.355809986282946
1947,-6.322286122996093
1948,-6.365802525003162
1949,-6.381929640070649
1950,-6.2425984335154405
1951,-6.179680032169589
1952,-6.10047338251461
1953,-6.224070310159764
1954,-6.223730443705806
1955,-5.979368548095362
1956,-5.879687758525442
1957,-5.975997553229419
1958,-5.929265169375059
1959,-5.775296071531761
1960,-5.587629853049919
1961,-5.50232031435161
1962,-5.484402634931598
1963,-5.593849760567469
1964,-5.74235370411066
1965,-5.725233435033072
1966,-5.646829317333666
1967,-5.662630942527131
1968,-5.486293577492162
1969,-5.4188381388129345
1970,-5.420649809007735
1971,-5.4519027629498735
1972,-5.405555248403239
1973,-5.182126455107384
1974,-5.063739175293446
1975,-4.961592106808631
1976,-4.770280791378642
1977,-4.996552903956981
1978,-5.037348921389748
1979,-4.86864626198982
1980,-4.937129136147429
1981,-4.987973853484567
1982,-4.900736009010318
1983,-4.696538478619361
1984,-4.68449498751307
1985,-4.731304605893889
1986,-4.623226320913626
1987,-4.440908321508726
1988,-4.339064456490585
1989,-4.337222967963077
1990,-4.378937350597586
1991,-4.244865858501887
1992,-4.0972948826889
1993,-3.765402909565289
1994,-3.5579551284947435
1995,-3.376459291468073
1996,-3.2217799684236925
1997,-3.0018857447665415
1998,-2.6153051464359347
1999,-2.2170848458871704
2000,-2.08083015719248
2001,-2.1435724708958808
2002,-1.910267474672092
2003,-1.737292270192381
2004,-1.5332560743869974
2005,-1.142390732487426
2006,-0.6769346029957827
2007,-0.3358424198688236
2008,-0.13677442661038652
2009,0.09297387573115161
2010,0.14350152617531126
2011,0.24259451339371527
2012,0.3809403974506329
2013,0.5091634424307249
2014,0.9227684267808833
