time,ohc
1850,-4.078039847246775
1851,-3.956149775985274
1852,-3.9135681272312652
1853,-3.919812816420265
1854,-3.8647182064317094
1855,-3.830528206440437
1856,-3.772006599405137
1857,-3.423530784429234
1858,-3.1566200492427363
1859,-3.021409317925075
1860,-2.8927982680743707
1861,-2.9342124356582433
1862,-2.892276774705046
1863,-2.690980887927296
1864,-2.5532203944064245
1865,-2.359748767491414
1866,-2.1054658401477844
1867,-1.9812994017591123
1868,-1.82062135699933
1869,-1.6823880515353016
1870,-1.56652250245408
1871,-1.6788528616849068
1872,-1.9213806809967549
1873,-2.022557414824121
1874,-1.9379269414787341
1875,-1.8424438916474786
1876,-1.7392729984996855
1877,-1.761251846903231
1878,-1.5688631812293026
1879,-1.3526119332134772
1880,-1.1726140159116047
1881,-1.064743535936376
1882,-0.8318668688672718
1883,-0.6941526246810489
1884,-0.7311439259937004
1885,-1.126088705987808
1886,-1.3780504252918713
1887,-1.3603187799476248
1888,-1.0867770476260685
1889,-0.823304275051336
1890,-0.6967809255461608
1891,-0.35004750541474083
1892,-0.05688226610526144
1893,-0.2248341389957069
1894,-0.33252990229172924
1895,-0.41599533176385006
1896,-0.289859019340118
1897,-0.1461528511816912
1898,-0.11565728264531111
1899,-0.19584954262502344
1900,-0.4727843440955617
1901,-0.5760284906810768
1902,-0.6805839869032576
1903,-0.8590182980694259
1904,-0.9125211083911635
1905,-1.0177763087607097
1906,-1.1631157050643472
1907,-1.2221917904876982
1908,-1.401111641205163
1909,-1.4445501550654705
1910,-1.3714789324544208
1911,-1.9104764476817135
1912,-2.3809239491364482
1913,-2.5089614888045455
1914,-2.6666962967597807
1915,-3.0436310828505024
1916,-3.202185124960554
1917,-3.357319067265088
1918,-3.1885322113601724
1919,-3.1263897398871294
1920,-3.416759174880476
1921,-3.6005941826081553
1922,-3.6953605568906482
1923,-3.718962541068496
1924,-3.991927540845177
1925,-4.073297401730047
1926,-4.217506068974143
1927,-4.257756013328477
1928,-4.042479508612036
1929,-3.9957168553318567
1930,-4.0481763828996415
1931,-3.856224035903627
1932,-4.051613304691966
1933,-4.016063564926568
1934,-3.8376159644921213
1935,-4.024082998052212
1936,-4.237410556371125
1937,-4.431686622367397
1938,-4.62696320801232
1939,-4.767339330815853
1940,-4.971703313594408
1941,-4.869532651409855
1942,-4.840637998834815
1943,-4.73312798926857
1944,-4.5646598441095545
1945,-4.453538901589839
1946,-4.346992898100868
1947,-4.3299533545261415
1948,-4.490910622697277
1949,-4.399135645487678
1950,-4.426131878090767
1951,-4.406770506199572
1952,-4.635233591825272
1953,-4.604950144941404
1954,-4.631090958385626
1955,-4.673797819954615
1956,-4.478371636689005
1957,-4.306680522075303
1958,-4.140033852534972
1959,-3.923453226885975
1960,-3.8216073772873203
1961,-3.749614814358294
1962,-3.521210071353618
1963,-3.572772608933461
1964,-3.4986277791969225
1965,-3.4187939870492126
1966,-3.408673870108578
1967,-3.47472149214196
1968,-3.416549668326022
1969,-3.523905218908366
1970,-3.4932246354562255
1971,-3.254765472209069
1972,-3.199698044523653
1973,-3.321426287462486
1974,-3.1910401974543845
1975,-3.0677543549127297
1976,-3.0682481636535277
1977,-3.115341141796616
1978,-3.086051490931077
1979,-3.160423010234437
1980,-2.853360109614009
1981,-2.7698790142926852
1982,-2.638063066205047
1983,-2.4250456633257627
1984,-2.195740516955674
1985,-1.8476533883996291
1986,-1.6304779512509076
1987,-1.5694982329186942
1988,-1.4569241809837266
1989,-1.4137272330730664
1990,-1.3225456597897534
1991,-1.483360694089252
1992,-1.6751919655643133
1993,-1.7010275488734008
1994,-1.6445109322060727
1995,-1.6914707040229318
1996,-1.7213875324106525
1997,-1.6164448042529018
1998,-1.5303516091403948
1999,-1.135738664705961
2000,-0.9894698391074965
2001,-0.7754592532846399
2002,-0.4855553652501212
2003,-0.4281842558412703
2004,-0.4004689613330837
2005,-0.4567345647159809
2006,-0.4112533863237044
2007,-0.4044262496662267
2008,-0.39065619653831596
2009,-0.3011935757489963
2010,-0.1442752496459687
2011,0.12183381479606253
2012,0.5661183260573356
2013,0.6502566331664585
2014,0.7703304486193364
