year,ohc
1850,5.883304658669203
1851,5.84530958128776
1852,5.997466157178457
1853,5.849925979971078
1854,5.2253970729386845
1855,5.844267166182123
1856,7.190116749800675
1857,6.5484412386145125
1858,6.707752272977938
1859,5.723790182940601
1860,4.82138552810509
1861,5.038451958274536
1862,5.285407948036258
1863,4.789123727972085
1864,4.954913567195245
1865,4.809617451820109
1866,5.268535819292586
1867,6.48366830704791
1868,7.410754203487267
1869,6.630475792229348
1870,5.692538668032549
1871,6.7539612764319426
1872,7.370922929871123
1873,8.36815612842712
1874,8.169219827255107
1875,8.807900295832374
1876,8.719943010384824
1877,6.741779477138305
1878,6.554639608659588
1879,6.844883922567265
1880,7.252734617775451
1881,7.998173999380301
1882,8.22237629610892
1883,8.201288392782503
1884,5.643964762343344
1885,5.2737026582598325
1886,6.196102979509947
1887,4.332630845495644
1888,2.9002768448573892
1889,4.225398433784768
1890,5.464978712148197
1891,4.3023160938717435
1892,4.028501168480841
1893,5.529340126106565
1894,7.144521963414302
1895,7.043711852024954
1896,7.044018373550128
1897,6.76894942068493
1898,7.078466631245638
1899,6.061573201179888
1900,6.19462114105696
1901,5.416640908521578
1902,5.300843034859891
1903,5.975005567337138
1904,5.3989962679797285
1905,4.814014905680701
1906,5.082468694710808
1907,5.541195421123931
1908,5.4034767117169835
1909,5.493642084450347
1910,4.911665149700125
1911,4.184323556511236
1912,5.105290795179248
1913,5.0406838258356315
1914,4.873776829328026
1915,5.791489160277246
1916,6.102171088312185
1917,4.78839714602503
1918,5.2073200068397
1919,6.831414650462936
1920,6.8292887836808305
1921,7.118929615616397
1922,7.770195949615898
1923,7.094907399556577
1924,7.072585652676358
1925,6.59718773420756
1926,5.105317635763038
1927,4.61029993163926
1928,5.3801038907437695
1929,5.826254358758737
1930,5.0734959417500525
1931,5.031615451739914
1932,5.070952796128378
1933,4.82396974044483
1934,6.076421534241834
1935,7.577787261047401
1936,7.99802923639777
1937,7.14741356082534
1938,7.277486102827251
1939,6.7683058535494
1940,6.3645077679272735
1941,5.7399218177780815
1942,4.580503021569666
1943,5.523893995689621
1944,5.216979286916868
1945,3.8524530703441733
1946,3.2856074806330415
1947,3.291247104360372
1948,4.440336006892182
1949,4.019709202262498
1950,2.8517915907669438
1951,2.810368217493372
1952,3.0959798332687374
1953,1.3219526232780945
1954,-0.18511429865870088
1955,-0.3133561616927967
1956,-0.5867895624003241
1957,-1.1475432504814078
1958,-0.6386030193279879
1959,-1.065364712492892
1960,-0.9459638880768066
1961,-1.3163190589373528
1962,-2.0932551633932652
1963,-1.8019760249271934
1964,-1.875711421458254
1965,-2.032158564935429
1966,-2.382569584679409
1967,-2.7151920813157666
1968,-2.4995168795985405
1969,-2.6047973558250312
1970,-2.8157214381112423
1971,-2.582120885403686
1972,-3.503043503560251
1973,-4.119262386307026
1974,-4.644563616171869
1975,-4.350254099456063
1976,-4.01632666914589
1977,-4.609915809083411
1978,-4.204611686159247
1979,-3.890155589759658
1980,-4.252570503634322
1981,-2.9394229475346183
1982,-1.0188247387456704
1983,-2.148474326330911
1984,-3.7044983975755326
1985,-2.915884759851097
1986,-2.058056798105132
1987,-2.275570540724373
1988,-1.701818529839616
1989,-1.3589891989296197
1990,-2.595404753431805
1991,-3.2293425183981093
1992,-4.9054576574351945
1993,-5.0214707848659454
1994,-3.238481110862608
1995,-1.6371214958907956
1996,-0.4668432282712258
1997,0.18470266011930647
1998,-0.38671942021899586
1999,-0.15521709076046353
2000,0.3044124123245844
2001,1.5971375644392323
2002,0.7202740191564683
2003,-0.8850892248624973
2004,-2.5695733826087226
2005,-2.7688182565616746
2006,-2.0527606385796995
2007,0.16165466345793256
2008,0.18340561437970404
2009,-1.0198241908605121
2010,-0.9832080529681395
2011,-0.23617420669758094
2012,1.2269094473149793
2013,2.766271258768028
2014,2.7225443617469676
