time,ohc
1850,5.661530165181141
1851,5.395892895901865
1852,5.3016575791171245
1853,5.204624784092651
1854,5.188678010633597
1855,5.373757229846789
1856,5.490223588829558
1857,5.587475181590965
1858,5.306411765231317
1859,4.8762366722037775
1860,4.656041928298273
1861,4.512177706872578
1862,4.436853086760204
1863,4.426531715419716
1864,4.416448167596929
1865,4.17281389145699
1866,4.2561448794738554
1867,4.285761798585212
1868,4.2364248527726955
1869,4.1227049640575855
1870,4.118683006534003
1871,4.313956571263906
1872,4.3191249700415595
1873,4.1658096730519665
1874,3.895866927630905
1875,3.7073902809133124
1876,3.64515562711871
1877,3.631949492185699
1878,3.7773923548261923
1879,3.9492487100796057
1880,3.909190224905015
1881,3.7179093951722018
1882,3.751787235237824
1883,3.6686592412941117
1884,3.4937945777611845
1885,3.5989973770609853
1886,3.5240530361899847
1887,3.3316842325465146
1888,2.986204178537345
1889,3.0186822368150947
1890,3.1032177104950254
1891,3.2623989185187003
1892,3.292025575611591
1893,2.9919280301571223
1894,2.9020329603428863
1895,2.8098595888269204
1896,2.692278546816151
1897,2.5687037520842413
1898,2.3848074639695116
1899,2.346313418730816
1900,2.390615078610806
1901,2.40235237312524
1902,2.3081541767347136
1903,2.282778978891864
1904,2.1640189392877263
1905,2.0558721709635566
1906,1.9398566409959122
1907,1.724031089137067
1908,1.7333874109416614
1909,1.7701333416090776
1910,1.912354416805286
1911,1.9340850319420726
1912,2.1197642156998895
1913,2.2844320581006854
1914,2.2934403785122455
1915,2.1784892012554096
1916,2.259209095363471
1917,2.1661696880201036
1918,2.0350807168077494
1919,2.0565845213030345
1920,1.8368048045851326
1921,1.6612810683254453
1922,1.3077866034919197
1923,1.0392450397313697
1924,0.958639217097368
1925,0.7860874087800824
1926,0.6259308245538819
1927,0.8272177796234715
1928,0.8712928780816924
1929,0.8784350792159366
1930,0.8309666154323886
1931,0.6844151715126302
1932,0.30020441659324393
1933,0.15515440645761133
1934,0.1622659735123925
1935,0.15176477946297667
1936,0.14677173532763704
1937,0.01875591237865705
1938,0.03600347357329312
1939,0.21740601771165374
1940,0.29324746830808196
1941,0.22088278079213666
1942,0.489890525299591
1943,0.6837958162941278
1944,0.6315569458885059
1945,0.4320028536053549
1946,0.5370512161683785
1947,0.5199718247105899
1948,0.2317005085071891
1949,0.20058747721182613
1950,-0.07620612988647579
1951,-0.26831428028612764
1952,-0.48735512338601056
1953,-0.6517315460758305
1954,-0.7179570173777933
1955,-0.8409078097030588
1956,-0.9545146325677756
1957,-1.1223360903417046
1958,-1.117185011465716
1959,-1.0150197091654072
1960,-0.9532580333544536
1961,-0.8795807922629599
1962,-1.0731019429962068
1963,-1.3085637070766525
1964,-1.3421469935420818
1965,-0.957747784361353
1966,-0.7322331349454857
1967,-0.7705301414275794
1968,-1.02196173998473
1969,-1.196665819939412
1970,-1.3507531612179582
1971,-1.4409180263078074
1972,-1.7844428420568808
1973,-1.9231695332996257
1974,-2.033403364674104
1975,-2.104777830962144
1976,-2.2218754358682062
1977,-2.288119063153845
1978,-2.222786924075689
1979,-2.2482518373919067
1980,-2.3757353306066022
1981,-2.394831524067775
1982,-2.442505800974741
1983,-2.561568892267282
1984,-2.457640177700892
1985,-2.322412919697705
1986,-2.4330575447288245
1987,-2.424996464073458
1988,-2.257959121640823
1989,-2.0646986277218438
1990,-1.9786220193282351
1991,-1.982582670063231
1992,-1.8424036100893482
1993,-1.9179291667952694
1994,-2.026824199986061
1995,-2.044689808143525
1996,-1.906910419849589
1997,-1.8327296502094979
1998,-1.722920112692882
1999,-1.4734905842506296
2000,-1.529830232255529
2001,-1.49626304221588
2002,-1.5051529843968832
2003,-1.3282427487596404
2004,-1.022109722935164
2005,-0.6976488824607965
2006,-0.7142897904203881
2007,-0.8406784439649269
2008,-0.8178716952629639
2009,-0.49200250067806794
2010,-0.01867852359949353
2011,0.44096881903368274
2012,0.7889908698201891
2013,1.0940053112106454
2014,1.2572048363221198
