time,ohc
1850,-21.159580762905698
1851,-21.142055627251107
1852,-21.510069514286858
1853,-20.82619397070383
1854,-20.23604866605667
1855,-20.449341383053547
1856,-20.414119469154137
1857,-20.44380717356951
1858,-20.59784702632708
1859,-20.959098311706178
1860,-20.949347328556932
1861,-20.8063641969756
1862,-21.11016390690065
1863,-21.60316216155778
1864,-21.692734949491634
1865,-21.303228141587383
1866,-20.762476297364962
1867,-20.868450350184396
1868,-20.225151488867823
1869,-19.783660193803602
1870,-18.803646772873854
1871,-18.71533452422993
1872,-18.16955814521121
1873,-18.122801982565132
1874,-18.095923218518642
1875,-17.687234453218878
1876,-18.341369295122693
1877,-18.30927633049514
1878,-18.29345818689331
1879,-18.1119846966678
1880,-18.36468502642506
1881,-17.80866991202225
1882,-17.513904893899205
1883,-17.534428635707442
1884,-18.920392501212103
1885,-19.33552493158199
1886,-19.06262826663189
1887,-18.759172914203713
1888,-18.17658102146956
1889,-18.352394930667597
1890,-18.265283898657128
1891,-18.828501341259024
1892,-18.6352407145772
1893,-18.70863405053424
1894,-17.879644925326957
1895,-17.156995060579153
1896,-16.974795054338628
1897,-17.142108295016296
1898,-17.203208719090995
1899,-16.686158663954153
1900,-16.419550972362067
1901,-16.443013997660756
1902,-16.32964229695685
1903,-16.844983605402014
1904,-16.699315150356316
1905,-16.57172280512495
1906,-16.0947436568319
1907,-15.749321812035479
1908,-15.666951352304071
1909,-14.874936331786035
1910,-14.518896420042726
1911,-14.778960495928231
1912,-15.233626982911648
1913,-15.382137597763318
1914,-15.447852150263927
1915,-15.304680425214265
1916,-15.0931229481224
1917,-14.82218616293808
1918,-14.578331931511133
1919,-14.399387318398972
1920,-13.881863634960121
1921,-13.632795202948754
1922,-13.994426892203732
1923,-14.309288294883155
1924,-14.242339696305947
1925,-13.725132122505011
1926,-13.66731641172735
1927,-14.040071943351885
1928,-14.45432033904601
1929,-14.37507882858646
1930,-14.55348483682945
1931,-14.342875688658024
1932,-13.788283603790735
1933,-14.038930829359447
1934,-14.440949535099481
1935,-14.232394563429677
1936,-14.014896369741729
1937,-14.438720206729815
1938,-14.09525824169582
1939,-13.881552291369847
1940,-14.482092095426271
1941,-14.522494308150522
1942,-14.27475353662576
1943,-14.462987873872368
1944,-14.4981758860122
1945,-14.544234852815288
1946,-15.49640530221307
1947,-15.369666989166303
1948,-15.226780298946961
1949,-15.465830053840756
1950,-15.598666992134936
1951,-15.511809920147199
1952,-15.567317884387743
1953,-15.774197328799609
1954,-15.541625530719386
1955,-15.536079341928664
1956,-15.989925016164575
1957,-15.829594435410076
1958,-15.624294856868634
1959,-15.74329048220487
1960,-15.685823028185784
1961,-15.516738891201257
1962,-15.490019790445013
1963,-16.3441941292463
1964,-16.93364223804712
1965,-16.78102258787308
1966,-16.896858189126515
1967,-17.119033050836077
1968,-16.75044841181048
1969,-16.729575730914476
1970,-16.838459064726493
1971,-17.376112352155456
1972,-16.87268394169728
1973,-16.36211359800957
1974,-16.76846246965491
1975,-16.663308547260495
1976,-16.46274954099811
1977,-16.528844497377953
1978,-16.169898521574577
1979,-16.003753668080503
1980,-15.535055520028545
1981,-15.86259023846955
1982,-15.530916482204953
1983,-15.705468097470789
1984,-15.97194866288053
1985,-15.676490348172846
1986,-15.372088811450377
1987,-15.168622668818205
1988,-14.637385188587638
1989,-14.11341608543976
1990,-13.043719701271929
1991,-12.44782549043288
1992,-12.176226483474872
1993,-11.711952798060713
1994,-10.93792066293424
1995,-10.174759482467664
1996,-9.483713075473664
1997,-8.999878101097828
1998,-8.24050916399323
1999,-7.8486663616929055
2000,-6.790409929532541
2001,-6.056448701253214
2002,-5.405409979174749
2003,-5.030031663684906
2004,-4.099919623228717
2005,-3.191486270164077
2006,-2.7694641119518337
2007,-2.142158253763182
2008,-1.4536717986934686
2009,-0.8931400695431702
2010,0.5211393234823904
2011,1.126576828491378
2012,2.1588565544755514
2013,3.0361622227111895
2014,3.6071855749552215
