time,ohc
1850,-13.14201156096313
1851,-13.317079522414415
1852,-13.415576810650663
1853,-13.414086671419966
1854,-13.526962470566676
1855,-13.174189218155673
1856,-12.852922619842756
1857,-12.916215278201788
1858,-12.926354017594328
1859,-12.586126187900067
1860,-11.45241474712481
1861,-11.27427110900686
1862,-12.082317182952558
1863,-11.453819548280865
1864,-11.442247424008194
1865,-11.649515987852185
1866,-12.039599464037321
1867,-12.291868448194755
1868,-11.93078270013198
1869,-11.763319597142004
1870,-11.931780953528209
1871,-11.875965956030166
1872,-12.066010978477905
1873,-11.948920362768792
1874,-12.283036688906764
1875,-12.702698332801061
1876,-12.1127217109814
1877,-12.071221625590306
1878,-12.10806170280781
1879,-12.457409485146236
1880,-12.425768788991522
1881,-12.231095557768592
1882,-12.449802203831982
1883,-12.739643857346184
1884,-13.520320806053494
1885,-13.709258488003892
1886,-13.484784493266217
1887,-13.189143691679327
1888,-12.559347920106456
1889,-12.87070964087868
1890,-12.716422310099908
1891,-13.348381635842586
1892,-13.457050668798814
1893,-13.267590507537873
1894,-13.451881870213876
1895,-13.10027391857646
1896,-12.610851474911335
1897,-12.446545757890746
1898,-11.55180153738708
1899,-11.079443638112773
1900,-11.252831869855214
1901,-11.097468997974145
1902,-11.539217459817408
1903,-12.030485463648189
1904,-12.041694105612397
1905,-11.853844436736228
1906,-11.263390823906985
1907,-11.25383694570124
1908,-11.319020652523529
1909,-10.738426428930666
1910,-10.79997575877398
1911,-10.657062911411092
1912,-10.678952088506625
1913,-10.845829113382544
1914,-10.885699378962405
1915,-11.182237397219692
1916,-10.986107032090153
1917,-10.880925851086111
1918,-10.533455428315103
1919,-9.961708651659848
1920,-10.10595826877705
1921,-10.265502940898216
1922,-10.179155793671843
1923,-10.882657880550848
1924,-10.731432537532832
1925,-10.375745017308612
1926,-10.109205392421284
1927,-10.104737386577211
1928,-10.42358481858571
1929,-11.16661986061217
1930,-10.833368951746188
1931,-10.715356153416302
1932,-10.753138935601797
1933,-10.790005173690432
1934,-11.447399499755305
1935,-11.372554033551845
1936,-11.65885106976172
1937,-11.445274567437052
1938,-11.407307822299096
1939,-10.90549331439204
1940,-10.750410998592812
1941,-10.543976052619056
1942,-10.172707282785117
1943,-10.306684118459861
1944,-10.981932335405377
1945,-10.741209303647908
1946,-10.259998318908725
1947,-10.3362703145445
1948,-9.790181134013672
1949,-9.608837033476757
1950,-10.03721328818442
1951,-9.922485073424237
1952,-10.394060459656735
1953,-10.515269276805789
1954,-10.257290904250315
1955,-10.378467921997613
1956,-10.311394361636177
1957,-10.281231321738648
1958,-10.610409495469202
1959,-10.526175992515032
1960,-10.343756350879175
1961,-11.030442650047444
1962,-11.0101071999879
1963,-10.877175300937802
1964,-11.38818824411584
1965,-12.096426409947249
1966,-11.982360344076573
1967,-12.121359453306113
1968,-12.486404405806747
1969,-12.8235134823814
1970,-12.64633871010929
1971,-12.73303684566904
1972,-12.99534473841551
1973,-12.768586825355717
1974,-12.431033752097342
1975,-12.699598456502976
1976,-13.075323944131583
1977,-12.30091064053147
1978,-11.981306856359007
1979,-11.961601755787214
1980,-11.544696577624812
1981,-11.083643924442317
1982,-11.178272962846165
1983,-11.43230015934262
1984,-10.999119783282588
1985,-10.289425678472035
1986,-10.117400377358397
1987,-10.15520932041838
1988,-9.617490595818929
1989,-8.855495517338586
1990,-8.081776162029735
1991,-8.002437735030043
1992,-8.768788494579221
1993,-8.984829629509475
1994,-8.45962452822836
1995,-8.005554434398055
1996,-7.964864217850721
1997,-7.656666716492547
1998,-7.425008088954366
1999,-7.359952774659863
2000,-6.461785495934987
2001,-5.5338810524955235
2002,-4.9887345769360465
2003,-4.075208644407044
2004,-3.3931324215116043
2005,-2.8416337360910404
2006,-2.6098479109491826
2007,-2.054714848553001
2008,-1.4212098241498161
2009,-0.4031137436762798
2010,0.34570556259621343
2011,0.9675499089744073
2012,1.9469659795938292
2013,2.574245991736248
2014,3.496052620518622
