year,ohc
1850,4.537434712336508
1851,4.614530538194745
1852,5.6607069810607165
1853,6.72903354906772
1854,7.3893596220281115
1855,6.597079206820256
1856,6.255330374628349
1857,7.470014253118325
1858,7.930375182059212
1859,7.899638000242891
1860,7.984762956130847
1861,7.296123862823357
1862,6.460929863369033
1863,6.372967206494509
1864,6.780837488516218
1865,6.215764460821509
1866,5.546336806301475
1867,5.602221005617365
1868,6.784007785076913
1869,7.653676254247227
1870,7.1056725851662765
1871,5.470122556033026
1872,6.524334149284019
1873,7.120880564035518
1874,7.135777289658783
1875,7.1434540746796475
1876,6.97392959200254
1877,5.962012509105775
1878,4.610134446835217
1879,3.2830720418807537
1880,3.7111316500144857
1881,4.80388049895996
1882,5.324342212465969
1883,4.7150020693956645
1884,1.8021140070689587
1885,1.1270616287091064
1886,1.399064221067818
1887,2.8841739208599195
1888,3.8631652368675264
1889,4.312524483759172
1890,5.418924721053361
1891,5.665719126538161
1892,4.541928542538495
1893,4.558235609163473
1894,5.610718084947443
1895,4.785937955638169
1896,4.643821616397228
1897,5.387107755366435
1898,5.3534061846863095
1899,5.063126087983598
1900,3.4297877056538724
1901,2.8502365107699195
1902,3.8415770301387235
1903,2.8181675426185446
1904,3.4308684287788496
1905,4.475584407254638
1906,4.457617694963026
1907,4.033599472226135
1908,4.445603300400089
1909,3.7888337951414606
1910,3.3978084193677036
1911,4.326746857931374
1912,5.035321897926794
1913,4.574672297630001
1914,4.676752118501574
1915,4.27400381769198
1916,3.8952800021039953
1917,5.622395496479414
1918,8.034776454610503
1919,8.14020683468922
1920,8.446946614041341
1921,9.418342391663419
1922,9.783463765487305
1923,9.665595709277325
1924,8.818685565131773
1925,8.619697831097607
1926,8.977184285994571
1927,9.085896285633366
1928,9.411637075430558
1929,8.388370307048541
1930,8.796561649004747
1931,7.777590505065906
1932,6.162581022978128
1933,6.409653730565191
1934,7.601958646551648
1935,8.655542181165234
1936,8.833930817696023
1937,7.075971484519575
1938,6.571064032452552
1939,8.554317543838556
1940,8.564892940443396
1941,7.690720224562501
1942,7.078725507630695
1943,8.155796042885527
1944,7.74310537611726
1945,6.669354579525134
1946,7.869241483550178
1947,8.728390253866586
1948,8.093180070506593
1949,7.683034472962467
1950,7.284599613625349
1951,5.39007223766124
1952,4.927049087868869
1953,5.316317276732949
1954,5.297645727199019
1955,5.710126169759544
1956,5.9897182116935745
1957,6.739316314714149
1958,7.176336766458748
1959,6.23951193531039
1960,5.331318965330231
1961,5.2422785508579
1962,5.660968766189356
1963,3.590664511205655
1964,2.4881261192402833
1965,3.3338972987794637
1966,4.183153095889887
1967,2.9956435880716934
1968,2.827973733601697
1969,1.7427102549384559
1970,1.6492959838808474
1971,1.4353598220152737
1972,1.507217904803002
1973,2.0912161456210776
1974,2.3845610367821206
1975,2.2074855966794376
1976,1.949384970445133
1977,2.0374491279075055
1978,2.37679607856688
1979,2.270625768339379
1980,0.19377696986738524
1981,-0.40353122744167
1982,0.2245636641835178
1983,-1.7437550580843935
1984,-2.2900863136295264
1985,-1.6718167101884864
1986,-2.036621103351914
1987,-1.451561140722136
1988,-0.9201088324703415
1989,-0.481097266250754
1990,0.3455711550509326
1991,-0.11290071751362163
1992,-1.8949560624862682
1993,-3.2518377524310758
1994,-2.4100871448944003
1995,-2.2636847608840105
1996,-1.494088353115707
1997,-0.8221382293451338
1998,-1.9527945288318733
1999,-1.4801810054282019
2000,-0.3403814970914931
2001,1.493640231486514
2002,1.3229781155123326
2003,-0.4425914424223061
2004,-1.4876016968805201
2005,-1.2122809436685982
2006,-0.39511759729205753
2007,-0.5906224743307948
2008,-0.8041313597449591
2009,0.009861591887935894
2010,-0.15487743522492625
2011,-0.24689218643718114
2012,0.1346541103160277
2013,0.6742645072480378
2014,2.58514178724651
